Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,1,22:30,16,4,0.241694,353.7,114,0,0.000474,327.56,183,0,0.0,342.78,104,0,0.002039,314.53
August,1,23:00,12,3,0.23312,322.43,85,0,4e-06,336.73,140,0,0.0,333.46,81,0,8.8e-05,310.14
August,1,23:30,10,1,0.073043,258.55,69,0,0.0,345.53,114,0,0.0,318.42,66,0,1e-06,311.43
August,2,0:00,7,0,0.0,339.91,40,0,0.011483,305.99,70,0,0.0,319.93,44,0,0.0,317.9
August,2,0:30,5,0,0.0,347.1,28,0,0.00456,334.36,55,0,0.0,321.84,31,0,0.0,324.1
August,2,1:00,4,0,0.0,271.57,13,0,0.000442,341.9,41,0,0.0,329.9,24,0,0.0,318.08
August,2,1:30,2,0,0.0,216.13,7,0,5e-06,295.15,32,0,0.0,323.14,17,0,0.0,312.18
August,2,2:00,2,0,0.0,278.91,5,0,0.0,287.68,22,0,0.0,316.33,12,0,0.0,306.81
August,2,2:30,2,0,0.0,292.83,4,0,0.0,295.1,16,0,0.0,325.37,8,0,0.0,323.5
August,2,3:00,2,0,0.0,275.39,3,0,0.0,266.86,13,0,0.0,309.04,3,0,0.0,345.14
August,2,3:30,1,0,0.0,237.15,3,0,0.0,204.1,13,0,0.0,298.74,1,0,0.0,313.29
August,2,4:00,1,0,0.0,245.25,3,0,0.0,246.79,12,0,0.0,332.96,0,0,0.0,383.27
August,2,4:30,1,0,0.0,245.04,3,0,0.0,299.66,12,0,0.0,342.22,0,0,0.0,378.62
August,2,5:00,1,0,0.0,273.87,3,0,3.4e-05,276.36,13,0,0.0,363.56,1,0,0.0,291.53
August,2,5:30,2,0,0.0,219.08,3,0,0.005452,296.5,16,0,0.0,319.89,3,0,0.0,260.13
August,2,6:00,2,0,0.0,244.47,5,0,0.08799,343.74,23,0,4e-06,291.46,9,0,8e-06,251.86
August,2,6:30,3,0,0.0,276.41,8,1,0.140618,331.73,40,0,0.000402,274.13,17,0,0.000739,262.39
August,2,7:00,7,0,0.0,261.5,16,0,0.024309,303.75,70,0,0.004905,261.76,29,0,0.009064,277.18
August,2,7:30,14,0,0.0,282.21,28,0,0.000675,313.71,116,1,0.008253,262.42,47,1,0.015338,292.83
August,2,8:00,33,0,0.0,270.1,51,0,0.000374,311.79,194,0,0.001886,274.41,80,0,0.003425,292.01
August,2,8:30,58,0,2e-06,279.67,79,0,0.005437,312.73,280,1,0.002006,291.56,120,0,0.002657,287.98
August,2,9:00,82,0,0.000182,280.27,152,2,0.011974,302.99,394,4,0.009182,298.05,173,2,0.009066,291.43
August,2,9:30,100,0,0.003171,279.9,204,3,0.015064,310.12,478,8,0.016239,309.35,217,3,0.015439,287.54
August,2,10:00,120,1,0.007495,289.19,252,4,0.017674,318.35,584,6,0.009736,317.01,256,5,0.019594,293.2
August,2,10:30,150,1,0.005641,294.36,292,7,0.0238,328.79,651,6,0.009463,325.73,300,7,0.024563,301.62
August,2,11:00,168,2,0.014372,296.5,331,7,0.021442,332.15,701,8,0.011058,329.83,339,6,0.017377,309.07
August,2,11:30,175,5,0.026888,296.64,362,8,0.020724,334.0,720,10,0.014456,334.78,354,3,0.008775,312.05
August,2,12:00,186,8,0.040861,304.08,383,7,0.017796,332.53,732,11,0.015513,336.06,367,3,0.007633,315.73
August,2,12:30,192,10,0.052173,305.55,397,11,0.028227,336.2,733,12,0.016084,335.89,376,4,0.01137,314.3
August,2,13:00,193,5,0.023723,312.03,412,15,0.035527,336.85,726,10,0.01447,338.35,380,5,0.014324,313.89
August,2,13:30,189,1,0.007597,316.77,426,17,0.039054,335.49,726,12,0.016726,340.3,381,7,0.017756,311.13
August,2,14:00,185,3,0.014771,317.9,440,16,0.036354,338.65,729,11,0.015728,340.72,381,8,0.021444,313.64
August,2,14:30,184,3,0.015086,315.52,441,11,0.025314,342.16,716,5,0.007521,339.68,382,12,0.031431,315.12
August,2,15:00,180,1,0.004336,313.02,432,6,0.013829,335.49,684,1,0.001503,341.2,374,7,0.018781,307.14
August,2,15:30,177,0,0.0002,320.7,426,5,0.0123,331.74,662,0,0.000599,338.97,358,4,0.009816,305.34
August,2,16:00,176,0,0.0002,322.07,422,5,0.011317,341.62,639,1,0.001855,340.28,344,3,0.007892,313.51
August,2,16:30,163,1,0.004682,305.92,403,4,0.008748,348.62,600,2,0.002617,339.29,323,2,0.006277,313.34
August,2,17:00,148,2,0.016352,313.44,386,3,0.007398,346.42,570,2,0.003754,340.92,301,2,0.006313,314.08
August,2,17:30,130,2,0.013349,322.46,369,4,0.011258,348.27,545,1,0.002374,340.71,285,1,0.003969,315.49
August,2,18:00,117,1,0.00603,327.33,339,7,0.019503,350.74,500,2,0.00404,340.15,260,1,0.003416,319.56
August,2,18:30,100,1,0.008984,332.53,309,6,0.019301,347.94,451,2,0.004791,342.82,233,0,0.001728,328.28
August,2,19:00,76,0,0.004171,326.03,273,4,0.014784,341.52,408,3,0.007111,342.08,217,0,0.001733,326.84
August,2,19:30,59,0,0.00025,321.04,241,5,0.021793,333.94,365,4,0.010673,340.15,194,0,0.000713,322.23
August,2,20:00,47,0,2e-06,301.37,212,9,0.042757,331.21,327,4,0.010697,340.59,168,0,0.001125,311.03
August,2,20:30,39,0,0.0,289.53,185,6,0.029902,318.7,276,2,0.00665,338.71,152,1,0.007247,304.93
August,2,21:00,29,0,0.0,302.25,153,4,0.028223,313.89,232,1,0.006195,337.65,126,2,0.016175,306.5
August,2,21:30,22,0,0.0,322.72,128,2,0.01933,317.72,192,0,0.002335,332.39,107,1,0.00645,310.58
August,2,22:00,16,0,0.0,352.84,102,1,0.013988,315.4,161,0,0.000129,322.62,93,0,0.000343,308.64
August,2,22:30,11,0,0.0,326.61,80,1,0.009633,313.59,131,0,1e-06,317.42,77,0,3e-06,308.31
August,2,23:00,9,0,0.0,321.3,63,1,0.017315,297.87,104,0,0.0,315.21,62,0,0.0,302.19
August,2,23:30,7,0,0.0,281.01,49,0,0.008258,297.33,91,0,0.0,312.4,51,0,0.0,289.11
August,3,0:00,3,0,0.0,318.08,39,0,0.0,277.45,56,0,0.0,306.52,39,0,0.0,293.46
August,3,0:30,3,0,0.0,333.18,28,0,0.0,282.59,45,0,0.0,314.31,28,0,0.0,292.87
August,3,1:00,3,0,0.0,332.66,13,0,0.0,314.29,34,0,0.0,292.35,21,0,0.0,322.83
August,3,1:30,2,0,0.0,309.51,8,0,0.0,330.46,27,0,0.0,284.97,16,0,0.0,346.89
August,3,2:00,2,0,0.0,234.51,6,0,0.0,342.63,20,0,0.0,297.99,12,0,0.0,346.77
August,3,2:30,1,0,0.0,272.46,4,0,0.0,294.65,15,0,0.0,301.0,8,0,0.0,355.59
August,3,3:00,2,0,0.0,325.83,4,0,0.0,298.46,12,0,0.0,320.13,3,0,0.0,335.88
August,3,3:30,2,0,0.0,422.58,3,0,0.0,251.71,10,0,0.0,366.02,1,0,0.0,252.44
August,3,4:00,2,0,0.0,364.64,3,0,0.0,205.38,9,0,0.0,384.67,0,0,0.0,206.96
August,3,4:30,2,0,0.0,256.25,3,0,0.0,317.45,9,0,0.0,354.84,1,0,0.0,247.24
August,3,5:00,2,0,0.0,200.49,2,0,0.0,402.73,10,0,0.0,318.94,1,0,0.0,294.23
August,3,5:30,2,0,0.0,212.23,3,0,0.0,304.5,12,0,0.0,267.5,1,0,0.0,273.26
August,3,6:00,3,0,0.0,239.51,3,0,0.0,255.05,18,0,0.0,258.48,6,0,0.0,229.37
August,3,6:30,2,0,0.0,237.9,5,0,0.0,248.69,29,0,0.0,257.49,12,0,0.0,253.61
August,3,7:00,5,0,0.0,263.72,10,0,0.0,266.56,44,0,0.0,261.36,21,0,0.0,291.2
August,3,7:30,7,0,0.0,285.39,14,0,0.0,280.19,70,0,0.0,264.32,35,0,0.0,297.27
August,3,8:00,14,0,0.0,268.42,25,0,0.0,270.84,112,0,0.0,271.45,53,0,0.0,291.37
August,3,8:30,17,0,0.0,269.74,40,0,0.0,285.22,151,0,0.0,283.41,71,0,6e-06,298.79
August,3,9:00,21,0,0.0,264.09,79,0,0.0,293.2,198,0,0.0,291.65,99,0,0.000667,291.65
August,3,9:30,25,0,0.0,285.74,105,0,0.0,297.99,246,0,0.0,288.15,121,2,0.01271,283.42
August,3,10:00,29,0,0.0,289.06,130,0,4e-06,296.52,301,0,0.0,289.34,144,7,0.048749,294.55
August,3,10:30,36,0,0.0,283.36,148,0,0.000573,301.64,357,0,0.0,295.74,173,11,0.063243,307.71
August,3,11:00,37,0,0.0,285.87,168,2,0.010845,299.87,392,0,3e-06,304.11,191,6,0.033406,303.79
August,3,11:30,41,0,6e-06,290.56,191,5,0.026777,300.91,432,0,0.000385,307.21,206,3,0.015576,301.85
August,3,12:00,58,0,0.000648,289.12,212,4,0.017336,300.05,461,4,0.008139,305.27,217,1,0.006115,300.04
August,3,12:30,71,1,0.01132,289.92,240,6,0.025358,300.54,470,15,0.031804,306.93,220,3,0.012394,298.56
August,3,13:00,83,2,0.026694,291.26,264,7,0.024593,297.28,476,25,0.052037,313.98,223,6,0.025952,304.34
August,3,13:30,87,1,0.009692,290.28,279,8,0.030055,300.72,479,30,0.062272,316.75,231,5,0.023474,304.1
August,3,14:00,91,1,0.010948,294.84,293,5,0.018465,304.71,482,18,0.037786,319.48,233,3,0.011553,304.64
August,3,14:30,92,3,0.029152,297.75,298,1,0.004088,307.6,481,6,0.012399,319.24,233,3,0.0149,304.13
August,3,15:00,91,2,0.01793,298.7,301,0,0.000353,305.75,479,1,0.001973,321.33,232,3,0.010837,307.43
August,3,15:30,92,2,0.02077,293.6,305,1,0.003749,304.38,470,0,8e-05,320.7,233,4,0.016045,306.51
August,3,16:00,92,1,0.007357,286.93,299,3,0.01079,305.13,460,0,0.0,318.07,226,3,0.012058,314.89
August,3,16:30,85,0,0.000371,278.3,285,2,0.008004,305.01,447,0,0.0,322.26,219,4,0.018218,314.1
August,3,17:00,75,0,3e-06,277.1,277,3,0.01172,305.28,426,0,0.0,320.87,212,1,0.006782,316.28
August,3,17:30,67,0,0.0,279.07,265,2,0.006703,302.45,403,0,0.0,315.66,205,1,0.002632,311.73
August,3,18:00,53,0,0.0,292.65,242,3,0.011956,302.63,354,0,0.0,316.3,191,1,0.006871,304.21
August,3,18:30,44,0,0.0,285.48,218,6,0.026126,297.82,329,0,0.0,316.29,176,0,0.002686,301.66
August,3,19:00,34,0,0.0,277.74,196,8,0.038789,293.1,302,0,0.0,317.92,161,0,0.000341,304.8
August,3,19:30,32,0,0.0,274.41,177,5,0.028938,301.71,274,0,0.0,316.32,157,1,0.004448,314.08
August,3,20:00,31,0,0.0,289.15,154,1,0.007997,299.57,249,0,0.0,309.7,144,2,0.013478,312.12
August,3,20:30,28,0,0.0,290.57,135,0,0.000401,295.85,224,0,0.0,311.86,128,1,0.005449,308.48
August,3,21:00,23,0,1e-05,298.31,122,0,3e-06,296.56,200,0,0.0,313.8,105,0,0.000312,310.84
August,3,21:30,17,0,0.0022,320.19,106,0,0.0,301.97,171,0,0.0,308.89,94,0,0.000197,315.39
August,3,22:00,15,1,0.055386,289.71,85,0,0.0,297.52,147,0,0.0,308.24,84,0,0.004683,312.27
August,3,22:30,12,2,0.183331,303.68,69,0,0.0,283.84,125,0,0.0,307.06,71,1,0.015223,307.99
August,3,23:00,9,1,0.087784,335.59,54,0,0.0,259.21,100,0,0.0,305.09,58,0,0.006718,316.11
August,3,23:30,8,0,0.004901,296.27,44,0,0.0,259.53,85,0,0.0,302.22,52,0,0.000353,337.05
August,4,0:00,4,0,0.0,365.79,25,0,0.0,361.46,57,0,0.0,334.56,32,0,0.0,327.76
August,4,0:30,3,0,0.0,331.63,21,0,0.0,349.93,47,0,0.0,329.33,26,0,0.0,328.33
August,4,1:00,2,0,0.0,339.95,12,0,0.0,366.25,35,0,0.0,330.13,19,0,0.0,339.02
August,4,1:30,2,0,0.0,346.87,7,0,0.0,343.02,25,0,0.0,332.58,15,0,0.0,325.49
August,4,2:00,2,0,0.0,400.92,5,0,0.0,296.66,18,0,0.0,322.11,10,0,0.0,317.59
August,4,2:30,2,0,0.0,326.7,5,0,0.0,310.51,15,0,0.0,344.44,9,0,0.0,331.75
August,4,3:00,2,0,0.0,238.4,4,0,0.0,343.45,12,0,0.0,339.06,6,0,0.0,350.01
August,4,3:30,2,0,0.0,268.33,4,0,0.0,355.14,11,0,0.0,330.16,5,0,0.0,291.52
August,4,4:00,2,0,0.0,269.79,3,0,0.0,304.24,11,0,0.0,317.94,5,0,0.0,286.12
August,4,4:30,2,0,0.0,204.15,3,0,0.0,270.39,10,0,0.0,303.53,5,0,0.0,258.02
August,4,5:00,2,0,0.0,218.01,3,0,6.2e-05,270.64,12,0,0.0,311.6,5,0,0.0,267.59
August,4,5:30,2,0,0.0,232.8,4,0,0.008156,241.24,18,0,0.0,280.06,6,0,0.0,283.78
August,4,6:00,2,0,0.0,245.44,5,1,0.133771,247.45,30,0,0.0,269.72,13,0,0.0,258.41
August,4,6:30,4,0,0.0,235.1,10,2,0.187777,317.36,51,0,0.0,284.66,21,0,0.0,254.85
August,4,7:00,8,0,0.0,251.4,29,1,0.022823,301.96,90,0,0.0,270.99,38,0,5e-06,272.77
August,4,7:30,18,0,8e-06,303.48,51,0,0.001186,290.38,152,0,2e-06,275.59,68,0,0.000448,279.6
August,4,8:00,47,0,0.000527,314.79,96,1,0.006509,298.22,281,0,0.00014,295.92,122,1,0.005307,282.08
August,4,8:30,88,1,0.006694,325.36,153,2,0.011465,312.43,435,1,0.002065,312.05,193,2,0.010238,293.47
August,4,9:00,136,3,0.02222,325.66,232,1,0.004303,324.31,621,4,0.006272,327.76,297,4,0.015035,304.57
August,4,9:30,178,5,0.027632,334.32,305,2,0.00665,333.72,790,9,0.010927,341.35,373,12,0.032034,317.07
August,4,10:00,211,2,0.007636,339.75,376,6,0.017062,340.33,941,15,0.01551,345.96,445,13,0.029109,326.0
August,4,10:30,237,0,0.000316,336.49,425,12,0.028231,350.49,1059,14,0.013064,353.86,497,19,0.038547,329.8
August,4,11:00,250,0,0.000311,342.08,471,10,0.021883,358.41,1142,17,0.014686,362.02,538,14,0.026667,332.92
August,4,11:30,257,2,0.006396,346.44,503,12,0.02338,362.29,1170,27,0.023441,365.89,574,14,0.024787,335.27
August,4,12:00,261,5,0.017668,340.89,541,10,0.018417,361.63,1197,28,0.023332,365.02,601,17,0.027949,339.63
August,4,12:30,265,3,0.009521,331.11,563,12,0.021796,365.2,1200,22,0.018278,366.59,608,19,0.030748,342.64
August,4,13:00,261,3,0.009584,333.97,586,12,0.020462,364.69,1194,18,0.015403,370.08,602,15,0.025587,343.95
August,4,13:30,260,1,0.003659,344.42,602,14,0.023553,358.3,1192,24,0.019777,374.68,610,12,0.019956,338.57
August,4,14:00,266,2,0.00656,345.59,609,10,0.01701,358.39,1208,24,0.019837,376.26,622,11,0.017321,336.96
August,4,14:30,272,6,0.021807,347.33,613,8,0.01313,361.47,1216,24,0.019826,376.16,633,11,0.01716,342.87
August,4,15:00,273,7,0.027359,347.03,615,6,0.010405,362.55,1216,14,0.011274,375.26,633,9,0.01422,344.57
August,4,15:30,275,8,0.028288,350.16,615,5,0.007469,362.6,1213,6,0.005282,376.33,625,11,0.016803,347.14
August,4,16:00,269,2,0.00897,349.79,619,4,0.006479,366.85,1208,6,0.005293,374.15,624,8,0.012708,352.11
August,4,16:30,261,1,0.003476,345.98,605,5,0.007763,370.51,1175,6,0.005476,374.78,614,9,0.014832,355.9
August,4,17:00,236,2,0.009369,348.37,577,4,0.007125,369.44,1111,6,0.005263,374.68,588,8,0.013099,355.45
August,4,17:30,213,1,0.003743,342.67,547,4,0.00749,372.4,1026,9,0.008953,374.23,551,7,0.012156,347.59
August,4,18:00,175,0,0.000213,340.67,487,6,0.011748,371.63,932,10,0.01067,374.32,490,5,0.009324,349.6
August,4,18:30,151,0,2e-06,350.32,449,8,0.016952,369.99,822,8,0.009208,378.24,432,4,0.009989,349.55
August,4,19:00,106,0,2e-06,350.41,402,6,0.014899,368.09,725,11,0.014589,381.75,394,8,0.021534,343.12
August,4,19:30,81,0,0.000404,349.2,372,6,0.017365,358.67,649,11,0.016673,380.02,364,15,0.039859,344.66
August,4,20:00,61,1,0.012755,346.37,330,9,0.028548,354.84,563,11,0.01993,377.13,318,13,0.042336,340.76
August,4,20:30,49,4,0.079539,351.02,274,6,0.022151,351.24,476,5,0.010776,370.84,269,7,0.027716,339.83
August,4,21:00,39,6,0.156543,346.7,224,4,0.018374,345.97,399,1,0.002107,365.08,224,6,0.026645,340.37
August,4,21:30,30,2,0.071307,332.5,184,1,0.006504,349.71,336,0,9.9e-05,357.52,187,3,0.015445,347.65
August,4,22:00,23,3,0.139289,334.85,145,0,0.000377,345.08,267,0,1e-06,351.8,151,1,0.003517,342.91
August,4,22:30,17,9,0.515984,343.99,112,0,3e-06,335.28,208,0,0.0,343.86,127,0,0.003254,345.33
August,4,23:00,14,3,0.222289,337.37,85,0,0.0,316.63,161,0,0.0,342.75,101,1,0.010788,350.18
August,4,23:30,11,0,0.013881,341.04,68,0,0.0,306.74,129,0,0.0,354.58,79,0,0.005174,338.41
August,5,0:00,5,0,0.0,377.71,33,0,0.0,318.21,75,0,0.0,351.35,47,0,0.0,327.87
August,5,0:30,4,0,0.0,314.1,24,0,0.0,323.61,57,0,0.0,349.83,36,0,0.0,353.83
August,5,1:00,3,0,0.0,298.84,14,0,0.0,336.48,41,0,0.0,341.8,27,0,0.0,375.35
August,5,1:30,2,0,0.0,287.53,8,0,0.0,341.62,30,0,0.0,313.01,20,0,0.0,359.69
August,5,2:00,2,0,0.0,320.41,5,0,0.0,350.81,22,0,0.0,300.62,14,0,0.0,330.54
August,5,2:30,2,0,0.0,259.15,4,0,0.0,376.63,18,0,0.0,292.73,10,0,0.0,323.36
August,5,3:00,2,0,0.0,254.97,4,0,0.0,327.73,14,0,0.0,296.73,4,0,0.0,330.86
August,5,3:30,2,0,0.0,263.86,3,0,0.0,256.5,13,0,0.0,309.83,1,0,0.0,294.81
August,5,4:00,2,0,0.0,262.26,3,0,0.0,228.47,12,0,0.0,311.18,1,0,0.0,226.17
August,5,4:30,2,0,0.0,281.56,3,0,0.0,220.69,12,0,0.0,293.2,1,0,0.0,199.72
August,5,5:00,2,0,0.0,245.16,3,0,0.000158,227.5,14,0,0.0,296.74,1,0,0.0,220.39
August,5,5:30,2,0,0.0,223.96,4,0,0.020447,292.98,19,0,0.0,296.32,3,0,0.0,267.26
August,5,6:00,3,0,0.0,249.37,6,2,0.282718,299.55,31,0,0.0,267.83,13,0,0.0,245.46
August,5,6:30,5,0,0.0,222.11,11,4,0.411467,306.15,52,0,0.0,256.73,24,0,0.0,249.62
August,5,7:00,9,0,3.1e-05,255.2,29,2,0.05438,289.8,93,0,0.0,269.97,44,0,0.0,278.05
August,5,7:30,20,0,0.002409,293.6,50,0,0.002112,291.73,155,0,0.0,282.75,75,0,0.0,288.15
August,5,8:00,50,1,0.020957,293.31,94,1,0.007353,300.4,270,0,1e-06,302.65,128,0,1e-06,290.06
August,5,8:30,88,4,0.041277,310.89,148,2,0.012961,316.42,403,0,0.000136,318.15,192,0,0.00011,294.8
August,5,9:00,130,4,0.028831,328.45,217,1,0.003193,323.74,577,1,0.002119,328.69,273,0,0.001782,302.64
August,5,9:30,171,2,0.014521,332.41,280,0,0.000573,333.1,726,5,0.00641,336.58,339,2,0.006694,313.84
August,5,10:00,202,1,0.003299,332.96,337,3,0.008176,339.11,847,9,0.010194,341.91,403,6,0.015266,322.41
August,5,10:30,224,1,0.002818,333.6,377,8,0.02153,347.04,948,15,0.015336,348.94,449,12,0.025675,327.33
August,5,11:00,238,2,0.007099,337.1,421,7,0.017393,352.44,1018,13,0.012325,353.64,489,10,0.020813,334.74
August,5,11:30,248,1,0.004294,337.99,453,11,0.024765,355.26,1051,13,0.01198,355.27,520,9,0.016931,335.06
August,5,12:00,252,2,0.008671,337.91,484,7,0.015061,361.63,1057,21,0.019539,357.74,540,8,0.015382,335.81
August,5,12:30,254,3,0.012595,333.49,501,6,0.011581,365.08,1063,24,0.022491,361.42,548,11,0.020451,336.08
August,5,13:00,254,1,0.00403,337.45,522,4,0.008084,365.16,1064,13,0.011778,362.66,547,11,0.019322,336.88
August,5,13:30,254,0,0.000186,342.91,537,9,0.015863,360.88,1064,9,0.008379,365.42,544,10,0.018073,338.94
August,5,14:00,259,0,1e-06,341.89,554,8,0.014859,359.46,1078,9,0.00875,368.03,557,9,0.015912,337.78
August,5,14:30,262,0,0.0,345.87,565,5,0.008362,361.86,1081,11,0.009998,371.57,557,6,0.010858,336.85
August,5,15:00,261,0,0.0,348.88,563,4,0.007242,359.43,1074,8,0.007373,370.75,554,4,0.008006,338.66
August,5,15:30,262,0,0.0,343.63,555,5,0.009361,358.98,1064,6,0.005423,371.25,559,4,0.007738,338.99
August,5,16:00,263,0,0.0,346.5,555,6,0.010924,365.66,1056,5,0.00498,370.43,564,4,0.007038,342.61
August,5,16:30,251,0,0.0,346.8,538,5,0.010209,368.12,1037,5,0.005139,368.19,546,4,0.008129,343.76
August,5,17:00,222,0,0.0,343.2,511,6,0.011661,370.2,982,7,0.007247,370.39,511,3,0.0063,341.31
August,5,17:30,193,0,0.0,339.78,493,6,0.012364,369.55,921,10,0.010936,369.11,485,2,0.004557,343.36
August,5,18:00,173,0,0.0,339.76,449,7,0.014699,364.76,850,12,0.013689,366.89,444,3,0.006123,347.46
August,5,18:30,147,0,2e-06,344.04,406,5,0.012124,361.34,741,7,0.009466,365.95,390,2,0.004559,345.25
August,5,19:00,101,0,0.000469,353.65,361,5,0.014935,358.15,665,5,0.007124,365.2,355,3,0.007967,341.33
August,5,19:30,75,1,0.014047,348.36,329,6,0.018068,357.06,589,5,0.007916,363.62,324,6,0.017696,344.03
