Date,Call Volume,CCT,Service Level,Abandon Rate,client,day_of_week,month,day_of_month,week_of_year,quarter,is_weekend,Call Volume_lag_1,Call Volume_lag_2,Call Volume_lag_7,Call Volume_lag_14,Call Volume_lag_21,Call Volume_lag_28,Call Volume_rollmean_3,Call Volume_rollstd_3,Call Volume_rollmean_7,Call Volume_rollstd_7,Call Volume_rollmean_14,Call Volume_rollstd_14,Call Volume_rollmean_30,Call Volume_rollstd_30,diff_lag7,pct_change_7,volatility_ratio,volume_x_service,volume_x_abandon,trend,outlier_column
2024-09-03,4494.0,318.5,0.8756,0.047,B,1,9,3,36,3,0,4494.0,4494.0,10300.0,10138.0,9884.0,11490.0,5302.0,1399.497052515662,7787.428571428572,2505.5652627130244,8285.142857142857,2350.174849702844,8775.166666666666,2518.700610308375,-5806.0,-0.5636893203883495,0.3217448789072346,3934.9464000000003,211.218,246,diff_lag7
2024-09-04,4494.0,318.5,0.8756,0.0265,B,2,9,4,36,3,0,4494.0,4494.0,9587.0,9962.0,10032.0,10664.0,4494.0,0.0,6958.0,2496.168330328144,7882.0,2487.932876908048,8741.633333333333,2569.983677438208,-5093.0,-0.531240221132784,0.3587479635424179,3934.9464000000003,119.091,247,diff_lag7
2024-09-05,4494.0,318.5,0.8756,0.0284,B,3,9,5,36,3,0,4494.0,4494.0,8758.0,9427.0,9752.0,10556.0,4494.0,0.0,6230.428571428572,2339.4896777675212,7491.428571428572,2564.311714949749,8433.6,2503.802688601527,-4264.0,-0.4868691482073533,0.3754941816516325,3934.9464000000003,127.62960000000001,248,diff_lag7
2024-09-06,4494.0,318.5,0.8756,0.0184,B,4,9,6,36,3,0,4494.0,4494.0,9961.0,10178.0,9956.0,10462.0,4494.0,0.0,5621.285714285715,2116.146396501993,7139.071428571428,2616.280285628239,8200.4,2534.9230363070105,-5467.0,-0.5488404778636683,0.37645238190332536,3934.9464000000003,82.6896,249,diff_lag7
2024-09-12,9470.0,334.47,0.8249,0.0196,B,3,9,12,37,3,0,4494.0,4494.0,4494.0,8758.0,9427.0,9752.0,4494.0,0.0,4494.0,0.0,5362.214285714285,1826.986092261954,7273.4,2656.2492690465406,4976.0,1.107254116599911,0.0,7811.803,185.612,255,diff_lag7
2024-09-13,9247.0,323.5,0.8177,0.0232,B,4,9,13,37,3,0,9470.0,4494.0,4494.0,9961.0,10178.0,9956.0,6152.666666666667,2872.8949394875813,5204.857142857143,1880.751217693856,5413.071428571428,1935.4734846775953,7259.6,2643.262425162473,4753.0,1.057632398753894,0.36134540604536947,7561.2719,214.5304,256,diff_lag7
2024-09-16,10854.0,294.7,0.9852,0.0056,B,0,9,16,38,3,0,4298.0,6890.0,4494.0,4494.0,10563.0,10811.0,6811.666666666667,2475.4297270036477,6198.142857142857,2338.1651230948096,5346.071428571428,1817.9967193118073,6949.433333333333,2569.18580532798,6360.0,1.4152202937249667,0.377236404030324,10693.3608,60.7824,259,diff_lag7
2024-09-17,10294.0,332.22,0.8711,0.0153,B,1,9,17,38,3,0,10854.0,4298.0,4494.0,4494.0,10300.0,10138.0,7347.333333333333,3301.840294946645,7106.714285714285,2762.742762442503,5800.357142857143,2315.307775093092,7078.333333333333,2666.306554707859,5800.0,1.2906097018246552,0.3887510671416874,8967.1034,157.4982,260,diff_lag7
2024-09-18,9981.0,332.82,0.8365,0.0187,B,2,9,18,38,3,0,10294.0,10854.0,4494.0,4494.0,9587.0,9962.0,8482.0,3634.252605419717,7935.285714285715,2717.943015976445,6214.642857142857,2568.625061933163,7276.733333333334,2677.097269152857,5487.0,1.2209612817089452,0.34251356710236586,8349.1065,186.6447,261,diff_lag7
2024-11-28,1140.0,288.72,0.9739,0.0065,B,3,11,28,48,4,0,10294.0,10805.0,10987.0,11200.0,10939.0,9070.0,11117.333333333334,1016.1615685181637,10026.857142857143,2192.5819960776403,9925.714285714286,2224.4290686193312,9853.966666666667,2094.1457230086417,-9847.0,-0.8962410121052152,0.21867091201549385,1110.246,7.409999999999999,332,diff_lag7
2024-12-02,16467.0,336.96,0.9736,0.004,B,0,12,2,49,4,0,6702.0,9827.0,12253.0,11639.0,10465.0,12755.0,10189.0,3681.3729775723596,9294.142857142857,4243.320375545991,9698.0,3265.12110742524,9583.166666666666,2783.0029066030274,4214.0,0.34391577572839305,0.4565585488375465,16032.271200000001,65.868,336,diff_lag7
2024-12-05,13248.0,324.64,0.8951,0.013,B,3,12,5,49,4,0,12987.0,14486.0,1140.0,10987.0,11200.0,10939.0,14646.666666666666,1745.554448687643,10806.714285714286,5354.510799761444,10416.785714285714,3951.609510032616,10146.8,3063.7890491890953,12108.0,5.0,0.495480000506697,11858.2848,172.224,339,diff_lag7
2024-12-24,7991.0,325.84,0.9626,0.0057,B,1,12,24,52,4,0,13590.0,7267.0,12597.0,12512.0,14486.0,10805.0,10267.333333333334,3173.7999831957454,11359.57142857143,2119.9582430748524,11395.214285714286,2019.5562413777714,10953.133333333333,3183.0776338299534,-4606.0,-0.3656426133206319,0.18662308313346787,7692.1366,45.548700000000004,358,diff_lag7
2024-12-25,716.0,327.76,0.8773,0.0116,B,2,12,25,52,4,0,7991.0,13590.0,12396.0,12672.0,12987.0,10294.0,9616.0,3460.570906656876,10701.57142857143,2371.730511472086,11072.285714285714,2182.1549133675317,11032.666666666666,3072.7357835326957,-11680.0,-0.9422394320748628,0.22162450882119583,628.1468,8.3056,359,diff_lag7
2024-12-26,716.0,327.76,0.8773,0.0116,B,3,12,26,52,4,0,716.0,7991.0,11604.0,12470.0,13248.0,1140.0,7432.333333333333,6455.156879064472,9033.0,4303.143579601613,10218.285714285714,3468.3907247858047,10648.1,3592.6990271938985,-10888.0,-0.9382971389176146,0.4763803364996804,628.1468,8.3056,360,diff_lag7
2024-12-27,716.0,327.76,0.8773,0.0116,B,4,12,27,52,4,0,716.0,716.0,12118.0,11852.0,12372.0,14038.0,3141.0,4200.223208354545,7477.571428571428,5110.923101787071,9378.714285714286,4222.116119610224,10311.8,4023.8348701293576,-11402.0,-0.9409143423007097,0.6835004052597194,628.1468,8.3056,361,diff_lag7
2025-01-02,13608.0,327.76,0.8773,0.0115,B,3,1,2,1,1,0,4185.0,8900.0,716.0,11604.0,12470.0,13248.0,8372.0,3949.5590893161766,5610.428571428572,4275.692180109241,7321.714285714285,4487.5084131666745,9648.1,4066.271691908174,12892.0,5.0,0.7620972490200567,11938.2984,156.492,367,diff_lag7
2025-01-03,13256.0,327.76,0.8773,0.0054,B,4,1,3,1,1,0,13608.0,4185.0,716.0,12118.0,11852.0,12372.0,8897.666666666666,4711.500433336852,7452.142857142857,4581.695444140408,7464.857142857143,4663.137535000399,9618.833333333334,4033.2763876952695,12540.0,5.0,0.6148158364609001,11629.4888,71.5824,368,diff_lag7
2025-01-08,11943.0,346.24,0.898,0.0144,B,2,1,8,2,1,0,11916.0,12566.0,4185.0,716.0,12396.0,12672.0,9874.333333333334,4112.050380690068,9829.0,3970.4574043805055,7471.928571428572,4821.920307931673,9510.966666666667,4064.5703296126867,7758.0,1.853763440860215,0.4039533425964498,10724.814,171.9792,373,diff_lag7
2025-05-26,5494.0,340.85,0.826,0.0439,B,0,5,26,22,2,0,3935.0,5811.0,9698.0,9774.0,11371.0,9736.0,6318.0,2672.811067022901,7881.0,2153.931908549233,7826.357142857143,2007.8401563387793,7881.0,2190.643914154156,-4204.0,-0.433491441534337,0.27330692913960575,4538.044,241.1866,511,diff_lag7
2025-06-02,10900.0,336.33,0.9174,0.0104,B,0,6,2,23,2,0,4235.0,6279.0,5494.0,9698.0,9774.0,11371.0,6625.0,2580.456548752581,7667.428571428572,2284.0804756066455,7774.214285714285,2135.745633751326,7761.466666666666,2189.709786050742,5406.0,0.9839825263924281,0.29789393593021535,9999.66,113.36,518,diff_lag7
2025-06-23,10537.0,353.44,0.8375,0.0169,B,0,6,23,26,2,0,6491.0,6491.0,6491.0,10145.0,10900.0,5494.0,6491.0,0.0,6491.0,0.0,7426.571428571428,1363.503502818284,7566.133333333333,2001.8832294536478,4046.0,0.6233246032968726,0.0,8824.737500000001,178.07529999999997,539,diff_lag7
2025-07-04,4225.0,336.54,0.8206,0.0315,B,4,7,4,27,3,0,9631.0,9446.0,8513.0,6491.0,8477.0,9019.0,9811.666666666666,482.0957719512755,8231.57142857143,2481.4893953123224,8182.571428571428,2027.8965120873934,7909.266666666666,1864.429096927856,-4288.0,-0.5037002231880653,0.30145998450541045,3467.035,133.0875,550,diff_lag7
2025-07-11,8999.0,333.69,0.8809,0.0206,B,4,7,11,28,3,0,9242.0,9843.0,4225.0,8513.0,6491.0,8477.0,9777.0,505.24350564847583,7857.0,2946.813985759287,8044.285714285715,2624.442458843433,7824.566666666667,2044.4709067398592,4774.0,1.1299408284023669,0.37505587193067164,7927.2191,185.3794,557,diff_lag7
2025-09-01,5837.0,352.25,0.8893,0.014,B,0,9,1,36,3,0,3483.0,5883.0,10409.0,10515.0,10926.0,12359.0,6012.0,2595.905044488358,7756.714285714285,2307.1302314264317,8073.642857142857,2195.799402605682,8311.166666666666,2270.972768681277,-4572.0,-0.4392352771639927,0.29743653645661866,5190.8441,81.718,609,diff_lag7
2025-09-08,10918.0,358.11,0.8798,0.0197,B,0,9,8,37,3,0,3944.0,6831.0,5837.0,10409.0,10515.0,10926.0,6967.666666666667,3094.264425244456,8374.285714285714,2828.4744836681507,8065.5,2500.3628582821484,8010.466666666666,2311.587284683966,5081.0,0.8704814116840843,0.33775710313335133,9605.6564,215.0846,616,diff_lag7
2025-11-27,1139.0,330.84,0.9553,0.0055,B,3,11,27,48,4,0,8880.0,9971.0,9641.0,9256.0,9482.0,8334.0,9814.333333333334,866.685833121386,8788.57142857143,1901.4012251620004,8640.285714285714,1990.8809193833765,8659.766666666666,1892.789142187154,-8502.0,-0.8818587283476818,0.21634929415042264,1088.0867,6.2645,696,diff_lag7
2025-12-04,11873.0,363.22,0.9464,0.0113,B,3,12,4,49,4,0,12181.0,12854.0,1139.0,9641.0,9256.0,9482.0,13185.666666666666,1205.2270878690092,9832.285714285714,4797.773605687179,9310.42857142857,3547.658354774001,9028.8,2777.1590221812558,10734.0,5.0,0.4879611664169101,11236.6072,134.1649,703,diff_lag7
2025-12-24,7474.0,320.89,0.9168,0.0177,B,2,12,24,52,4,0,11557.0,11977.0,11666.0,11483.0,12181.0,8880.0,9972.666666666666,3114.9632956639007,10404.142857142857,1953.416957416881,10382.57142857143,1885.6547409846203,10199.933333333332,2793.080414577942,-4192.0,-0.35933481913252185,0.18775376157736845,6852.1632,132.2898,723,diff_lag7
2025-12-25,767.0,289.44,0.9893,0.0209,B,3,12,25,52,4,0,7474.0,11557.0,10806.0,11122.0,11873.0,1139.0,10336.0,2487.44507477049,9805.285714285714,2136.1207608096247,10096.214285714286,2006.2375493434415,10096.0,2835.6753133528273,-10039.0,-0.9290209143068665,0.21785400477391748,758.7931,16.0303,724,diff_lag7
2024-01-08,26843.0,372.41,0.8165,0.0174,C,0,1,8,2,1,0,10227.0,15373.0,8059.0,,,,17185.333333333332,8019.586917873848,21036.14285714286,9550.091647528334,,,,,18784.0,2.330810274227572,0.4539849207330128,21917.3095,467.0682,7,diff_lag7
2024-01-09,23764.0,367.39,0.9426,0.0069,C,1,1,9,2,1,0,26843.0,10227.0,30738.0,,,,17481.0,8506.21020196421,23719.571428571428,7768.88380779682,,,,,-6974.0,-0.22688528856789641,0.3275305302708297,22399.9464,163.9716,8,diff_lag7
2024-01-10,24517.0,360.0,0.9346,0.0061,C,2,1,10,2,1,0,23764.0,26843.0,29358.0,,,,20278.0,8839.514183483163,22723.285714285714,7140.598380954864,,,,,-4841.0,-0.1648954288439267,0.31424145569166967,22913.5882,149.55370000000002,9,diff_lag7
2024-01-11,23248.0,357.9,0.9524,0.0078,C,3,1,11,2,1,0,24517.0,23764.0,27542.0,,,,25041.333333333332,1605.071441816017,22031.714285714286,6605.287672622231,,,,,-4294.0,-0.15590734151477742,0.2998081577748675,22141.3952,181.3344,10,diff_lag7
2024-01-15,18890.0,349.88,0.9918,0.0022,C,0,1,15,3,1,0,9785.0,15336.0,26843.0,8059.0,,,15914.333333333334,6438.011675457987,20873.571428571428,6049.507606881262,20954.85714285714,7680.63128272012,,,-7953.0,-0.29627835934880603,0.28981660505881557,18735.102,41.558,14,diff_lag7
2024-01-22,25355.0,366.46,0.8494,0.0097,C,0,1,22,4,1,0,10274.0,15539.0,18890.0,26843.0,8059.0,,16686.0,7055.77189257136,19978.285714285714,5403.4710978001785,20425.928571428572,5530.1247094616065,,,6465.0,0.34224457384859713,0.2704672049982928,21536.537,245.9435,21,diff_lag7
2024-02-02,26681.0,357.08,0.7844,0.0451,C,4,2,2,5,1,0,26582.0,23564.0,21953.0,24245.0,22622.0,25956.0,24366.0,1943.354831213297,20572.571428571428,6076.288556269163,20708.285714285714,5649.339681340189,21142.566666666666,5715.066148489377,4728.0,0.21536919783173142,0.2953587293336769,20928.576399999998,1203.3131,32,diff_lag7
2024-02-05,29469.0,323.03,0.9395,0.007,C,0,2,5,6,1,0,11629.0,18320.0,24402.0,25355.0,18890.0,26843.0,18876.666666666668,7541.424555966426,22018.571428571428,5371.624765287277,21177.714285714286,5459.761144797618,20268.366666666665,5637.939605817943,5067.0,0.2076469141873617,0.24395882279251893,27686.1255,206.28300000000002,35,diff_lag7
2024-02-19,21776.0,322.36,0.9883,0.0028,C,0,2,19,8,1,0,10566.0,15746.0,26633.0,29469.0,24402.0,25355.0,16734.0,6716.721819459258,20976.0,5714.973111631117,21111.928571428572,6044.566008017015,20595.6,5881.226623171687,-4857.0,-0.18236773927082942,0.2724529515461059,21521.2208,60.9728,49,diff_lag7
2024-02-26,25836.0,310.79,0.985,0.003,C,0,2,26,9,1,0,10748.0,16050.0,21776.0,26633.0,29469.0,24402.0,16885.666666666668,6595.326704063525,20903.571428571428,5495.976493676769,20939.785714285714,5386.724510363369,20685.9,5880.017401745302,4060.0,0.1864437913299045,0.262920454165299,25448.46,77.508,56,diff_lag7
2024-03-01,28366.0,338.36,0.8608,0.0094,C,4,3,1,9,1,0,25323.0,24038.0,23859.0,23890.0,22877.0,26681.0,24220.333333333332,1023.7511090755643,21307.714285714286,5682.014569800797,21073.14285714286,5425.3279072420055,21572.166666666668,5471.654840667703,4507.0,0.18890146276038391,0.26666466865525285,24417.4528,266.6404,60,diff_lag7
2024-03-04,29975.0,349.61,0.7256,0.0199,C,0,3,4,10,1,0,11310.0,17714.0,25836.0,21776.0,26633.0,29469.0,19130.0,8615.71680128822,22269.571428571428,5834.721354590486,21586.571428571428,5491.456521295124,20924.266666666666,5773.977413171625,4139.0,0.16020281777364917,0.2620042048543715,21749.86,596.5025,63,diff_lag7
2024-03-08,24007.0,353.49,0.9243,0.0063,C,4,3,8,10,1,0,25192.0,25161.0,28366.0,23859.0,23890.0,22877.0,25758.0,1007.3068052982418,23519.85714285714,6645.797454747153,22413.785714285714,6050.041299014432,21659.766666666666,5617.085504455831,-4359.0,-0.15366988648381866,0.28256113182921466,22189.6701,151.2441,67,diff_lag7
2024-03-31,5386.0,342.72,0.6537,0.0277,C,6,3,31,13,1,1,13639.0,20764.0,9721.0,10269.0,10137.0,11310.0,19045.0,4784.023724857571,19787.85714285714,5842.7560685168455,20546.214285714286,5856.537217615777,21370.933333333334,5906.165323032239,-4335.0,-0.44594177553749614,0.2952697720796876,3520.8282,149.19219999999999,90,diff_lag7
2024-04-01,29720.0,333.02,0.8132,0.0162,C,0,4,1,14,2,0,5386.0,13639.0,25652.0,27636.0,26734.0,29975.0,13263.0,7695.891956102301,19168.571428571428,7167.217773937637,20197.428571428572,6612.31490611136,20604.933333333334,6434.243871839088,4068.0,0.15858412599407454,0.3739046386761325,24168.304,481.464,91,diff_lag7
2024-04-07,10086.0,341.6,0.8572,0.0117,C,6,4,7,14,2,1,15682.0,23967.0,5386.0,9721.0,10269.0,10137.0,21923.333333333332,5511.407291548449,21980.85714285714,8540.186637862414,20884.35714285714,7121.300060729439,21011.833333333332,6298.933161358704,4700.0,0.8726327515781657,0.3885283718627696,8645.7192,118.0062,97,diff_lag7
2024-04-08,24508.0,333.78,0.7231,0.0581,C,0,4,8,15,2,0,10086.0,15682.0,29720.0,25652.0,27636.0,26734.0,16578.333333333332,6983.774075192683,22652.285714285714,7077.562615154209,20910.428571428572,7077.822065212804,20547.8,6577.294310077609,-5212.0,-0.1753701211305518,0.3124436405413485,17721.7348,1423.9148,98,diff_lag7
2024-05-01,27653.0,316.87,0.9872,0.0019,C,2,5,1,18,2,0,25188.0,26280.0,23098.0,23809.0,23852.0,27131.0,20538.666666666668,9015.130688644143,20607.571428571428,5921.598935454921,20667.85714285714,5605.47865048998,21447.7,5736.92986589577,4555.0,0.19720322105810026,0.2873506446880443,27299.0416,52.5407,121,diff_lag7
2024-05-05,16820.0,351.65,0.9428,0.0048,C,6,5,5,18,2,1,16820.0,26168.0,10148.0,10505.0,10515.0,10086.0,22795.0,5188.841778277699,22522.0,6515.940735355608,21486.428571428572,5984.66079900281,21021.266666666666,5585.611484034194,6672.0,0.6574694521087899,0.2893144807457423,15857.895999999999,80.73599999999999,125,diff_lag7
2024-05-06,16820.0,351.65,0.9428,0.0048,C,0,5,6,19,2,0,16820.0,16820.0,26280.0,26933.0,26959.0,24508.0,19936.0,5397.070316384628,23475.14285714286,4614.875600655312,21937.5,5291.105813605443,20783.033333333333,5608.009226241444,-9460.0,-0.3599695585996956,0.19658562372714716,15857.895999999999,80.73599999999999,126,diff_lag7
2024-05-07,16820.0,351.65,0.9428,0.0048,C,1,5,7,19,2,0,16820.0,16820.0,25188.0,23081.0,24484.0,24075.0,16820.0,0.0,22123.714285714286,5023.638280313231,21215.14285714286,5246.786545586272,20820.966666666667,5576.073210344929,-8368.0,-0.33222169286962044,0.22707029278339091,15857.895999999999,80.73599999999999,127,diff_lag7
2024-05-08,16820.0,351.65,0.9428,0.0048,C,2,5,8,19,2,0,16820.0,16820.0,27653.0,23098.0,23809.0,23852.0,16820.0,0.0,20928.285714285714,5166.5243221558985,20767.928571428572,5341.491054641321,21045.433333333334,5255.348170383575,-10833.0,-0.3917477308067841,0.24686801359125238,15857.895999999999,80.73599999999999,128,diff_lag7
2024-05-09,16820.0,351.65,0.9428,0.0048,C,3,5,9,19,2,0,16820.0,16820.0,25397.0,22567.0,22808.0,22754.0,16820.0,0.0,19380.714285714286,4378.912144748789,20319.5,5394.095914124006,20789.166666666668,5268.110268288861,-8577.0,-0.3377170531952593,0.22594173156850714,15857.895999999999,80.73599999999999,129,diff_lag7
2024-05-10,16820.0,351.65,0.9428,0.0048,C,4,5,10,19,2,0,16820.0,16820.0,26168.0,22280.0,22825.0,23285.0,16820.0,0.0,18155.428571428572,3533.211893690235,19909.0,5428.46925583433,20547.333333333332,5278.58285144225,-9348.0,-0.35723020483032714,0.19460911538329065,15857.895999999999,80.73599999999999,130,diff_lag7
2024-05-12,8162.0,346.05,0.8539,0.0197,C,6,5,12,19,2,1,16820.0,16820.0,16820.0,10148.0,10505.0,10515.0,16820.0,0.0,16820.0,0.0,19671.0,5324.397517379501,20115.133333333335,5299.41959563259,-8658.0,-0.51474435196195,0.0,6969.5318,160.79139999999998,132,diff_lag7
2024-05-13,26132.0,346.11,0.6108,0.0302,C,0,5,13,20,2,0,8162.0,16820.0,16820.0,26280.0,26933.0,26959.0,13934.0,4998.6986306437875,15583.142857142857,3272.416407313861,19529.14285714286,5616.1000683768125,19611.033333333333,5692.2131656314905,9312.0,0.5536266349583828,0.20999720257418297,15961.4256,789.1864,133,diff_lag7
2024-05-14,24354.0,342.66,0.7202,0.0234,C,1,5,14,20,2,0,26132.0,8162.0,16820.0,25188.0,23081.0,24484.0,17038.0,8986.983253572918,16913.428571428572,5189.945499300943,19518.571428571428,5602.538061028661,19979.333333333332,5746.3271768137665,7534.0,0.4479191438763377,0.306853544057187,17539.750799999998,569.8836,134,diff_lag7
2024-05-15,25217.0,322.79,0.9411,0.0063,C,2,5,15,20,2,0,24354.0,26132.0,16820.0,27653.0,23098.0,23809.0,19549.333333333332,9901.709010738168,17989.714285714286,5899.969539872933,19459.0,5541.722115010826,20440.633333333335,5511.017732427143,8397.0,0.4992271105826397,0.32796349325892993,23731.7187,158.8671,135,diff_lag7
2024-05-16,23768.0,358.38,0.7819,0.0136,C,3,5,16,20,2,0,25217.0,24354.0,16820.0,25397.0,22567.0,22808.0,25234.333333333332,889.1267251260801,19189.285714285714,6450.45824507286,19285.0,5297.517241413849,20382.566666666666,5448.794866335332,6948.0,0.41307966706302024,0.33614895005032586,18584.199200000003,323.2448,136,diff_lag7
2024-05-17,23437.0,345.74,0.7984,0.0204,C,4,5,17,20,2,0,23768.0,25217.0,16820.0,26168.0,22280.0,22825.0,24446.333333333332,728.8993986370319,20181.85714285714,6558.775201427247,19168.64285714286,5169.2817178039395,20358.7,5431.751842574393,6617.0,0.3934007134363853,0.32498372944575915,18712.1008,478.11480000000006,137,diff_lag7
2024-05-27,12426.0,325.84,0.956,0.0041,C,0,5,27,22,2,0,8720.0,14687.0,26363.0,26132.0,16820.0,26280.0,15188.333333333334,6733.012871912056,20444.571428571428,6340.767194831199,20763.0,6036.355599455438,19631.0,5919.349888581368,-13937.0,-0.5286575882866138,0.31014429512422714,11879.256,50.946600000000004,147,diff_lag7
2024-06-03,30859.0,333.82,0.9607,0.0033,C,0,6,3,23,2,0,11620.0,17543.0,12426.0,26363.0,26132.0,16820.0,18063.333333333332,6718.628753944767,19856.85714285714,5977.828073488762,20150.714285714286,5928.078368481412,19080.066666666666,5546.164085597162,18433.0,1.4834218573957831,0.3010460331401987,29646.2413,101.8347,154,diff_lag7
2024-07-04,10669.0,342.87,0.9325,0.0066,C,3,7,4,27,3,0,25057.0,25366.0,22647.0,24554.0,22778.0,23898.0,26755.666666666668,2679.033843260188,21564.714285714286,6558.481778437382,21395.5,5990.147458696086,21415.833333333332,5840.883229640768,-11978.0,-0.52890007506513,0.3041302421883743,9948.8425,70.4154,185,diff_lag7
