Month,Day,Interval,Service Level,Call Volume,Abandoned Calls,Abandoned Rate,CCT,client,outlier_column
April,11,06:30:00,0.25,6.0,2.0,0.3333,340.5,A,Service Level
April,11,07:00:00,0.6667,7.0,1.0,0.1429,454.0,A,Service Level
April,11,07:30:00,0.1538,15.0,2.0,0.1333,243.85,A,Service Level
April,11,23:00:00,0.4444,10.0,1.0,0.1,373.44,A,Service Level
April,12,22:30:00,0.3333,8.0,2.0,0.25,250.33,A,Service Level
April,12,23:00:00,0.5714,9.0,2.0,0.2222,215.0,A,Service Level
April,13,00:00:00,0.5,2.0,0.0,0.0,193.5,A,Service Level
April,13,06:00:00,0.6667,3.0,0.0,0.0,47.67,A,Service Level
April,13,15:00:00,0.6207,91.0,4.0,0.044,332.31,A,Service Level
April,14,22:30:00,0.2857,10.0,3.0,0.3,440.29,A,Service Level
April,15,05:30:00,0.5,2.0,0.0,0.0,457.0,A,Service Level
April,15,23:00:00,0.3636,11.0,0.0,0.0,306.64,A,Service Level
April,15,23:30:00,0.6364,11.0,0.0,0.0,392.09,A,Service Level
April,16,06:30:00,0.6667,4.0,1.0,0.25,265.67,A,Service Level
April,16,07:00:00,0.6,5.0,0.0,0.0,250.6,A,Service Level
April,16,07:30:00,0.4706,18.0,1.0,0.0556,323.82,A,Service Level
April,16,11:30:00,0.6737,242.0,6.0,0.0248,356.61,A,Service Level
April,17,08:30:00,0.5429,78.0,8.0,0.1026,336.29,A,Service Level
April,17,22:30:00,0.4,15.0,0.0,0.0,244.73,A,Service Level
April,17,23:30:00,0.625,9.0,1.0,0.1111,502.5,A,Service Level
April,18,07:00:00,0.4,11.0,1.0,0.0909,414.3,A,Service Level
April,18,07:30:00,0.6364,11.0,0.0,0.0,349.36,A,Service Level
April,18,23:00:00,0.3333,6.0,0.0,0.0,310.67,A,Service Level
April,19,02:00:00,0.0,1.0,0.0,0.0,1920.0,A,Service Level
April,20,22:30:00,0.6667,10.0,1.0,0.1,264.56,A,Service Level
April,21,06:30:00,0.6667,4.0,1.0,0.25,264.0,A,Service Level
April,21,13:30:00,0.6753,242.0,11.0,0.0455,355.56,A,Service Level
April,21,14:30:00,0.3406,263.0,34.0,0.1293,326.86,A,Service Level
April,21,21:30:00,0.6818,25.0,3.0,0.12,408.55,A,Service Level
April,21,22:30:00,0.5,7.0,1.0,0.1429,418.0,A,Service Level
April,21,23:00:00,0.5,13.0,3.0,0.2308,282.7,A,Service Level
April,22,06:30:00,0.3333,4.0,1.0,0.25,794.33,A,Service Level
April,22,07:00:00,0.6,5.0,0.0,0.0,247.8,A,Service Level
April,22,07:30:00,0.4286,15.0,1.0,0.0667,419.86,A,Service Level
April,22,23:00:00,0.4545,12.0,1.0,0.0833,411.27,A,Service Level
April,23,07:00:00,0.25,4.0,0.0,0.0,131.25,A,Service Level
April,23,13:30:00,0.668,264.0,14.0,0.053,319.92,A,Service Level
April,23,22:30:00,0.2857,8.0,1.0,0.125,235.43,A,Service Level
April,23,23:00:00,0.4,5.0,0.0,0.0,211.8,A,Service Level
April,24,06:30:00,0.0,2.0,0.0,0.0,436.5,A,Service Level
April,24,08:00:00,0.4407,64.0,5.0,0.0781,339.36,A,Service Level
April,24,08:30:00,0.5398,115.0,2.0,0.0174,346.22,A,Service Level
April,24,16:30:00,0.6857,219.0,9.0,0.0411,350.61,A,Service Level
April,24,23:00:00,0.6667,10.0,1.0,0.1,464.67,A,Service Level
April,25,06:30:00,0.0,2.0,1.0,0.5,321.0,A,Service Level
April,25,07:00:00,0.5,10.0,2.0,0.2,291.25,A,Service Level
April,25,22:30:00,0.5455,14.0,3.0,0.2143,404.45,A,Service Level
April,25,23:00:00,0.125,15.0,7.0,0.4667,462.13,A,Service Level
April,25,23:30:00,0.6667,12.0,3.0,0.25,396.0,A,Service Level
April,26,12:30:00,0.511,186.0,4.0,0.0215,310.18,A,Service Level
April,26,23:00:00,0.5,4.0,0.0,0.0,454.0,A,Service Level
April,27,00:30:00,0.6667,3.0,0.0,0.0,574.67,A,Service Level
April,27,15:30:00,0.5402,96.0,9.0,0.0938,338.22,A,Service Level
April,27,22:30:00,0.6875,17.0,1.0,0.0588,302.0,A,Service Level
April,28,06:30:00,0.0,2.0,1.0,0.5,318.0,A,Service Level
April,29,07:30:00,0.625,8.0,0.0,0.0,233.88,A,Service Level
April,29,16:00:00,0.5378,262.0,11.0,0.042,358.62,A,Service Level
April,29,22:30:00,0.6429,14.0,0.0,0.0,181.43,A,Service Level
April,29,23:30:00,0.5714,7.0,0.0,0.0,286.29,A,Service Level
April,30,06:30:00,0.6667,6.0,0.0,0.0,480.67,A,Service Level
April,30,07:00:00,0.5,10.0,2.0,0.2,223.5,A,Service Level
April,30,08:30:00,0.2111,100.0,10.0,0.1,267.2,A,Service Level
April,30,09:00:00,0.5217,122.0,7.0,0.0574,333.17,A,Service Level
April,30,09:30:00,0.6486,158.0,10.0,0.0633,354.67,A,Service Level
April,30,22:30:00,0.3571,14.0,0.0,0.0,248.0,A,Service Level
May,1,06:00:00,0.6667,7.0,4.0,0.5714,297.67,A,Service Level
May,1,06:30:00,0.0,7.0,4.0,0.5714,518.67,A,Service Level
May,1,07:00:00,0.0,10.0,5.0,0.5,409.2,A,Service Level
May,1,07:30:00,0.45,22.0,2.0,0.0909,274.75,A,Service Level
May,1,08:30:00,0.6163,89.0,3.0,0.0337,342.74,A,Service Level
May,1,22:30:00,0.6875,16.0,0.0,0.0,278.44,A,Service Level
May,1,23:00:00,0.6667,13.0,1.0,0.0769,326.08,A,Service Level
May,2,04:00:00,0.0,1.0,0.0,0.0,201.0,A,Service Level
May,2,06:30:00,0.0,3.0,1.0,0.3333,186.5,A,Service Level
May,2,07:00:00,0.0,15.0,5.0,0.3333,276.6,A,Service Level
May,2,07:30:00,0.25,17.0,1.0,0.0588,432.25,A,Service Level
May,2,22:30:00,0.4,22.0,2.0,0.0909,332.8,A,Service Level
May,2,23:00:00,0.125,18.0,2.0,0.1111,340.06,A,Service Level
May,3,00:00:00,0.6667,6.0,0.0,0.0,586.83,A,Service Level
May,3,06:30:00,0.6667,3.0,0.0,0.0,315.0,A,Service Level
May,3,07:00:00,0.6667,8.0,2.0,0.25,223.5,A,Service Level
May,3,07:30:00,0.4667,15.0,0.0,0.0,311.6,A,Service Level
May,3,22:30:00,0.4,6.0,1.0,0.1667,160.0,A,Service Level
May,4,13:00:00,0.6897,88.0,1.0,0.0114,276.54,A,Service Level
May,4,14:30:00,0.5795,97.0,9.0,0.0928,295.75,A,Service Level
May,4,15:00:00,0.6203,86.0,7.0,0.0814,285.46,A,Service Level
May,4,22:30:00,0.375,18.0,2.0,0.1111,236.88,A,Service Level
May,5,06:30:00,0.6,5.0,0.0,0.0,312.6,A,Service Level
May,5,07:30:00,0.6667,14.0,2.0,0.1429,304.58,A,Service Level
May,5,22:30:00,0.3889,24.0,6.0,0.25,334.33,A,Service Level
May,5,23:00:00,0.2381,22.0,1.0,0.0455,328.71,A,Service Level
May,6,06:30:00,0.0,3.0,0.0,0.0,612.33,A,Service Level
May,7,06:30:00,0.0,4.0,0.0,0.0,261.5,A,Service Level
May,7,07:00:00,0.4286,7.0,0.0,0.0,296.57,A,Service Level
May,7,07:30:00,0.6111,18.0,0.0,0.0,235.83,A,Service Level
May,7,08:00:00,0.66,52.0,2.0,0.0385,327.18,A,Service Level
May,7,22:30:00,0.2222,10.0,1.0,0.1,209.22,A,Service Level
May,8,01:00:00,0.6667,16.0,7.0,0.4375,182.78,A,Service Level
May,8,01:30:00,0.1429,13.0,6.0,0.4615,258.43,A,Service Level
May,8,02:00:00,0.0,10.0,6.0,0.6,435.5,A,Service Level
May,8,02:30:00,0.3333,4.0,1.0,0.25,179.67,A,Service Level
May,8,06:30:00,0.25,6.0,2.0,0.3333,180.25,A,Service Level
May,8,07:00:00,0.2222,12.0,3.0,0.25,287.78,A,Service Level
May,8,08:30:00,0.6706,88.0,3.0,0.0341,305.18,A,Service Level
May,8,22:30:00,0.5556,10.0,1.0,0.1,355.67,A,Service Level
May,8,23:00:00,0.3636,14.0,3.0,0.2143,271.27,A,Service Level
May,8,23:30:00,0.5,14.0,2.0,0.1429,426.5,A,Service Level
May,9,06:30:00,0.0,3.0,2.0,0.6667,232.0,A,Service Level
May,9,07:00:00,0.2,8.0,3.0,0.375,286.2,A,Service Level
May,9,07:30:00,0.2143,20.0,6.0,0.3,301.71,A,Service Level
May,10,07:00:00,0.0769,13.0,0.0,0.0,191.54,A,Service Level
May,10,07:30:00,0.125,16.0,0.0,0.0,255.75,A,Service Level
May,10,22:30:00,0.6,11.0,1.0,0.0909,272.9,A,Service Level
May,12,06:30:00,0.5,3.0,1.0,0.3333,132.0,A,Service Level
May,12,22:30:00,0.4286,17.0,3.0,0.1765,447.43,A,Service Level
May,12,23:00:00,0.5556,9.0,0.0,0.0,277.44,A,Service Level
May,13,06:30:00,0.0,1.0,0.0,0.0,131.0,A,Service Level
May,13,07:00:00,0.5556,9.0,0.0,0.0,249.11,A,Service Level
May,13,08:30:00,0.5393,92.0,3.0,0.0326,293.2,A,Service Level
May,13,23:00:00,0.4444,9.0,0.0,0.0,334.67,A,Service Level
May,14,06:30:00,0.5714,7.0,0.0,0.0,196.57,A,Service Level
May,14,07:00:00,0.5455,13.0,2.0,0.1538,312.82,A,Service Level
May,14,08:30:00,0.5106,99.0,5.0,0.0505,316.16,A,Service Level
May,14,15:00:00,0.6736,250.0,8.0,0.032,315.54,A,Service Level
May,14,22:30:00,0.6364,14.0,3.0,0.2143,329.82,A,Service Level
May,15,06:30:00,0.5,8.0,4.0,0.5,280.0,A,Service Level
May,15,07:00:00,0.1429,15.0,1.0,0.0667,314.79,A,Service Level
May,15,15:30:00,0.5973,232.0,11.0,0.0474,333.84,A,Service Level
May,16,06:30:00,0.0,1.0,0.0,0.0,158.0,A,Service Level
May,16,07:00:00,0.3333,9.0,0.0,0.0,221.11,A,Service Level
May,16,07:30:00,0.6429,15.0,1.0,0.0667,222.79,A,Service Level
May,16,23:00:00,0.1429,8.0,1.0,0.125,317.0,A,Service Level
May,17,00:00:00,0.6667,6.0,0.0,0.0,483.0,A,Service Level
May,17,01:30:00,0.0,1.0,0.0,0.0,686.0,A,Service Level
May,17,06:30:00,0.0,1.0,0.0,0.0,220.0,A,Service Level
May,17,07:00:00,0.6667,3.0,0.0,0.0,201.67,A,Service Level
May,17,07:30:00,0.2308,15.0,2.0,0.1333,460.62,A,Service Level
May,17,22:30:00,0.5,8.0,0.0,0.0,385.13,A,Service Level
May,18,00:30:00,0.6,5.0,0.0,0.0,642.4,A,Service Level
May,18,01:30:00,0.6667,6.0,0.0,0.0,176.67,A,Service Level
May,18,22:30:00,0.3333,10.0,1.0,0.1,220.56,A,Service Level
May,19,06:30:00,0.6667,3.0,0.0,0.0,122.0,A,Service Level
May,19,07:00:00,0.5714,7.0,0.0,0.0,249.29,A,Service Level
May,19,22:30:00,0.4615,18.0,5.0,0.2778,319.46,A,Service Level
May,20,06:30:00,0.2,5.0,0.0,0.0,333.6,A,Service Level
May,20,09:00:00,0.5854,129.0,6.0,0.0465,314.19,A,Service Level
May,20,10:00:00,0.6492,198.0,7.0,0.0354,368.14,A,Service Level
May,20,22:30:00,0.6364,15.0,4.0,0.2667,272.64,A,Service Level
May,20,23:00:00,0.3333,10.0,1.0,0.1,328.78,A,Service Level
May,21,06:30:00,0.5,4.0,0.0,0.0,359.5,A,Service Level
May,21,07:30:00,0.5,18.0,0.0,0.0,274.17,A,Service Level
May,21,08:30:00,0.5326,97.0,5.0,0.0515,345.26,A,Service Level
May,22,02:00:00,0.5,2.0,0.0,0.0,217.0,A,Service Level
May,22,03:00:00,0.5,0.0,0.0,0.0,217.0,A,Service Level
May,22,05:00:00,0.5,2.0,0.0,0.0,190.5,A,Service Level
May,22,06:30:00,0.0,4.0,1.0,0.25,196.0,A,Service Level
May,22,22:30:00,0.1818,15.0,4.0,0.2667,294.73,A,Service Level
May,23,06:30:00,0.0,5.0,3.0,0.6,171.0,A,Service Level
May,23,07:00:00,0.0,9.0,4.0,0.4444,383.4,A,Service Level
May,23,07:30:00,0.2727,12.0,1.0,0.0833,557.45,A,Service Level
May,23,15:30:00,0.3886,212.0,19.0,0.0896,305.73,A,Service Level
May,23,22:30:00,0.5,11.0,5.0,0.4545,447.5,A,Service Level
May,23,23:00:00,0.3077,20.0,7.0,0.35,523.46,A,Service Level
May,24,07:30:00,0.6154,16.0,3.0,0.1875,328.62,A,Service Level
May,24,12:00:00,0.6358,155.0,4.0,0.0258,336.67,A,Service Level
May,24,22:30:00,0.3333,11.0,2.0,0.1818,426.78,A,Service Level
May,24,23:30:00,0.6667,3.0,0.0,0.0,242.0,A,Service Level
May,25,00:30:00,0.0,1.0,0.0,0.0,1059.0,A,Service Level
May,25,01:00:00,0.0,1.0,0.0,0.0,1138.0,A,Service Level
May,25,23:30:00,0.625,8.0,0.0,0.0,453.0,A,Service Level
May,27,15:30:00,0.6178,263.0,4.0,0.0152,337.6,A,Service Level
May,27,20:30:00,0.6,58.0,8.0,0.1379,347.6,A,Service Level
May,27,21:00:00,0.6316,38.0,0.0,0.0,349.76,A,Service Level
May,27,22:30:00,0.6,11.0,6.0,0.5455,504.2,A,Service Level
May,27,23:00:00,0.0667,18.0,3.0,0.1667,260.73,A,Service Level
May,28,06:30:00,0.3333,3.0,0.0,0.0,207.67,A,Service Level
May,28,07:30:00,0.4,11.0,1.0,0.0909,305.2,A,Service Level
May,28,17:00:00,0.5427,195.0,31.0,0.159,353.23,A,Service Level
May,28,17:30:00,0.3976,184.0,18.0,0.0978,307.48,A,Service Level
May,28,22:30:00,0.5455,16.0,5.0,0.3125,357.82,A,Service Level
May,28,23:00:00,0.5,10.0,2.0,0.2,258.75,A,Service Level
May,29,22:30:00,0.4444,18.0,9.0,0.5,381.56,A,Service Level
May,29,23:00:00,0.0625,19.0,3.0,0.1579,440.25,A,Service Level
May,29,23:30:00,0.6429,14.0,0.0,0.0,337.71,A,Service Level
May,30,04:30:00,0.5,2.0,0.0,0.0,257.5,A,Service Level
May,30,06:30:00,0.4,7.0,2.0,0.2857,234.0,A,Service Level
May,30,07:00:00,0.1,12.0,2.0,0.1667,247.2,A,Service Level
May,30,07:30:00,0.125,11.0,3.0,0.2727,250.75,A,Service Level
May,30,10:30:00,0.5572,208.0,7.0,0.0337,342.48,A,Service Level
May,31,14:30:00,0.6159,169.0,5.0,0.0296,328.39,A,Service Level
May,31,20:00:00,0.6667,43.0,7.0,0.1628,273.39,A,Service Level
May,31,20:30:00,0.6364,32.0,10.0,0.3125,277.27,A,Service Level
May,31,21:00:00,0.6818,25.0,3.0,0.12,233.64,A,Service Level
May,31,23:00:00,0.5,6.0,0.0,0.0,437.5,A,Service Level
June,1,00:30:00,0.0,2.0,1.0,0.5,181.0,A,Service Level
June,1,01:00:00,0.0,3.0,1.0,0.3333,312.0,A,Service Level
June,1,01:30:00,0.0,2.0,0.0,0.0,377.5,A,Service Level
June,1,20:30:00,0.3333,29.0,5.0,0.1724,319.13,A,Service Level
June,1,21:00:00,0.1739,29.0,6.0,0.2069,270.87,A,Service Level
June,1,22:30:00,0.4286,14.0,7.0,0.5,290.57,A,Service Level
June,1,23:00:00,0.0,18.0,6.0,0.3333,377.42,A,Service Level
June,1,23:30:00,0.5,6.0,0.0,0.0,376.67,A,Service Level
June,2,06:30:00,0.6667,5.0,2.0,0.4,376.67,A,Service Level
June,2,07:00:00,0.6364,11.0,0.0,0.0,287.45,A,Service Level
June,2,22:30:00,0.4118,22.0,5.0,0.2273,255.76,A,Service Level
June,2,23:00:00,0.5556,18.0,0.0,0.0,356.44,A,Service Level
June,3,06:30:00,0.6667,7.0,1.0,0.1429,193.67,A,Service Level
June,3,07:30:00,0.4286,21.0,0.0,0.0,370.81,A,Service Level
June,3,22:30:00,0.4,16.0,6.0,0.375,338.3,A,Service Level
June,3,23:00:00,0.2857,7.0,0.0,0.0,297.57,A,Service Level
June,4,06:30:00,0.5,5.0,1.0,0.2,510.75,A,Service Level
June,4,07:00:00,0.1429,7.0,0.0,0.0,338.0,A,Service Level
June,4,07:30:00,0.5833,13.0,1.0,0.0769,431.92,A,Service Level
June,4,22:30:00,0.3333,9.0,0.0,0.0,222.67,A,Service Level
June,5,06:30:00,0.25,5.0,1.0,0.2,470.75,A,Service Level
June,5,07:00:00,0.6667,6.0,0.0,0.0,375.83,A,Service Level
June,5,07:30:00,0.4118,20.0,3.0,0.15,354.65,A,Service Level
June,5,22:30:00,0.5909,26.0,4.0,0.1538,317.82,A,Service Level
June,6,05:30:00,0.6,5.0,0.0,0.0,192.8,A,Service Level
June,6,06:30:00,0.0,5.0,3.0,0.6,318.5,A,Service Level
June,6,07:00:00,0.4,9.0,4.0,0.4444,322.0,A,Service Level
June,6,07:30:00,0.2667,19.0,4.0,0.2105,298.93,A,Service Level
June,7,07:00:00,0.6667,3.0,0.0,0.0,272.0,A,Service Level
June,7,12:00:00,0.5615,150.0,20.0,0.1333,323.22,A,Service Level
June,7,12:30:00,0.5949,166.0,8.0,0.0482,313.01,A,Service Level
June,7,23:00:00,0.5714,7.0,0.0,0.0,346.0,A,Service Level
June,8,01:00:00,0.6667,3.0,0.0,0.0,639.67,A,Service Level
June,8,13:00:00,0.6806,74.0,2.0,0.027,344.85,A,Service Level
June,8,22:30:00,0.5,14.0,2.0,0.1429,291.0,A,Service Level
June,9,06:30:00,0.5,2.0,0.0,0.0,166.5,A,Service Level
June,9,22:30:00,0.375,10.0,2.0,0.2,213.88,A,Service Level
June,10,00:00:00,0.6667,6.0,0.0,0.0,438.0,A,Service Level
June,10,07:00:00,0.6,10.0,0.0,0.0,284.6,A,Service Level
June,10,12:30:00,0.6368,231.0,8.0,0.0346,321.06,A,Service Level
June,10,22:30:00,0.5,10.0,2.0,0.2,300.5,A,Service Level
June,10,23:00:00,0.5556,10.0,1.0,0.1,285.11,A,Service Level
June,11,07:00:00,0.0625,17.0,1.0,0.0588,392.25,A,Service Level
June,11,15:00:00,0.6425,227.0,6.0,0.0264,312.98,A,Service Level
June,11,22:30:00,0.5,23.0,3.0,0.1304,296.5,A,Service Level
June,11,23:00:00,0.2778,21.0,3.0,0.1429,328.0,A,Service Level
June,11,23:30:00,0.3846,13.0,0.0,0.0,379.46,A,Service Level
June,12,07:00:00,0.0,7.0,2.0,0.2857,249.8,A,Service Level
June,12,07:30:00,0.2308,15.0,2.0,0.1333,320.0,A,Service Level
June,12,22:30:00,0.6,11.0,1.0,0.0909,195.1,A,Service Level
June,12,23:00:00,0.3636,11.0,0.0,0.0,483.27,A,Service Level
June,12,23:30:00,0.4,6.0,1.0,0.1667,416.4,A,Service Level
June,13,06:00:00,0.6667,3.0,0.0,0.0,625.67,A,Service Level
June,13,07:00:00,0.2857,7.0,0.0,0.0,292.14,A,Service Level
June,13,07:30:00,0.0,8.0,0.0,0.0,524.0,A,Service Level
June,13,22:30:00,0.6875,17.0,1.0,0.0588,286.31,A,Service Level
June,14,06:30:00,0.0,3.0,1.0,0.3333,230.0,A,Service Level
June,14,07:00:00,0.3333,4.0,1.0,0.25,420.33,A,Service Level
June,14,12:30:00,0.4527,164.0,16.0,0.0976,297.0,A,Service Level
June,16,06:30:00,0.5,2.0,0.0,0.0,194.5,A,Service Level
June,16,22:30:00,0.5,11.0,1.0,0.0909,358.8,A,Service Level
June,16,23:00:00,0.5,19.0,1.0,0.0526,385.44,A,Service Level
June,17,07:00:00,0.6667,10.0,1.0,0.1,231.56,A,Service Level
June,17,07:30:00,0.6,16.0,1.0,0.0625,385.8,A,Service Level
June,18,06:30:00,0.6667,3.0,0.0,0.0,280.67,A,Service Level
June,18,07:00:00,0.6,17.0,2.0,0.1176,276.0,A,Service Level
June,18,07:30:00,0.6316,22.0,3.0,0.1364,332.63,A,Service Level
June,18,23:30:00,0.5,10.0,0.0,0.0,320.6,A,Service Level
June,19,06:30:00,0.4,5.0,0.0,0.0,228.4,A,Service Level
June,19,07:30:00,0.6667,9.0,0.0,0.0,305.0,A,Service Level
June,19,22:30:00,0.6842,19.0,0.0,0.0,260.84,A,Service Level
June,20,06:30:00,0.0,6.0,5.0,0.8333,777.0,A,Service Level
June,20,07:00:00,0.0,12.0,10.0,0.8333,328.5,A,Service Level
June,20,07:30:00,0.3333,21.0,18.0,0.8571,261.67,A,Service Level
June,20,21:00:00,0.6222,47.0,2.0,0.0426,270.44,A,Service Level
June,20,22:30:00,0.4,19.0,4.0,0.2105,391.67,A,Service Level
June,20,23:30:00,0.0,15.0,7.0,0.4667,345.63,A,Service Level
June,21,07:00:00,0.3333,3.0,0.0,0.0,159.33,A,Service Level
June,21,12:30:00,0.6871,174.0,11.0,0.0632,323.06,A,Service Level
June,21,17:00:00,0.5447,129.0,6.0,0.0465,303.88,A,Service Level
June,22,23:30:00,0.5714,8.0,1.0,0.125,273.29,A,Service Level
June,23,07:00:00,0.2857,7.0,0.0,0.0,289.29,A,Service Level
June,23,07:30:00,0.6429,14.0,0.0,0.0,204.5,A,Service Level
June,23,23:00:00,0.625,18.0,2.0,0.1111,306.94,A,Service Level
June,24,06:30:00,0.5,2.0,0.0,0.0,398.5,A,Service Level
June,24,07:00:00,0.625,8.0,0.0,0.0,235.63,A,Service Level
June,24,22:30:00,0.5,11.0,1.0,0.0909,274.3,A,Service Level
June,24,23:00:00,0.3636,12.0,1.0,0.0833,456.73,A,Service Level
June,25,06:30:00,0.6667,4.0,1.0,0.25,219.33,A,Service Level
June,25,09:00:00,0.5379,138.0,6.0,0.0435,300.21,A,Service Level
June,26,06:30:00,0.4,6.0,1.0,0.1667,249.8,A,Service Level
June,26,07:00:00,0.2727,13.0,2.0,0.1538,192.91,A,Service Level
June,26,22:00:00,0.5172,36.0,7.0,0.1944,368.97,A,Service Level
June,26,22:30:00,0.3333,20.0,5.0,0.25,309.93,A,Service Level
June,26,23:00:00,0.6,5.0,0.0,0.0,279.8,A,Service Level
June,27,06:00:00,0.0,2.0,1.0,0.5,138.0,A,Service Level
June,27,06:30:00,0.0,3.0,3.0,1.0,138.0,A,Service Level
June,27,07:00:00,0.1111,9.0,0.0,0.0,278.78,A,Service Level
June,27,07:30:00,0.5,9.0,1.0,0.1111,540.25,A,Service Level
June,27,23:00:00,0.625,8.0,0.0,0.0,254.63,A,Service Level
June,27,23:30:00,0.5,4.0,0.0,0.0,163.75,A,Service Level
June,28,01:00:00,0.5,3.0,1.0,0.3333,660.0,A,Service Level
June,28,06:30:00,0.5,2.0,0.0,0.0,275.0,A,Service Level
June,28,07:00:00,0.0,5.0,1.0,0.2,294.5,A,Service Level
June,28,07:30:00,0.0,7.0,2.0,0.2857,362.8,A,Service Level
June,28,12:30:00,0.4908,171.0,8.0,0.0468,344.13,A,Service Level
June,28,17:30:00,0.68,111.0,11.0,0.0991,406.8,A,Service Level
June,28,20:30:00,0.5862,35.0,6.0,0.1714,277.69,A,Service Level
June,28,21:00:00,0.5217,24.0,1.0,0.0417,423.22,A,Service Level
June,28,22:00:00,0.1429,7.0,0.0,0.0,407.14,A,Service Level
June,28,22:30:00,0.5714,8.0,1.0,0.125,290.14,A,Service Level
June,28,23:00:00,0.0,10.0,2.0,0.2,338.25,A,Service Level
June,29,00:00:00,0.6,6.0,1.0,0.1667,494.0,A,Service Level
June,29,00:30:00,0.0,5.0,2.0,0.4,433.67,A,Service Level
June,29,01:30:00,0.3333,4.0,1.0,0.25,286.67,A,Service Level
June,29,22:30:00,0.4,6.0,1.0,0.1667,369.4,A,Service Level
June,30,07:00:00,0.6,10.0,0.0,0.0,222.0,A,Service Level
June,30,07:30:00,0.619,22.0,1.0,0.0455,328.24,A,Service Level
June,30,14:00:00,0.66,261.0,11.0,0.0421,307.77,A,Service Level
June,30,14:30:00,0.4647,286.0,17.0,0.0594,339.12,A,Service Level
June,30,15:00:00,0.6523,274.0,18.0,0.0657,339.68,A,Service Level
April,1,14:30:00,0.6572,508.0,15.0,0.0295,343.38,B,Service Level
April,3,11:30:00,0.6237,395.0,15.0,0.038,338.28,B,Service Level
April,4,04:00:00,0.5,4.0,0.0,0.0,264.75,B,Service Level
April,4,06:00:00,0.6667,3.0,0.0,0.0,131.0,B,Service Level
April,4,11:00:00,0.4771,317.0,11.0,0.0347,331.05,B,Service Level
April,5,01:30:00,0.0,6.0,2.0,0.3333,359.0,B,Service Level
April,5,02:00:00,0.5,4.0,2.0,0.5,345.0,B,Service Level
April,5,12:30:00,0.6536,313.0,7.0,0.0224,316.17,B,Service Level
April,5,13:00:00,0.6735,358.0,18.0,0.0503,317.96,B,Service Level
April,5,14:00:00,0.4543,339.0,22.0,0.0649,340.85,B,Service Level
April,5,14:30:00,0.5952,347.0,11.0,0.0317,339.52,B,Service Level
April,5,19:00:00,0.5122,216.0,11.0,0.0509,344.68,B,Service Level
April,5,21:00:00,0.4715,131.0,8.0,0.0611,340.3,B,Service Level
April,7,10:30:00,0.6523,338.0,13.0,0.0385,373.69,B,Service Level
April,7,13:00:00,0.6822,459.0,9.0,0.0196,354.83,B,Service Level
April,7,13:30:00,0.5267,449.0,18.0,0.0401,323.13,B,Service Level
April,7,16:30:00,0.6626,504.0,15.0,0.0298,374.84,B,Service Level
April,8,06:30:00,0.5,7.0,3.0,0.4286,369.75,B,Service Level
April,8,10:30:00,0.6245,294.0,17.0,0.0578,337.06,B,Service Level
