Month,Day,Interval,Service Level,Call Volume,Abandoned Calls,Abandoned Rate,CCT,client,outlier_column
April,18,07:00:00,0.4,11.0,1.0,0.0909,414.3,A,Abandoned Rate
April,19,00:00:00,1.0,8.0,1.0,0.125,491.57,A,Abandoned Rate
April,19,01:00:00,1.0,5.0,1.0,0.2,153.5,A,Abandoned Rate
April,19,01:30:00,1.0,2.0,1.0,0.5,93.0,A,Abandoned Rate
April,20,12:30:00,1.0,23.0,1.0,0.0435,354.82,A,Abandoned Rate
April,20,15:30:00,1.0,24.0,2.0,0.0833,231.59,A,Abandoned Rate
April,20,17:00:00,0.963,28.0,1.0,0.0357,360.07,A,Abandoned Rate
April,20,20:00:00,1.0,18.0,1.0,0.0556,291.12,A,Abandoned Rate
April,20,21:00:00,0.8571,8.0,1.0,0.125,282.29,A,Abandoned Rate
April,20,22:00:00,0.7,12.0,2.0,0.1667,260.2,A,Abandoned Rate
April,20,22:30:00,0.6667,10.0,1.0,0.1,264.56,A,Abandoned Rate
April,21,06:30:00,0.6667,4.0,1.0,0.25,264.0,A,Abandoned Rate
April,21,13:30:00,0.6753,242.0,11.0,0.0455,355.56,A,Abandoned Rate
April,21,14:30:00,0.3406,263.0,34.0,0.1293,326.86,A,Abandoned Rate
April,21,21:30:00,0.6818,25.0,3.0,0.12,408.55,A,Abandoned Rate
April,21,22:30:00,0.5,7.0,1.0,0.1429,418.0,A,Abandoned Rate
April,21,23:00:00,0.5,13.0,3.0,0.2308,282.7,A,Abandoned Rate
April,22,06:30:00,0.3333,4.0,1.0,0.25,794.33,A,Abandoned Rate
April,22,07:30:00,0.4286,15.0,1.0,0.0667,419.86,A,Abandoned Rate
April,22,22:30:00,0.75,17.0,5.0,0.2941,261.25,A,Abandoned Rate
April,22,23:00:00,0.4545,12.0,1.0,0.0833,411.27,A,Abandoned Rate
April,23,07:30:00,0.6923,59.0,7.0,0.1186,275.5,A,Abandoned Rate
April,23,13:30:00,0.668,264.0,14.0,0.053,319.92,A,Abandoned Rate
April,23,19:30:00,0.8182,58.0,3.0,0.0517,325.96,A,Abandoned Rate
April,23,21:00:00,0.9524,26.0,5.0,0.1923,424.1,A,Abandoned Rate
April,23,21:30:00,0.9545,24.0,2.0,0.0833,323.59,A,Abandoned Rate
April,23,22:30:00,0.2857,8.0,1.0,0.125,235.43,A,Abandoned Rate
April,24,07:30:00,0.8676,71.0,3.0,0.0423,260.34,A,Abandoned Rate
April,24,08:00:00,0.4407,64.0,5.0,0.0781,339.36,A,Abandoned Rate
April,24,16:00:00,0.7225,200.0,9.0,0.045,316.52,A,Abandoned Rate
April,24,16:30:00,0.6857,219.0,9.0,0.0411,350.61,A,Abandoned Rate
April,24,22:30:00,1.0,10.0,1.0,0.1,278.11,A,Abandoned Rate
April,24,23:00:00,0.6667,10.0,1.0,0.1,464.67,A,Abandoned Rate
April,25,04:00:00,1.0,1.0,1.0,1.0,308.0,A,Abandoned Rate
April,25,06:00:00,1.0,6.0,1.0,0.1667,206.4,A,Abandoned Rate
April,25,06:30:00,0.0,2.0,1.0,0.5,321.0,A,Abandoned Rate
April,25,07:00:00,0.5,10.0,2.0,0.2,291.25,A,Abandoned Rate
April,25,07:30:00,0.7143,16.0,2.0,0.125,365.07,A,Abandoned Rate
April,25,12:30:00,0.7511,242.0,9.0,0.0372,326.92,A,Abandoned Rate
April,25,17:30:00,0.7485,176.0,9.0,0.0511,303.96,A,Abandoned Rate
April,25,21:00:00,0.7727,23.0,1.0,0.0435,221.5,A,Abandoned Rate
April,25,22:30:00,0.5455,14.0,3.0,0.2143,404.45,A,Abandoned Rate
April,25,23:00:00,0.125,15.0,7.0,0.4667,462.13,A,Abandoned Rate
April,25,23:30:00,0.6667,12.0,3.0,0.25,396.0,A,Abandoned Rate
April,26,07:30:00,1.0,7.0,1.0,0.1429,308.5,A,Abandoned Rate
April,26,12:00:00,0.745,156.0,7.0,0.0449,280.28,A,Abandoned Rate
April,26,17:00:00,0.746,131.0,5.0,0.0382,325.71,A,Abandoned Rate
April,27,08:30:00,1.0,18.0,1.0,0.0556,246.06,A,Abandoned Rate
April,27,15:30:00,0.5402,96.0,9.0,0.0938,338.22,A,Abandoned Rate
April,27,22:30:00,0.6875,17.0,1.0,0.0588,302.0,A,Abandoned Rate
April,28,06:30:00,0.0,2.0,1.0,0.5,318.0,A,Abandoned Rate
April,28,21:00:00,1.0,22.0,2.0,0.0909,354.3,A,Abandoned Rate
April,28,21:30:00,0.8214,32.0,4.0,0.125,303.75,A,Abandoned Rate
April,28,22:30:00,0.7692,15.0,2.0,0.1333,331.0,A,Abandoned Rate
April,29,16:00:00,0.5378,262.0,11.0,0.042,358.62,A,Abandoned Rate
April,30,07:00:00,0.5,10.0,2.0,0.2,223.5,A,Abandoned Rate
April,30,07:30:00,0.8125,17.0,1.0,0.0588,249.81,A,Abandoned Rate
April,30,08:30:00,0.2111,100.0,10.0,0.1,267.2,A,Abandoned Rate
April,30,09:00:00,0.5217,122.0,7.0,0.0574,333.17,A,Abandoned Rate
April,30,09:30:00,0.6486,158.0,10.0,0.0633,354.67,A,Abandoned Rate
May,1,06:00:00,0.6667,7.0,4.0,0.5714,297.67,A,Abandoned Rate
May,1,06:30:00,0.0,7.0,4.0,0.5714,518.67,A,Abandoned Rate
May,1,07:00:00,0.0,10.0,5.0,0.5,409.2,A,Abandoned Rate
May,1,07:30:00,0.45,22.0,2.0,0.0909,274.75,A,Abandoned Rate
May,1,21:30:00,0.8824,37.0,3.0,0.0811,315.76,A,Abandoned Rate
May,1,23:00:00,0.6667,13.0,1.0,0.0769,326.08,A,Abandoned Rate
May,1,23:30:00,0.8333,13.0,1.0,0.0769,166.33,A,Abandoned Rate
May,2,06:30:00,0.0,3.0,1.0,0.3333,186.5,A,Abandoned Rate
May,2,07:00:00,0.0,15.0,5.0,0.3333,276.6,A,Abandoned Rate
May,2,07:30:00,0.25,17.0,1.0,0.0588,432.25,A,Abandoned Rate
May,2,20:30:00,0.8462,42.0,3.0,0.0714,277.26,A,Abandoned Rate
May,2,21:30:00,0.8519,28.0,1.0,0.0357,308.85,A,Abandoned Rate
May,2,22:30:00,0.4,22.0,2.0,0.0909,332.8,A,Abandoned Rate
May,2,23:00:00,0.125,18.0,2.0,0.1111,340.06,A,Abandoned Rate
May,3,07:00:00,0.6667,8.0,2.0,0.25,223.5,A,Abandoned Rate
May,3,21:00:00,0.9143,38.0,3.0,0.0789,311.0,A,Abandoned Rate
May,3,21:30:00,0.95,22.0,2.0,0.0909,335.55,A,Abandoned Rate
May,3,22:30:00,0.4,6.0,1.0,0.1667,160.0,A,Abandoned Rate
May,3,23:00:00,1.0,11.0,1.0,0.0909,208.0,A,Abandoned Rate
May,4,11:30:00,0.85,42.0,2.0,0.0476,252.0,A,Abandoned Rate
May,4,12:30:00,0.7966,63.0,4.0,0.0635,285.49,A,Abandoned Rate
May,4,13:30:00,0.7921,106.0,5.0,0.0472,285.56,A,Abandoned Rate
May,4,14:30:00,0.5795,97.0,9.0,0.0928,295.75,A,Abandoned Rate
May,4,15:00:00,0.6203,86.0,7.0,0.0814,285.46,A,Abandoned Rate
May,4,16:00:00,0.869,88.0,4.0,0.0455,332.88,A,Abandoned Rate
May,4,16:30:00,0.869,88.0,4.0,0.0455,332.88,A,Abandoned Rate
May,4,17:00:00,0.869,88.0,4.0,0.0455,332.88,A,Abandoned Rate
May,4,17:30:00,0.869,88.0,4.0,0.0455,332.88,A,Abandoned Rate
May,4,18:00:00,0.869,88.0,4.0,0.0455,332.88,A,Abandoned Rate
May,4,18:30:00,0.869,88.0,4.0,0.0455,332.88,A,Abandoned Rate
May,4,19:00:00,0.869,88.0,4.0,0.0455,332.88,A,Abandoned Rate
May,4,19:30:00,0.869,88.0,4.0,0.0455,332.88,A,Abandoned Rate
May,4,20:00:00,0.869,88.0,4.0,0.0455,332.88,A,Abandoned Rate
May,4,20:30:00,0.869,88.0,4.0,0.0455,332.88,A,Abandoned Rate
May,4,21:00:00,0.84,26.0,1.0,0.0385,244.4,A,Abandoned Rate
May,4,21:30:00,0.8182,12.0,1.0,0.0833,489.64,A,Abandoned Rate
May,4,22:00:00,0.9231,14.0,1.0,0.0714,199.23,A,Abandoned Rate
May,4,22:30:00,0.375,18.0,2.0,0.1111,236.88,A,Abandoned Rate
May,4,23:00:00,1.0,5.0,3.0,0.6,412.0,A,Abandoned Rate
May,5,07:30:00,0.6667,14.0,2.0,0.1429,304.58,A,Abandoned Rate
May,5,20:30:00,0.7955,47.0,3.0,0.0638,324.43,A,Abandoned Rate
May,5,21:00:00,0.8511,50.0,3.0,0.06,381.23,A,Abandoned Rate
May,5,21:30:00,0.7941,37.0,3.0,0.0811,330.35,A,Abandoned Rate
May,5,22:30:00,0.3889,24.0,6.0,0.25,334.33,A,Abandoned Rate
May,5,23:00:00,0.2381,22.0,1.0,0.0455,328.71,A,Abandoned Rate
May,7,08:00:00,0.66,52.0,2.0,0.0385,327.18,A,Abandoned Rate
May,7,22:30:00,0.2222,10.0,1.0,0.1,209.22,A,Abandoned Rate
May,8,00:30:00,0.6923,20.0,7.0,0.35,291.46,A,Abandoned Rate
May,8,01:00:00,0.6667,16.0,7.0,0.4375,182.78,A,Abandoned Rate
May,8,01:30:00,0.1429,13.0,6.0,0.4615,258.43,A,Abandoned Rate
May,8,02:00:00,0.0,10.0,6.0,0.6,435.5,A,Abandoned Rate
May,8,02:30:00,0.3333,4.0,1.0,0.25,179.67,A,Abandoned Rate
May,8,06:30:00,0.25,6.0,2.0,0.3333,180.25,A,Abandoned Rate
May,8,07:00:00,0.2222,12.0,3.0,0.25,287.78,A,Abandoned Rate
May,8,22:30:00,0.5556,10.0,1.0,0.1,355.67,A,Abandoned Rate
May,8,23:00:00,0.3636,14.0,3.0,0.2143,271.27,A,Abandoned Rate
May,8,23:30:00,0.5,14.0,2.0,0.1429,426.5,A,Abandoned Rate
May,9,06:30:00,0.0,3.0,2.0,0.6667,232.0,A,Abandoned Rate
May,9,07:00:00,0.2,8.0,3.0,0.375,286.2,A,Abandoned Rate
May,9,07:30:00,0.2143,20.0,6.0,0.3,301.71,A,Abandoned Rate
May,9,21:00:00,0.8846,27.0,1.0,0.037,365.77,A,Abandoned Rate
May,9,21:30:00,0.8889,19.0,1.0,0.0526,346.0,A,Abandoned Rate
May,9,23:30:00,1.0,5.0,1.0,0.2,188.0,A,Abandoned Rate
May,10,06:30:00,0.75,7.0,3.0,0.4286,452.0,A,Abandoned Rate
May,10,20:00:00,0.875,42.0,2.0,0.0476,300.95,A,Abandoned Rate
May,10,21:00:00,0.963,28.0,1.0,0.0357,345.78,A,Abandoned Rate
May,10,21:30:00,0.8824,18.0,1.0,0.0556,318.71,A,Abandoned Rate
May,10,22:30:00,0.6,11.0,1.0,0.0909,272.9,A,Abandoned Rate
May,11,20:00:00,0.9048,24.0,3.0,0.125,248.95,A,Abandoned Rate
May,11,21:30:00,1.0,12.0,1.0,0.0833,247.09,A,Abandoned Rate
May,11,23:00:00,1.0,8.0,1.0,0.125,394.14,A,Abandoned Rate
May,11,23:30:00,1.0,7.0,1.0,0.1429,313.83,A,Abandoned Rate
May,12,06:30:00,0.5,3.0,1.0,0.3333,132.0,A,Abandoned Rate
May,12,20:00:00,0.9434,55.0,2.0,0.0364,332.25,A,Abandoned Rate
May,12,22:30:00,0.4286,17.0,3.0,0.1765,447.43,A,Abandoned Rate
May,13,19:30:00,0.9796,51.0,2.0,0.0392,291.0,A,Abandoned Rate
May,13,22:30:00,0.7273,13.0,2.0,0.1538,323.73,A,Abandoned Rate
May,14,07:00:00,0.5455,13.0,2.0,0.1538,312.82,A,Abandoned Rate
May,14,07:30:00,0.7222,19.0,1.0,0.0526,336.39,A,Abandoned Rate
May,14,08:30:00,0.5106,99.0,5.0,0.0505,316.16,A,Abandoned Rate
May,14,17:30:00,0.7543,182.0,7.0,0.0385,362.21,A,Abandoned Rate
May,14,20:30:00,0.7838,45.0,8.0,0.1778,334.35,A,Abandoned Rate
May,14,22:30:00,0.6364,14.0,3.0,0.2143,329.82,A,Abandoned Rate
May,14,23:00:00,0.6923,15.0,2.0,0.1333,253.69,A,Abandoned Rate
May,15,06:30:00,0.5,8.0,4.0,0.5,280.0,A,Abandoned Rate
May,15,07:00:00,0.1429,15.0,1.0,0.0667,314.79,A,Abandoned Rate
May,15,07:30:00,0.9286,15.0,1.0,0.0667,244.36,A,Abandoned Rate
May,15,15:30:00,0.5973,232.0,11.0,0.0474,333.84,A,Abandoned Rate
May,15,22:30:00,0.8571,8.0,1.0,0.125,187.71,A,Abandoned Rate
May,16,07:30:00,0.6429,15.0,1.0,0.0667,222.79,A,Abandoned Rate
May,16,08:30:00,0.7361,75.0,3.0,0.04,265.56,A,Abandoned Rate
May,16,09:00:00,0.7456,122.0,8.0,0.0656,300.75,A,Abandoned Rate
May,16,21:00:00,0.8182,23.0,1.0,0.0435,431.55,A,Abandoned Rate
May,16,22:30:00,0.8889,11.0,2.0,0.1818,577.11,A,Abandoned Rate
May,16,23:00:00,0.1429,8.0,1.0,0.125,317.0,A,Abandoned Rate
May,17,07:30:00,0.2308,15.0,2.0,0.1333,460.62,A,Abandoned Rate
May,17,18:30:00,0.7356,92.0,5.0,0.0543,343.29,A,Abandoned Rate
May,17,20:30:00,0.8929,30.0,2.0,0.0667,328.0,A,Abandoned Rate
May,18,00:00:00,0.8,6.0,1.0,0.1667,432.0,A,Abandoned Rate
May,18,08:00:00,0.9,11.0,1.0,0.0909,185.6,A,Abandoned Rate
May,18,13:00:00,0.8611,75.0,3.0,0.04,302.88,A,Abandoned Rate
May,18,21:00:00,1.0,16.0,1.0,0.0625,240.33,A,Abandoned Rate
May,18,22:30:00,0.3333,10.0,1.0,0.1,220.56,A,Abandoned Rate
May,19,08:30:00,0.913,73.0,4.0,0.0548,336.39,A,Abandoned Rate
May,19,22:30:00,0.4615,18.0,5.0,0.2778,319.46,A,Abandoned Rate
May,20,07:00:00,0.8,11.0,1.0,0.0909,431.7,A,Abandoned Rate
May,20,09:00:00,0.5854,129.0,6.0,0.0465,314.19,A,Abandoned Rate
May,20,10:00:00,0.6492,198.0,7.0,0.0354,368.14,A,Abandoned Rate
May,20,20:30:00,0.9565,48.0,2.0,0.0417,265.63,A,Abandoned Rate
May,20,22:30:00,0.6364,15.0,4.0,0.2667,272.64,A,Abandoned Rate
May,20,23:00:00,0.3333,10.0,1.0,0.1,328.78,A,Abandoned Rate
May,21,08:00:00,0.9268,44.0,3.0,0.0682,277.93,A,Abandoned Rate
May,21,08:30:00,0.5326,97.0,5.0,0.0515,345.26,A,Abandoned Rate
May,21,23:30:00,0.8182,12.0,1.0,0.0833,386.27,A,Abandoned Rate
May,22,04:30:00,1.0,1.0,1.0,1.0,2347.0,A,Abandoned Rate
May,22,06:30:00,0.0,4.0,1.0,0.25,196.0,A,Abandoned Rate
May,22,07:00:00,0.9091,12.0,1.0,0.0833,330.82,A,Abandoned Rate
May,22,20:00:00,1.0,46.0,2.0,0.0435,300.34,A,Abandoned Rate
May,22,22:30:00,0.1818,15.0,4.0,0.2667,294.73,A,Abandoned Rate
May,23,05:30:00,1.0,1.0,1.0,1.0,93.0,A,Abandoned Rate
May,23,06:00:00,0.8,6.0,1.0,0.1667,202.0,A,Abandoned Rate
May,23,06:30:00,0.0,5.0,3.0,0.6,171.0,A,Abandoned Rate
May,23,07:00:00,0.0,9.0,4.0,0.4444,383.4,A,Abandoned Rate
May,23,07:30:00,0.2727,12.0,1.0,0.0833,557.45,A,Abandoned Rate
May,23,15:00:00,0.815,211.0,11.0,0.0521,294.63,A,Abandoned Rate
May,23,15:30:00,0.3886,212.0,19.0,0.0896,305.73,A,Abandoned Rate
May,23,22:30:00,0.5,11.0,5.0,0.4545,447.5,A,Abandoned Rate
May,23,23:00:00,0.3077,20.0,7.0,0.35,523.46,A,Abandoned Rate
May,23,23:30:00,1.0,7.0,1.0,0.1429,260.67,A,Abandoned Rate
May,24,07:00:00,0.75,9.0,1.0,0.1111,214.38,A,Abandoned Rate
May,24,07:30:00,0.6154,16.0,3.0,0.1875,328.62,A,Abandoned Rate
May,24,22:30:00,0.3333,11.0,2.0,0.1818,426.78,A,Abandoned Rate
May,24,23:00:00,0.7273,14.0,3.0,0.2143,258.36,A,Abandoned Rate
May,25,00:00:00,1.0,3.0,1.0,0.3333,276.0,A,Abandoned Rate
May,25,08:00:00,0.8571,8.0,1.0,0.125,275.86,A,Abandoned Rate
May,25,20:30:00,0.95,21.0,1.0,0.0476,247.25,A,Abandoned Rate
May,27,06:30:00,1.0,2.0,1.0,0.5,159.0,A,Abandoned Rate
May,27,20:00:00,0.8197,64.0,3.0,0.0469,321.36,A,Abandoned Rate
May,27,20:30:00,0.6,58.0,8.0,0.1379,347.6,A,Abandoned Rate
May,27,22:30:00,0.6,11.0,6.0,0.5455,504.2,A,Abandoned Rate
May,27,23:00:00,0.0667,18.0,3.0,0.1667,260.73,A,Abandoned Rate
May,28,00:00:00,1.0,8.0,1.0,0.125,258.0,A,Abandoned Rate
May,28,07:30:00,0.4,11.0,1.0,0.0909,305.2,A,Abandoned Rate
May,28,17:00:00,0.5427,195.0,31.0,0.159,353.23,A,Abandoned Rate
May,28,17:30:00,0.3976,184.0,18.0,0.0978,307.48,A,Abandoned Rate
May,28,20:00:00,0.9057,55.0,2.0,0.0364,336.98,A,Abandoned Rate
May,28,22:30:00,0.5455,16.0,5.0,0.3125,357.82,A,Abandoned Rate
May,28,23:00:00,0.5,10.0,2.0,0.2,258.75,A,Abandoned Rate
May,29,06:30:00,1.0,2.0,1.0,0.5,271.0,A,Abandoned Rate
May,29,08:30:00,0.7143,83.0,6.0,0.0723,305.92,A,Abandoned Rate
May,29,21:30:00,0.8889,39.0,3.0,0.0769,256.78,A,Abandoned Rate
May,29,22:30:00,0.4444,18.0,9.0,0.5,381.56,A,Abandoned Rate
May,29,23:00:00,0.0625,19.0,3.0,0.1579,440.25,A,Abandoned Rate
May,30,06:30:00,0.4,7.0,2.0,0.2857,234.0,A,Abandoned Rate
May,30,07:00:00,0.1,12.0,2.0,0.1667,247.2,A,Abandoned Rate
May,30,07:30:00,0.125,11.0,3.0,0.2727,250.75,A,Abandoned Rate
May,30,20:30:00,0.8571,37.0,2.0,0.0541,322.74,A,Abandoned Rate
May,30,22:30:00,0.7857,15.0,1.0,0.0667,344.29,A,Abandoned Rate
May,31,00:00:00,1.0,4.0,1.0,0.25,171.67,A,Abandoned Rate
May,31,07:30:00,0.9167,13.0,1.0,0.0769,298.42,A,Abandoned Rate
May,31,09:30:00,0.8939,70.0,4.0,0.0571,306.42,A,Abandoned Rate
May,31,19:30:00,0.98,52.0,2.0,0.0385,289.3,A,Abandoned Rate
May,31,20:00:00,0.6667,43.0,7.0,0.1628,273.39,A,Abandoned Rate
May,31,20:30:00,0.6364,32.0,10.0,0.3125,277.27,A,Abandoned Rate
May,31,21:00:00,0.6818,25.0,3.0,0.12,233.64,A,Abandoned Rate
June,1,00:30:00,0.0,2.0,1.0,0.5,181.0,A,Abandoned Rate
June,1,01:00:00,0.0,3.0,1.0,0.3333,312.0,A,Abandoned Rate
June,1,09:30:00,1.0,28.0,1.0,0.0357,319.44,A,Abandoned Rate
June,1,12:00:00,0.9032,66.0,4.0,0.0606,286.16,A,Abandoned Rate
June,1,13:00:00,0.8154,68.0,3.0,0.0441,345.4,A,Abandoned Rate
June,1,20:00:00,1.0,21.0,1.0,0.0476,243.05,A,Abandoned Rate
June,1,20:30:00,0.3333,29.0,5.0,0.1724,319.13,A,Abandoned Rate
June,1,21:00:00,0.1739,29.0,6.0,0.2069,270.87,A,Abandoned Rate
June,1,22:30:00,0.4286,14.0,7.0,0.5,290.57,A,Abandoned Rate
June,1,23:00:00,0.0,18.0,6.0,0.3333,377.42,A,Abandoned Rate
June,2,06:30:00,0.6667,5.0,2.0,0.4,376.67,A,Abandoned Rate
June,2,22:30:00,0.4118,22.0,5.0,0.2273,255.76,A,Abandoned Rate
June,3,06:30:00,0.6667,7.0,1.0,0.1429,193.67,A,Abandoned Rate
June,3,08:30:00,0.7471,91.0,4.0,0.044,339.46,A,Abandoned Rate
June,3,20:00:00,0.9259,57.0,3.0,0.0526,304.78,A,Abandoned Rate
June,3,22:30:00,0.4,16.0,6.0,0.375,338.3,A,Abandoned Rate
June,4,06:30:00,0.5,5.0,1.0,0.2,510.75,A,Abandoned Rate
June,4,07:30:00,0.5833,13.0,1.0,0.0769,431.92,A,Abandoned Rate
June,5,06:30:00,0.25,5.0,1.0,0.2,470.75,A,Abandoned Rate
June,5,07:30:00,0.4118,20.0,3.0,0.15,354.65,A,Abandoned Rate
June,5,20:30:00,0.8085,49.0,2.0,0.0408,370.83,A,Abandoned Rate
June,5,21:00:00,0.78,54.0,4.0,0.0741,277.0,A,Abandoned Rate
June,5,22:30:00,0.5909,26.0,4.0,0.1538,317.82,A,Abandoned Rate
June,5,23:00:00,0.7143,9.0,2.0,0.2222,599.57,A,Abandoned Rate
June,6,06:30:00,0.0,5.0,3.0,0.6,318.5,A,Abandoned Rate
June,6,07:00:00,0.4,9.0,4.0,0.4444,322.0,A,Abandoned Rate
June,6,07:30:00,0.2667,19.0,4.0,0.2105,298.93,A,Abandoned Rate
June,6,21:00:00,0.7407,29.0,2.0,0.069,410.59,A,Abandoned Rate
June,6,22:30:00,0.7273,14.0,3.0,0.2143,475.55,A,Abandoned Rate
June,7,11:30:00,0.9624,138.0,5.0,0.0362,285.71,A,Abandoned Rate
June,7,12:00:00,0.5615,150.0,20.0,0.1333,323.22,A,Abandoned Rate
