Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,2,7:00,6,0,0.0,257.44,14,0,0.0,310.77,65,0,0.0,263.18,28,0,0.0,281.45
August,2,7:30,13,0,0.0,277.39,23,0,0.0,320.12,108,1,0.009259,263.85,47,1,0.021277,297.49
August,2,8:00,32,0,0.0,265.48,41,0,0.0,318.13,182,1,0.005495,275.91,78,0,0.0,296.4
August,2,8:30,54,0,0.0,274.89,68,0,0.0,319.09,264,1,0.003788,293.15,116,0,0.0,292.49
August,2,9:00,76,0,0.0,275.47,135,1,0.007407,309.15,366,5,0.013661,299.67,164,2,0.012195,297.12
August,2,9:30,94,0,0.0,275.11,189,2,0.010582,316.42,453,11,0.024283,311.03,205,5,0.02439,291.8
August,2,10:00,116,1,0.008621,284.83,235,3,0.012766,324.82,547,8,0.014625,318.74,246,8,0.03252,296.14
August,2,10:30,143,1,0.006993,290.8,272,5,0.018382,335.48,615,9,0.014634,327.51,286,11,0.038462,303.78
August,2,11:00,160,3,0.01875,290.6,311,5,0.016077,338.89,664,11,0.016566,331.62,319,9,0.028213,311.63
August,2,11:30,166,5,0.03012,290.24,346,5,0.014451,340.78,684,15,0.02193,336.6,335,5,0.014925,315.3
August,2,12:00,178,8,0.044944,298.92,365,5,0.013699,339.28,698,16,0.022923,337.9,351,4,0.011396,320.13
August,2,12:30,186,10,0.053763,300.98,380,8,0.021053,343.03,698,16,0.022923,337.72,361,6,0.01662,319.04
August,2,13:00,185,5,0.027027,306.82,398,10,0.025126,343.7,691,15,0.021708,340.19,364,8,0.021978,318.65
August,2,13:30,182,1,0.005495,311.92,414,11,0.02657,342.3,692,17,0.024566,342.15,361,10,0.027701,315.85
August,2,14:00,177,3,0.016949,312.9,424,11,0.025943,345.53,695,16,0.023022,342.58,360,12,0.033333,318.4
August,2,14:30,177,3,0.016949,310.09,417,8,0.019185,349.11,684,8,0.011696,341.53,362,18,0.049724,319.89
August,2,15:00,173,1,0.00578,306.06,412,4,0.009709,342.3,657,1,0.001522,343.06,350,11,0.031429,311.8
August,2,15:30,171,0,0.0,312.92,411,4,0.009732,338.48,635,1,0.001575,340.82,340,5,0.014706,309.97
August,2,16:00,170,0,0.0,316.6,406,3,0.007389,348.56,613,2,0.003263,342.13,329,4,0.012158,318.26
August,2,16:30,158,1,0.006329,303.5,389,2,0.005141,355.71,577,2,0.003466,341.14,308,3,0.00974,318.09
August,2,17:00,142,3,0.021127,308.59,372,2,0.005376,353.46,537,3,0.005587,342.78,286,3,0.01049,318.84
August,2,17:30,123,2,0.01626,316.76,353,3,0.008499,355.35,510,2,0.003922,342.57,269,2,0.007435,320.28
August,2,18:00,110,1,0.009091,321.72,321,5,0.015576,357.87,482,3,0.006224,342.0,247,1,0.004049,324.41
August,2,18:30,95,1,0.010526,326.83,294,4,0.013605,355.01,436,3,0.006881,344.69,224,1,0.004464,333.26
August,2,19:00,71,0,0.0,320.45,262,3,0.01145,348.47,394,4,0.010152,343.94,209,1,0.004785,331.79
August,2,19:30,56,0,0.0,315.54,231,4,0.017316,340.87,353,5,0.014164,342.0,187,0,0.0,327.12
August,2,20:00,45,0,0.0,296.21,203,6,0.029557,338.31,312,5,0.016026,342.45,162,0,0.0,315.74
August,2,20:30,36,0,0.0,284.57,176,4,0.022727,325.22,267,3,0.011236,340.55,146,2,0.013699,309.56
August,2,21:00,27,0,0.0,297.07,146,3,0.020548,319.78,224,2,0.008929,339.49,124,3,0.024194,311.15
August,2,21:30,20,0,0.0,317.19,123,2,0.01626,322.91,183,1,0.005464,334.2,104,1,0.009615,315.29
August,2,22:00,15,0,0.0,346.8,98,1,0.010204,321.35,152,0,0.0,324.38,89,0,0.0,313.32
August,2,22:30,10,0,0.0,321.04,78,1,0.012821,319.94,126,0,0.0,319.15,75,0,0.0,312.99
August,2,23:00,8,0,0.0,316.43,60,1,0.016667,303.92,100,0,0.0,316.93,60,0,0.0,306.78
August,2,23:30,6,0,0.0,278.48,46,0,0.0,303.37,86,0,0.0,314.1,50,0,0.0,293.49
August,3,0:00,3,0,0.0,406.34,36,0,0.0,292.81,53,0,0.0,310.46,36,0,0.0,294.5
August,3,0:30,3,0,0.0,427.61,25,0,0.0,296.98,42,0,0.0,318.36,26,0,0.0,293.92
August,3,1:00,2,0,0.0,393.74,12,0,0.0,328.7,32,0,0.0,296.11,20,0,0.0,323.98
August,3,1:30,2,0,0.0,343.01,7,0,0.0,350.85,26,0,0.0,288.64,15,0,0.0,348.12
August,3,2:00,1,0,0.0,310.64,5,0,0.0,394.94,19,0,0.0,301.82,11,0,0.0,348.0
August,3,2:30,1,0,0.0,286.36,4,0,0.0,401.32,14,0,0.0,304.84,8,0,0.0,357.3
August,3,3:00,1,0,0.0,250.02,3,0,0.0,335.15,12,0,0.0,323.5,3,0,0.0,347.39
August,3,3:30,1,0,0.0,266.94,2,0,0.0,229.41,9,0,0.0,368.83,1,0,0.0,301.85
August,3,4:00,1,0,0.0,348.29,2,0,0.0,183.99,9,0,0.0,392.54,0,0,0.0,290.15
August,3,4:30,1,0,0.0,300.33,2,0,0.0,258.57,9,0,0.0,369.54,0,0,0.0,333.45
August,3,5:00,1,0,0.0,297.18,2,0,0.0,371.69,9,0,0.0,326.7,0,0,0.0,392.55
August,3,5:30,1,0,0.0,324.86,2,0,0.0,413.57,11,0,0.0,271.11,1,0,0.0,267.31
August,3,6:00,2,0,0.0,280.67,3,0,0.0,321.34,16,0,0.0,261.8,5,0,0.0,215.91
August,3,6:30,2,0,0.0,254.74,4,0,0.0,292.06,26,0,0.0,260.81,10,0,0.0,253.77
August,3,7:00,4,0,0.0,299.56,8,0,0.0,291.32,42,0,0.0,264.72,18,0,0.0,292.23
August,3,7:30,7,0,0.0,326.48,13,0,0.0,296.23,67,0,0.0,267.72,31,0,0.0,298.33
August,3,8:00,12,0,0.0,288.6,24,0,0.0,285.9,107,0,0.0,274.94,49,0,0.0,292.41
August,3,8:30,15,0,0.0,281.92,38,0,0.0,301.07,149,0,0.0,287.08,68,0,0.0,299.85
August,3,9:00,19,0,0.0,275.64,75,0,0.0,309.51,192,0,0.0,296.08,95,0,0.0,292.68
August,3,9:30,23,0,0.0,298.24,100,0,0.0,314.55,239,0,0.0,293.95,116,2,0.017241,284.43
August,3,10:00,27,0,0.0,301.71,123,0,0.0,313.01,291,0,0.0,294.5,137,9,0.065693,295.6
August,3,10:30,36,0,0.0,295.75,141,0,0.0,318.41,340,0,0.0,300.96,164,14,0.085366,308.8
August,3,11:00,36,0,0.0,298.37,159,5,0.031447,316.54,373,0,0.0,310.97,181,8,0.044199,304.87
August,3,11:30,41,0,0.0,303.27,182,14,0.076923,317.64,410,0,0.0,313.13,195,4,0.020513,302.92
August,3,12:00,55,0,0.0,301.77,204,10,0.04902,316.74,441,7,0.015873,311.09,208,2,0.009615,301.11
August,3,12:30,65,1,0.015385,302.6,228,16,0.070175,317.25,448,30,0.066964,312.36,210,3,0.014286,299.63
August,3,13:00,80,3,0.0375,304.0,252,17,0.06746,313.81,456,49,0.107456,319.68,213,7,0.032864,305.42
August,3,13:30,84,1,0.011905,302.98,264,22,0.083333,317.44,458,59,0.128821,321.38,223,7,0.03139,305.18
August,3,14:00,88,1,0.011364,307.73,280,15,0.053571,321.65,459,36,0.078431,323.61,223,3,0.013453,305.72
August,3,14:30,89,3,0.033708,310.77,281,3,0.010676,324.7,457,12,0.026258,323.35,224,4,0.017857,305.21
August,3,15:00,88,2,0.022727,311.77,288,0,0.0,322.75,455,2,0.004396,325.47,222,3,0.013514,308.52
August,3,15:30,89,2,0.022472,306.44,294,3,0.010204,321.31,445,0,0.0,324.83,224,5,0.022321,307.6
August,3,16:00,88,1,0.011364,299.48,288,9,0.03125,322.1,437,0,0.0,322.17,215,3,0.013953,316.01
August,3,16:30,83,0,0.0,290.47,273,6,0.021978,321.96,423,0,0.0,326.41,211,5,0.023697,315.22
August,3,17:00,73,0,0.0,289.22,263,9,0.034221,322.25,399,0,0.0,325.0,201,2,0.00995,317.41
August,3,17:30,65,0,0.0,291.28,251,5,0.01992,319.26,375,0,0.0,319.72,194,1,0.005155,312.84
August,3,18:00,50,0,0.0,305.45,234,8,0.034188,319.45,337,0,0.0,320.37,181,2,0.01105,305.3
August,3,18:30,42,0,0.0,297.97,210,15,0.071429,314.38,313,0,0.0,320.36,166,1,0.006024,302.73
August,3,19:00,33,0,0.0,289.89,188,20,0.106383,309.4,286,0,0.0,322.01,152,0,0.0,305.89
August,3,19:30,29,0,0.0,286.41,170,14,0.082353,318.49,261,0,0.0,320.39,150,1,0.006667,315.2
August,3,20:00,29,0,0.0,301.79,148,3,0.02027,316.23,239,0,0.0,313.68,138,2,0.014493,313.23
August,3,20:30,25,0,0.0,303.28,131,0,0.0,312.3,216,0,0.0,315.87,124,1,0.008065,309.57
August,3,21:00,21,0,0.0,311.36,115,0,0.0,313.05,188,0,0.0,317.84,101,0,0.0,311.94
August,3,21:30,17,0,0.0,334.2,99,0,0.0,318.76,161,0,0.0,312.86,89,0,0.0,316.51
August,3,22:00,15,1,0.066667,302.41,80,0,0.0,314.07,140,0,0.0,312.2,79,0,0.0,313.39
August,3,22:30,13,3,0.230769,317.6,64,0,0.0,299.62,122,0,0.0,311.01,68,1,0.014706,309.09
August,3,23:00,9,1,0.111111,352.05,51,0,0.0,273.62,96,0,0.0,309.01,56,0,0.0,317.24
August,3,23:30,7,0,0.0,309.9,42,0,0.0,273.96,82,0,0.0,306.11,50,0,0.0,338.25
August,4,0:00,4,0,0.0,334.14,26,0,0.0,330.6,57,0,0.0,318.69,33,0,0.0,301.06
August,4,0:30,3,0,0.0,321.3,22,0,0.0,320.31,47,0,0.0,313.7,26,0,0.0,301.58
August,4,1:00,2,0,0.0,341.73,12,0,0.0,340.59,35,0,0.0,314.46,19,0,0.0,311.4
August,4,1:30,2,0,0.0,331.08,7,0,0.0,332.08,25,0,0.0,316.79,15,0,0.0,298.98
August,4,2:00,2,0,0.0,368.59,5,0,0.0,285.51,17,0,0.0,306.82,10,0,0.0,291.72
August,4,2:30,1,0,0.0,303.71,5,0,0.0,285.47,14,0,0.0,328.09,9,0,0.0,305.07
August,4,3:00,1,0,0.0,237.8,4,0,0.0,332.17,12,0,0.0,322.97,5,0,0.0,329.07
August,4,3:30,1,0,0.0,172.35,3,0,0.0,397.93,10,0,0.0,314.5,4,0,0.0,295.53
August,4,4:00,1,0,0.0,172.7,3,0,0.0,318.2,10,0,0.0,302.85,4,0,0.0,291.95
August,4,4:30,1,0,0.0,168.63,3,0,0.0,294.22,10,0,0.0,289.13,4,0,0.0,254.12
August,4,5:00,1,0,0.0,233.07,3,0,0.0,362.64,12,0,0.0,296.81,4,0,0.0,272.79
August,4,5:30,1,0,0.0,268.11,3,0,0.0,379.27,16,0,0.0,266.77,5,0,0.0,275.54
August,4,6:00,2,0,0.0,286.91,5,1,0.2,275.21,27,0,0.0,256.92,11,0,0.0,239.96
August,4,6:30,4,0,0.0,249.56,9,3,0.333333,293.2,48,0,0.0,271.15,20,0,0.0,234.2
August,4,7:00,8,0,0.0,235.71,26,1,0.038462,276.69,84,0,0.0,258.13,37,0,0.0,250.55
August,4,7:30,17,0,0.0,275.55,46,0,0.0,265.61,146,0,0.0,262.52,64,0,0.0,256.83
August,4,8:00,44,0,0.0,285.47,88,1,0.011364,272.76,269,0,0.0,281.88,118,1,0.008475,259.1
August,4,8:30,82,1,0.012195,295.06,141,3,0.021277,285.76,415,2,0.004819,297.24,183,4,0.021858,269.57
August,4,9:00,127,3,0.023622,295.34,219,2,0.009132,296.62,584,8,0.013699,312.21,280,9,0.032143,279.76
August,4,9:30,169,5,0.029586,303.19,285,4,0.014035,305.23,750,17,0.022667,325.15,354,24,0.067797,291.24
August,4,10:00,202,2,0.009901,308.11,356,12,0.033708,311.27,895,29,0.032402,329.54,425,26,0.061176,299.44
August,4,10:30,227,0,0.0,305.15,405,22,0.054321,320.57,1004,27,0.026892,337.07,473,39,0.082452,302.94
August,4,11:00,238,0,0.0,310.23,442,19,0.042986,327.81,1078,33,0.030612,344.84,511,29,0.056751,305.8
August,4,11:30,246,2,0.00813,314.18,474,21,0.044304,331.36,1111,54,0.048605,348.53,541,29,0.053604,307.96
August,4,12:00,250,5,0.02,309.15,512,18,0.035156,330.75,1140,55,0.048246,347.7,567,34,0.059965,311.96
August,4,12:30,252,3,0.011905,300.28,530,22,0.041509,334.02,1141,43,0.037686,349.19,574,38,0.066202,314.73
August,4,13:00,250,3,0.012,302.87,545,22,0.040367,333.55,1132,36,0.031802,352.52,570,31,0.054386,315.93
August,4,13:30,250,1,0.004,312.35,556,26,0.046763,327.71,1130,46,0.040708,356.9,577,25,0.043328,310.99
August,4,14:00,254,2,0.007874,313.41,580,19,0.032759,327.79,1148,47,0.040941,358.41,593,22,0.037099,309.51
August,4,14:30,258,6,0.023256,314.99,585,15,0.025641,330.61,1156,47,0.040657,358.31,603,22,0.036484,314.94
August,4,15:00,259,8,0.030888,314.71,584,12,0.020548,331.6,1154,27,0.023397,357.45,602,18,0.0299,316.5
August,4,15:30,263,8,0.030418,317.55,589,8,0.013582,331.64,1149,13,0.011314,358.47,594,21,0.035354,318.87
August,4,16:00,256,3,0.011719,317.22,589,7,0.011885,335.52,1142,13,0.011384,356.39,595,16,0.026891,323.43
August,4,16:30,246,1,0.004065,313.76,577,8,0.013865,338.86,1109,13,0.011722,357.0,582,18,0.030928,326.91
August,4,17:00,224,2,0.008929,315.93,551,7,0.012704,337.72,1049,12,0.011439,356.9,554,16,0.028881,326.49
August,4,17:30,202,1,0.00495,310.76,519,7,0.013487,340.0,972,18,0.018519,356.47,519,14,0.026975,319.27
August,4,18:00,170,0,0.0,308.95,479,10,0.020877,339.49,899,20,0.022247,356.56,472,9,0.019068,321.12
August,4,18:30,145,0,0.0,317.7,439,14,0.031891,337.93,794,15,0.018892,360.29,418,9,0.021531,321.08
August,4,19:00,103,0,0.0,317.78,395,11,0.027848,334.55,701,21,0.029957,363.64,379,17,0.044855,315.16
August,4,19:30,79,0,0.0,316.68,362,12,0.033149,326.98,626,21,0.033546,361.98,349,29,0.083095,316.58
August,4,20:00,59,1,0.016949,314.12,316,17,0.053797,323.47,546,22,0.040293,359.24,306,27,0.088235,313.0
August,4,20:30,47,4,0.085106,318.33,265,11,0.041509,319.42,462,10,0.021645,353.24,260,15,0.057692,312.15
August,4,21:00,37,6,0.162162,314.42,218,7,0.03211,317.35,387,2,0.005168,347.75,216,12,0.055556,312.64
August,4,21:30,28,2,0.071429,301.54,179,2,0.011173,321.37,325,0,0.0,340.55,180,6,0.033333,319.33
August,4,22:00,22,3,0.136364,303.67,142,0,0.0,316.02,259,0,0.0,335.11,146,1,0.006849,314.98
August,4,22:30,16,9,0.5625,311.94,111,0,0.0,306.67,202,0,0.0,327.54,123,1,0.00813,317.2
August,4,23:00,13,3,0.230769,305.69,82,0,0.0,289.6,155,0,0.0,326.49,97,2,0.020619,321.66
August,4,23:30,10,0,0.0,308.34,65,0,0.0,280.55,122,0,0.0,337.75,76,1,0.013158,310.84
August,5,0:00,5,0,0.0,307.7,34,0,0.0,287.06,71,0,0.0,316.99,44,0,0.0,299.77
August,5,0:30,4,0,0.0,289.08,26,0,0.0,291.64,55,0,0.0,315.62,34,0,0.0,323.51
August,5,1:00,3,0,0.0,305.15,14,0,0.0,296.93,40,0,0.0,308.38,25,0,0.0,343.18
August,5,1:30,2,0,0.0,292.1,7,0,0.0,285.2,29,0,0.0,282.4,19,0,0.0,328.86
August,5,2:00,2,0,0.0,373.39,5,0,0.0,295.45,21,0,0.0,271.22,13,0,0.0,302.45
August,5,2:30,1,0,0.0,320.87,4,0,0.0,335.49,17,0,0.0,264.11,9,0,0.0,300.58
August,5,3:00,1,0,0.0,238.74,4,0,0.0,300.7,13,0,0.0,267.71,3,0,0.0,313.55
August,5,3:30,1,0,0.0,181.76,3,0,0.0,228.65,12,0,0.0,279.54,1,0,0.0,280.91
August,5,4:00,1,0,0.0,213.17,3,0,0.0,181.88,11,0,0.0,280.75,0,0,0.0,268.93
August,5,4:30,1,0,0.0,266.95,3,0,0.0,193.68,11,0,0.0,264.53,0,0,0.0,279.67
August,5,5:00,2,0,0.0,257.61,3,0,0.0,180.07,13,0,0.0,267.72,0,0,0.0,295.74
August,5,5:30,2,0,0.0,212.06,3,0,0.0,216.15,18,0,0.0,267.34,2,0,0.0,271.96
August,5,6:00,3,0,0.0,213.24,5,1,0.2,256.04,30,0,0.0,241.64,12,0,0.0,225.7
August,5,6:30,5,0,0.0,200.33,10,4,0.4,276.18,51,0,0.0,231.63,23,0,0.0,228.24
August,5,7:00,9,0,0.0,229.34,27,1,0.037037,261.47,90,0,0.0,243.57,41,0,0.0,254.22
August,5,7:30,19,0,0.0,268.84,47,0,0.0,263.17,149,0,0.0,255.11,70,0,0.0,263.45
August,5,8:00,47,2,0.042553,261.58,90,1,0.011111,270.99,256,0,0.0,273.06,121,0,0.0,265.2
August,5,8:30,83,7,0.084337,273.19,142,2,0.014085,285.45,383,0,0.0,287.04,181,0,0.0,269.53
August,5,9:00,123,8,0.065041,287.75,207,1,0.004831,292.05,548,1,0.001825,296.55,259,0,0.0,276.7
August,5,9:30,161,5,0.031056,290.18,266,0,0.0,300.5,688,5,0.007267,303.67,323,2,0.006192,286.94
August,5,10:00,190,1,0.005263,290.34,321,2,0.006231,305.92,807,10,0.012392,308.47,385,6,0.015584,294.77
August,5,10:30,212,1,0.004717,290.89,361,7,0.019391,313.07,901,16,0.017758,314.82,429,11,0.025641,299.28
August,5,11:00,226,3,0.013274,293.93,402,6,0.014925,317.95,966,14,0.014493,319.06,464,10,0.021552,306.06
August,5,11:30,237,2,0.008439,294.71,429,9,0.020979,320.49,1001,14,0.013986,320.53,495,9,0.018182,306.35
August,5,12:00,241,4,0.016598,294.64,456,6,0.013158,326.23,1010,23,0.022772,322.75,514,8,0.015564,307.03
August,5,12:30,242,7,0.028926,290.78,473,5,0.010571,329.34,1015,27,0.026601,326.08,517,11,0.021277,307.26
August,5,13:00,243,2,0.00823,294.24,494,3,0.006073,329.42,1015,14,0.013793,327.19,516,10,0.01938,307.66
August,5,13:30,243,0,0.0,299.0,505,7,0.013861,325.56,1014,10,0.009862,329.69,518,10,0.019305,308.92
August,5,14:00,249,0,0.0,298.11,529,7,0.013233,324.27,1030,11,0.01068,332.04,532,9,0.016917,308.44
August,5,14:30,251,0,0.0,301.58,538,4,0.007435,326.44,1033,12,0.011617,335.23,533,6,0.011257,307.62
August,5,15:00,250,0,0.0,304.21,536,3,0.005597,324.25,1023,9,0.008798,334.49,531,4,0.007533,308.89
August,5,15:30,249,0,0.0,299.63,529,4,0.007561,323.85,1014,6,0.005917,334.94,535,4,0.007477,309.65
August,5,16:00,251,0,0.0,302.13,526,5,0.009506,329.87,1002,6,0.005988,334.21,538,4,0.007435,313.22
August,5,16:30,239,0,0.0,302.39,505,5,0.009901,332.09,984,6,0.006098,332.19,521,4,0.007678,314.22
August,5,17:00,212,0,0.0,299.26,478,5,0.01046,333.97,934,8,0.008565,334.17,486,3,0.006173,310.38
August,5,17:30,183,0,0.0,296.45,461,5,0.010846,333.38,872,11,0.012615,333.02,459,2,0.004357,309.26
August,5,18:00,165,0,0.0,296.9,435,5,0.011494,329.06,808,13,0.016089,331.01,423,3,0.007092,315.62
August,5,18:30,139,0,0.0,300.74,392,4,0.010204,325.97,708,8,0.011299,330.17,376,2,0.005319,314.42
August,5,19:00,97,0,0.0,308.76,350,4,0.011429,323.09,633,5,0.007899,329.49,341,3,0.008798,311.94
August,5,19:30,72,2,0.027778,302.54,318,5,0.015723,322.11,559,5,0.008945,328.07,310,6,0.019355,316.1
August,5,20:00,56,8,0.142857,303.2,276,8,0.028986,316.8,479,6,0.012526,329.08,273,5,0.018315,312.43
August,5,20:30,48,10,0.208333,305.78,235,7,0.029787,311.42,416,4,0.009615,326.98,236,3,0.012712,307.26
