Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,1,7:30,21,6,0.285714,313.75,62,2,0.032258,300.34,183,6,0.032787,280.29,82,2,0.02439,284.58
August,1,8:00,52,1,0.019231,304.21,114,1,0.008772,311.71,313,3,0.009585,295.79,141,4,0.028369,285.85
August,1,8:30,92,0,0.0,311.65,169,2,0.011834,332.87,458,2,0.004367,314.6,202,5,0.024752,290.52
August,1,9:00,135,0,0.0,322.07,244,3,0.012295,351.99,639,7,0.010955,321.89,282,8,0.028369,301.06
August,1,9:30,172,0,0.0,329.99,302,3,0.009934,359.23,796,18,0.022613,326.02,349,14,0.040115,309.93
August,1,10:00,197,1,0.005076,337.45,369,2,0.00542,365.41,916,30,0.032751,337.02,409,18,0.04401,312.38
August,1,10:30,229,2,0.008734,339.91,419,5,0.011933,366.54,1010,48,0.047525,346.0,448,24,0.053571,323.2
August,1,11:00,246,1,0.004065,339.99,459,9,0.019608,371.24,1078,37,0.034323,352.89,481,21,0.043659,328.35
August,1,11:30,256,2,0.007812,337.99,501,13,0.025948,379.87,1124,45,0.040036,354.57,506,18,0.035573,327.12
August,1,12:00,264,4,0.015152,336.3,545,10,0.018349,382.75,1138,66,0.057996,354.58,519,16,0.030829,327.15
August,1,12:30,265,2,0.007547,344.97,558,11,0.019713,384.95,1141,61,0.053462,358.11,529,14,0.026465,335.45
August,1,13:00,266,2,0.007519,351.15,572,11,0.019231,377.04,1136,37,0.03257,365.14,533,14,0.026266,338.65
August,1,13:30,269,1,0.003717,348.49,584,12,0.020548,375.0,1136,35,0.03081,366.07,544,19,0.034926,336.58
August,1,14:00,271,1,0.00369,346.57,606,14,0.023102,381.73,1152,38,0.032986,366.56,556,27,0.048561,333.69
August,1,14:30,277,4,0.01444,346.27,618,15,0.024272,383.44,1150,42,0.036522,365.41,554,30,0.054152,336.52
August,1,15:00,275,8,0.029091,342.24,621,8,0.012882,385.68,1140,53,0.046491,365.77,548,23,0.041971,340.11
August,1,15:30,275,10,0.036364,346.98,614,7,0.011401,384.78,1131,60,0.05305,367.22,545,21,0.038532,338.5
August,1,16:00,268,3,0.011194,350.3,611,7,0.011457,390.53,1112,32,0.028777,367.32,557,15,0.02693,338.86
August,1,16:30,251,0,0.0,351.92,590,7,0.011864,387.31,1063,20,0.018815,367.2,536,12,0.022388,337.21
August,1,17:00,222,0,0.0,349.06,562,7,0.012456,382.06,1002,21,0.020958,367.46,496,9,0.018145,341.2
August,1,17:30,196,0,0.0,345.34,526,8,0.015209,383.9,920,21,0.022826,368.36,455,7,0.015385,334.46
August,1,18:00,172,1,0.005814,349.39,481,9,0.018711,387.22,812,17,0.020936,370.52,407,5,0.012285,331.65
August,1,18:30,145,2,0.013793,365.13,430,6,0.013953,380.27,732,14,0.019126,369.71,364,8,0.021978,333.92
August,1,19:00,101,1,0.009901,366.72,392,8,0.020408,375.97,650,16,0.024615,363.27,329,14,0.042553,335.11
August,1,19:30,74,0,0.0,353.23,346,6,0.017341,367.55,570,14,0.024561,364.41,293,14,0.047782,335.32
August,1,20:00,57,0,0.0,345.83,295,4,0.013559,372.08,487,17,0.034908,361.33,252,10,0.039683,329.43
August,1,20:30,46,0,0.0,336.74,261,3,0.011494,374.35,414,6,0.014493,356.06,221,12,0.054299,322.67
August,1,21:00,34,0,0.0,339.56,220,2,0.009091,364.87,349,1,0.002865,357.12,184,24,0.130435,331.11
August,1,21:30,26,0,0.0,328.87,181,2,0.01105,355.56,287,0,0.0,354.87,157,19,0.121019,337.91
August,1,22:00,22,2,0.090909,334.96,143,1,0.006993,351.35,233,0,0.0,352.65,127,6,0.047244,328.12
August,1,22:30,16,6,0.375,355.31,115,0,0.0,346.16,184,0,0.0,350.72,104,1,0.009615,313.67
August,1,23:00,12,5,0.416667,323.91,85,0,0.0,353.95,142,0,0.0,341.19,81,0,0.0,309.29
August,1,23:30,10,1,0.1,259.73,70,0,0.0,347.63,114,0,0.0,325.79,65,0,0.0,310.57
August,2,0:00,6,0,0.0,367.77,43,0,0.0,326.19,70,0,0.0,331.32,41,0,0.0,332.41
August,2,0:30,5,0,0.0,375.26,30,0,0.0,351.59,55,0,0.0,333.31,29,0,0.0,338.89
August,2,1:00,3,0,0.0,370.36,13,0,0.0,360.16,42,0,0.0,341.65,23,0,0.0,332.59
August,2,1:30,2,0,0.0,356.28,7,0,0.0,315.96,33,0,0.0,334.65,17,0,0.0,326.37
August,2,2:00,1,0,0.0,234.3,6,0,0.0,292.91,22,0,0.0,327.6,12,0,0.0,320.89
August,2,2:30,1,0,0.0,209.98,4,0,0.0,278.83,16,0,0.0,336.96,7,0,0.0,361.04
August,2,3:00,1,0,0.0,257.42,3,0,0.0,271.73,13,0,0.0,320.05,3,0,0.0,438.34
August,2,3:30,1,0,0.0,197.5,3,0,0.0,181.39,13,0,0.0,309.38,1,0,0.0,348.15
August,2,4:00,1,0,0.0,171.37,3,0,0.0,170.11,12,0,0.0,344.24,0,0,0.0,305.01
August,2,4:30,1,0,0.0,201.0,3,0,0.0,296.93,12,0,0.0,342.05,0,0,0.0,320.14
August,2,5:00,1,0,0.0,230.57,3,0,0.0,285.36,12,0,0.0,342.23,0,0,0.0,429.91
August,2,5:30,1,0,0.0,191.58,3,0,0.0,297.46,15,0,0.0,318.92,2,0,0.0,577.02
August,2,6:00,2,0,0.0,241.12,5,0,0.0,358.65,23,0,0.0,301.26,8,0,0.0,365.79
August,2,6:30,3,0,0.0,280.71,8,1,0.125,351.25,39,0,0.0,283.89,16,0,0.0,278.16
August,2,7:00,7,0,0.0,265.16,14,0,0.0,320.1,68,0,0.0,271.08,29,0,0.0,289.89
August,2,7:30,14,0,0.0,285.72,24,0,0.0,329.73,113,1,0.00885,271.76,49,1,0.020408,306.41
August,2,8:00,33,0,0.0,273.44,44,0,0.0,327.67,191,1,0.005236,284.19,81,0,0.0,305.29
August,2,8:30,57,0,0.0,283.13,71,0,0.0,328.66,277,1,0.00361,301.94,122,0,0.0,301.26
August,2,9:00,79,0,0.0,283.74,142,1,0.007042,318.42,384,5,0.013021,308.66,173,2,0.011561,306.04
August,2,9:30,99,0,0.0,283.36,199,2,0.01005,325.91,475,11,0.023158,320.36,215,5,0.023256,300.55
August,2,10:00,122,1,0.008197,293.38,247,3,0.012146,334.56,574,8,0.013937,328.3,258,8,0.031008,305.03
August,2,10:30,150,1,0.006667,299.53,286,5,0.017483,345.54,645,9,0.013953,337.33,300,11,0.036667,312.89
August,2,11:00,168,3,0.017857,299.32,326,5,0.015337,349.06,697,11,0.015782,341.57,334,9,0.026946,320.98
August,2,11:30,174,5,0.028736,298.95,364,5,0.013736,351.0,718,15,0.020891,346.7,352,5,0.014205,324.76
August,2,12:00,187,8,0.042781,307.89,384,5,0.013021,349.46,732,16,0.021858,348.03,369,4,0.01084,329.73
August,2,12:30,195,10,0.051282,310.01,399,8,0.02005,353.32,733,16,0.021828,347.85,379,6,0.015831,328.61
August,2,13:00,195,5,0.025641,316.02,418,10,0.023923,354.01,726,15,0.020661,350.4,382,8,0.020942,328.21
August,2,13:30,191,1,0.005236,321.27,435,11,0.025287,352.57,727,17,0.023384,352.41,379,10,0.026385,325.32
August,2,14:00,186,3,0.016129,322.29,445,11,0.024719,355.9,730,16,0.021918,352.86,378,12,0.031746,327.95
August,2,14:30,186,3,0.016129,319.39,438,8,0.018265,359.58,718,8,0.011142,351.77,380,18,0.047368,329.49
August,2,15:00,182,1,0.005495,315.24,433,4,0.009238,352.57,690,1,0.001449,353.35,367,11,0.029973,321.15
August,2,15:30,180,0,0.0,322.3,431,4,0.009281,348.63,667,1,0.001499,351.04,357,5,0.014006,319.27
August,2,16:00,178,0,0.0,326.1,427,3,0.007026,359.02,643,2,0.00311,352.39,345,4,0.011594,327.81
August,2,16:30,165,1,0.006061,312.61,408,2,0.004902,366.38,606,2,0.0033,351.37,323,3,0.009288,327.63
August,2,17:00,149,3,0.020134,317.85,391,2,0.005115,364.06,564,3,0.005319,353.06,300,3,0.01,328.41
August,2,17:30,129,2,0.015504,326.27,371,3,0.008086,366.01,535,2,0.003738,352.85,283,2,0.007067,329.89
August,2,18:00,115,1,0.008696,331.37,337,5,0.014837,368.61,506,3,0.005929,352.26,259,1,0.003861,334.14
August,2,18:30,100,1,0.01,336.64,308,4,0.012987,365.66,458,3,0.00655,355.03,236,1,0.004237,343.25
August,2,19:00,75,0,0.0,330.07,275,3,0.010909,358.92,414,4,0.009662,354.26,220,1,0.004545,341.75
August,2,19:30,59,0,0.0,325.01,243,4,0.016461,351.1,370,5,0.013514,352.26,196,0,0.0,336.93
August,2,20:00,47,0,0.0,305.09,214,6,0.028037,348.46,328,5,0.015244,352.72,170,0,0.0,325.21
August,2,20:30,38,0,0.0,293.11,185,4,0.021622,334.97,280,3,0.010714,350.77,153,2,0.013072,318.84
August,2,21:00,29,0,0.0,305.99,154,3,0.019481,329.38,236,2,0.008475,349.68,130,3,0.023077,320.48
August,2,21:30,21,0,0.0,326.71,130,2,0.015385,332.6,193,1,0.005181,344.23,109,1,0.009174,324.75
August,2,22:00,15,0,0.0,357.21,103,1,0.009709,330.99,160,0,0.0,334.11,93,0,0.0,322.72
August,2,22:30,11,0,0.0,330.68,82,1,0.012195,329.54,133,0,0.0,328.72,78,0,0.0,322.37
August,2,23:00,9,0,0.0,325.92,63,1,0.015873,313.04,105,0,0.0,326.43,63,0,0.0,315.98
August,2,23:30,7,0,0.0,286.83,48,0,0.0,312.48,90,0,0.0,323.52,52,0,0.0,302.3
August,3,0:00,3,0,0.0,418.53,37,0,0.0,301.6,56,0,0.0,319.77,38,0,0.0,303.34
August,3,0:30,3,0,0.0,440.44,27,0,0.0,305.89,45,0,0.0,327.91,27,0,0.0,302.73
August,3,1:00,3,0,0.0,405.55,12,0,0.0,338.56,34,0,0.0,304.99,21,0,0.0,333.69
August,3,1:30,2,0,0.0,353.3,8,0,0.0,361.37,28,0,0.0,297.29,16,0,0.0,358.57
August,3,2:00,1,0,0.0,319.96,5,0,0.0,406.79,20,0,0.0,310.88,12,0,0.0,358.44
August,3,2:30,1,0,0.0,294.95,4,0,0.0,413.36,15,0,0.0,313.98,8,0,0.0,368.02
August,3,3:00,1,0,0.0,257.52,3,0,0.0,345.2,12,0,0.0,333.21,3,0,0.0,357.81
August,3,3:30,1,0,0.0,274.95,2,0,0.0,236.3,10,0,0.0,379.89,1,0,0.0,310.91
August,3,4:00,1,0,0.0,358.74,2,0,0.0,189.51,10,0,0.0,404.32,0,0,0.0,298.86
August,3,4:30,1,0,0.0,309.34,2,0,0.0,266.33,9,0,0.0,380.62,0,0,0.0,343.45
August,3,5:00,1,0,0.0,306.09,2,0,0.0,382.84,10,0,0.0,336.51,0,0,0.0,404.32
August,3,5:30,1,0,0.0,334.61,2,0,0.0,425.98,11,0,0.0,279.24,1,0,0.0,275.32
August,3,6:00,2,0,0.0,289.09,3,0,0.0,330.98,17,0,0.0,269.66,5,0,0.0,222.39
August,3,6:30,2,0,0.0,262.38,4,0,0.0,300.82,27,0,0.0,268.63,11,0,0.0,261.39
August,3,7:00,4,0,0.0,308.54,9,0,0.0,300.06,44,0,0.0,272.66,19,0,0.0,301.0
August,3,7:30,7,0,0.0,336.27,14,0,0.0,305.12,71,0,0.0,275.76,33,0,0.0,307.28
August,3,8:00,12,0,0.0,297.26,25,0,0.0,294.47,112,0,0.0,283.19,51,0,0.0,301.18
August,3,8:30,16,0,0.0,290.38,39,0,0.0,310.1,157,0,0.0,295.7,72,0,0.0,308.85
August,3,9:00,20,0,0.0,283.91,79,0,0.0,318.79,201,0,0.0,304.97,100,0,0.0,301.46
August,3,9:30,24,0,0.0,307.18,105,0,0.0,323.99,251,0,0.0,302.77,122,2,0.016393,292.96
August,3,10:00,28,0,0.0,310.76,130,0,0.0,322.4,306,0,0.0,303.34,144,9,0.0625,304.46
August,3,10:30,38,0,0.0,304.62,148,0,0.0,327.96,357,0,0.0,309.99,172,14,0.081395,318.07
August,3,11:00,38,0,0.0,307.32,167,5,0.02994,326.04,392,0,0.0,320.3,190,8,0.042105,314.02
August,3,11:30,43,0,0.0,312.37,192,14,0.072917,327.17,430,0,0.0,322.53,205,4,0.019512,312.01
August,3,12:00,57,0,0.0,310.82,214,10,0.046729,326.24,463,7,0.015119,320.42,218,2,0.009174,310.14
August,3,12:30,69,1,0.014493,311.68,239,16,0.066946,326.76,470,30,0.06383,321.73,221,3,0.013575,308.62
August,3,13:00,84,3,0.035714,313.12,264,17,0.064394,323.22,479,49,0.102296,329.28,224,7,0.03125,314.58
August,3,13:30,88,1,0.011364,312.07,278,22,0.079137,326.96,481,59,0.122661,331.02,234,7,0.029915,314.34
August,3,14:00,92,1,0.01087,316.97,294,15,0.05102,331.3,482,36,0.074689,333.32,235,3,0.012766,314.89
August,3,14:30,93,3,0.032258,320.1,295,3,0.010169,334.44,480,12,0.025,333.05,235,4,0.017021,314.37
August,3,15:00,92,2,0.021739,321.12,302,0,0.0,332.43,478,2,0.004184,335.23,233,3,0.012876,317.78
August,3,15:30,94,2,0.021277,315.63,309,3,0.009709,330.95,467,0,0.0,334.57,235,5,0.021277,316.83
August,3,16:00,92,1,0.01087,308.46,303,9,0.029703,331.76,459,0,0.0,331.83,226,3,0.013274,325.49
August,3,16:30,88,0,0.0,299.18,286,6,0.020979,331.62,445,0,0.0,336.2,221,5,0.022624,324.68
August,3,17:00,77,0,0.0,297.9,276,9,0.032609,331.92,419,0,0.0,334.75,211,2,0.009479,326.93
August,3,17:30,68,0,0.0,300.02,263,5,0.019011,328.84,394,0,0.0,329.31,204,1,0.004902,322.22
August,3,18:00,53,0,0.0,314.61,246,8,0.03252,329.03,354,0,0.0,329.98,190,2,0.010526,314.46
August,3,18:30,44,0,0.0,306.91,220,15,0.068182,323.81,328,0,0.0,329.97,174,1,0.005747,311.81
August,3,19:00,35,0,0.0,298.58,197,20,0.101523,318.68,301,0,0.0,331.68,160,0,0.0,315.07
August,3,19:30,31,0,0.0,295.0,178,14,0.078652,328.04,274,0,0.0,330.01,157,1,0.006369,324.65
August,3,20:00,30,0,0.0,310.85,155,3,0.019355,325.71,251,0,0.0,323.09,145,2,0.013793,322.63
August,3,20:30,26,0,0.0,312.37,138,0,0.0,321.67,227,0,0.0,325.35,130,1,0.007692,318.86
August,3,21:00,22,0,0.0,320.7,121,0,0.0,322.44,197,0,0.0,327.37,106,0,0.0,321.3
August,3,21:30,17,0,0.0,344.22,104,0,0.0,328.32,169,0,0.0,322.25,94,0,0.0,326.01
August,3,22:00,15,1,0.066667,311.49,84,0,0.0,323.49,147,0,0.0,321.57,83,0,0.0,322.79
August,3,22:30,14,3,0.214286,327.13,67,0,0.0,308.61,128,0,0.0,320.34,71,1,0.014085,318.36
August,3,23:00,9,1,0.111111,362.61,54,0,0.0,281.83,101,0,0.0,318.28,58,0,0.0,326.76
August,3,23:30,8,0,0.0,319.19,44,0,0.0,282.18,87,0,0.0,315.29,52,0,0.0,348.39
August,4,0:00,4,0,0.0,344.16,27,0,0.0,340.51,60,0,0.0,328.25,35,0,0.0,310.09
August,4,0:30,3,0,0.0,330.94,24,0,0.0,329.92,50,0,0.0,323.11,27,0,0.0,310.63
August,4,1:00,2,0,0.0,351.98,13,0,0.0,350.81,37,0,0.0,323.9,20,0,0.0,320.74
August,4,1:30,2,0,0.0,341.01,7,0,0.0,342.05,26,0,0.0,326.3,15,0,0.0,307.95
August,4,2:00,2,0,0.0,379.64,5,0,0.0,294.08,18,0,0.0,316.03,11,0,0.0,300.47
August,4,2:30,1,0,0.0,312.82,5,0,0.0,294.04,15,0,0.0,337.94,9,0,0.0,314.22
August,4,3:00,1,0,0.0,244.94,4,0,0.0,342.13,12,0,0.0,332.66,5,0,0.0,338.95
August,4,3:30,1,0,0.0,177.52,3,0,0.0,409.87,11,0,0.0,323.93,5,0,0.0,304.4
August,4,4:00,1,0,0.0,177.88,3,0,0.0,327.74,11,0,0.0,311.93,4,0,0.0,300.71
August,4,4:30,1,0,0.0,173.69,3,0,0.0,303.04,10,0,0.0,297.8,4,0,0.0,261.74
August,4,5:00,1,0,0.0,240.06,3,0,0.0,373.52,13,0,0.0,305.72,4,0,0.0,280.97
August,4,5:30,1,0,0.0,276.15,4,0,0.0,390.65,17,0,0.0,274.77,5,0,0.0,283.81
August,4,6:00,2,0,0.0,295.51,5,1,0.2,283.47,28,0,0.0,264.63,12,0,0.0,247.16
August,4,6:30,4,0,0.0,257.05,10,3,0.3,302.0,50,0,0.0,279.28,21,0,0.0,241.22
August,4,7:00,9,0,0.0,242.78,27,1,0.037037,284.99,88,0,0.0,265.88,39,0,0.0,258.06
August,4,7:30,17,0,0.0,283.82,49,0,0.0,273.58,153,0,0.0,270.39,68,0,0.0,264.53
August,4,8:00,46,0,0.0,294.04,92,1,0.01087,280.95,282,0,0.0,290.34,124,1,0.008065,266.87
August,4,8:30,86,1,0.011628,303.92,148,3,0.02027,294.33,435,2,0.004598,306.16,192,4,0.020833,277.66
August,4,9:00,133,3,0.022556,304.2,230,2,0.008696,305.51,614,8,0.013029,321.57,294,9,0.030612,288.15
August,4,9:30,177,5,0.028249,312.29,299,4,0.013378,314.38,787,17,0.021601,334.91,372,24,0.064516,299.98
August,4,10:00,212,2,0.009434,317.35,374,12,0.032086,320.61,940,29,0.030851,339.43,446,26,0.058296,308.42
August,4,10:30,238,0,0.0,314.31,426,22,0.051643,330.18,1054,27,0.025617,347.18,497,39,0.078471,312.02
August,4,11:00,250,0,0.0,319.53,464,19,0.040948,337.65,1131,33,0.029178,355.18,536,29,0.054104,314.98
August,4,11:30,259,2,0.007722,323.6,498,21,0.042169,341.3,1167,54,0.046272,358.98,568,29,0.051056,317.2
August,4,12:00,262,5,0.019084,318.42,537,18,0.03352,340.67,1197,55,0.045948,358.13,595,34,0.057143,321.32
August,4,12:30,265,3,0.011321,309.28,557,22,0.039497,344.04,1198,43,0.035893,359.67,603,38,0.063018,324.17
August,4,13:00,262,3,0.01145,311.96,572,22,0.038462,343.56,1189,36,0.030278,363.09,599,31,0.051753,325.41
August,4,13:30,262,1,0.003817,321.72,584,26,0.044521,337.54,1187,46,0.038753,367.61,606,25,0.041254,320.32
August,4,14:00,267,2,0.007491,322.81,609,19,0.031199,337.62,1205,47,0.039004,369.16,623,22,0.035313,318.79
August,4,14:30,271,6,0.02214,324.44,614,15,0.02443,340.53,1214,47,0.038715,369.06,633,22,0.034755,324.39
August,4,15:00,272,8,0.029412,324.15,613,12,0.019576,341.54,1212,27,0.022277,368.17,632,18,0.028481,325.99
August,4,15:30,276,8,0.028986,327.08,618,8,0.012945,341.59,1207,13,0.010771,369.23,624,21,0.033654,328.43
August,4,16:00,269,3,0.011152,326.73,619,7,0.011309,345.59,1200,13,0.010833,367.08,625,16,0.0256,333.13
August,4,16:30,258,1,0.003876,323.17,606,8,0.013201,349.03,1165,13,0.011159,367.71,611,18,0.02946,336.72
August,4,17:00,236,2,0.008475,325.41,578,7,0.012111,347.85,1101,12,0.010899,367.61,582,16,0.027491,336.29
August,4,17:30,213,1,0.004695,320.09,545,7,0.012844,350.2,1021,18,0.01763,367.16,545,14,0.025688,328.85
August,4,18:00,179,0,0.0,318.22,502,10,0.01992,349.67,944,20,0.021186,367.25,496,9,0.018145,330.76
August,4,18:30,153,0,0.0,327.23,461,14,0.030369,348.06,833,15,0.018007,371.1,439,9,0.020501,330.71
August,4,19:00,108,0,0.0,327.31,414,11,0.02657,344.59,736,21,0.028533,374.55,398,17,0.042714,324.62
August,4,19:30,83,0,0.0,326.18,380,12,0.031579,336.79,658,21,0.031915,372.84,367,29,0.079019,326.08
August,4,20:00,62,1,0.016129,323.54,332,17,0.051205,333.17,574,22,0.038328,370.02,321,27,0.084112,322.39
August,4,20:30,49,4,0.081633,327.88,278,11,0.039568,329.0,485,10,0.020619,363.84,273,15,0.054945,321.51
August,4,21:00,39,6,0.153846,323.85,228,7,0.030702,326.87,406,2,0.004926,358.19,227,12,0.052863,322.02
August,4,21:30,30,2,0.066667,310.58,188,2,0.010638,331.01,342,0,0.0,350.77,189,6,0.031746,328.91
August,4,22:00,23,3,0.130435,312.78,149,0,0.0,325.5,272,0,0.0,345.16,154,1,0.006494,324.43
August,4,22:30,17,9,0.529412,321.3,116,0,0.0,315.87,212,0,0.0,337.37,129,1,0.007752,326.71
August,4,23:00,13,3,0.230769,314.86,86,0,0.0,298.28,163,0,0.0,336.28,102,2,0.019608,331.31
August,4,23:30,10,0,0.0,317.59,68,0,0.0,288.97,128,0,0.0,347.88,80,1,0.0125,320.17
August,5,0:00,5,0,0.0,316.93,35,0,0.0,295.67,74,0,0.0,326.5,47,0,0.0,308.76
August,5,0:30,5,0,0.0,297.76,27,0,0.0,300.38,58,0,0.0,325.09,36,0,0.0,333.21
August,5,1:00,3,0,0.0,314.3,14,0,0.0,305.83,42,0,0.0,317.63,27,0,0.0,353.48
August,5,1:30,3,0,0.0,300.86,8,0,0.0,293.75,31,0,0.0,290.87,20,0,0.0,338.73
August,5,2:00,2,0,0.0,384.59,5,0,0.0,304.32,22,0,0.0,279.36,13,0,0.0,311.53
August,5,2:30,1,0,0.0,330.5,4,0,0.0,345.55,18,0,0.0,272.03,9,0,0.0,309.6
August,5,3:00,1,0,0.0,245.91,4,0,0.0,309.73,14,0,0.0,275.74,3,0,0.0,322.96
August,5,3:30,1,0,0.0,187.21,3,0,0.0,235.51,13,0,0.0,287.92,1,0,0.0,289.33
August,5,4:00,1,0,0.0,219.56,3,0,0.0,187.34,11,0,0.0,289.18,0,0,0.0,277.0
August,5,4:30,1,0,0.0,274.95,3,0,0.0,199.49,12,0,0.0,272.47,0,0,0.0,288.06
August,5,5:00,2,0,0.0,265.34,3,0,0.0,185.47,14,0,0.0,275.75,0,0,0.0,304.61
August,5,5:30,2,0,0.0,218.43,4,0,0.0,222.63,19,0,0.0,275.36,2,0,0.0,280.12
August,5,6:00,3,0,0.0,219.64,6,1,0.166667,263.72,31,0,0.0,248.88,12,0,0.0,232.47
August,5,6:30,5,0,0.0,206.34,11,4,0.363636,284.47,54,0,0.0,238.58,24,0,0.0,235.08
August,5,7:00,10,0,0.0,236.22,28,1,0.035714,269.31,94,0,0.0,250.87,44,0,0.0,261.85
August,5,7:30,20,0,0.0,276.9,50,0,0.0,271.07,156,0,0.0,262.76,74,0,0.0,271.36
August,5,8:00,50,2,0.04,269.43,94,1,0.010638,279.12,269,0,0.0,281.25,127,0,0.0,273.16
August,5,8:30,87,7,0.08046,281.39,149,2,0.013423,294.02,402,0,0.0,295.65,190,0,0.0,277.62
August,5,9:00,129,8,0.062016,296.38,217,1,0.004608,300.81,575,1,0.001739,305.44,272,0,0.0,285.0
August,5,9:30,169,5,0.029586,298.88,280,0,0.0,309.52,723,5,0.006916,312.78,339,2,0.0059,295.55
August,5,10:00,199,1,0.005025,299.05,337,2,0.005935,315.1,848,10,0.011792,317.73,404,6,0.014851,303.62
August,5,10:30,223,1,0.004484,299.61,379,7,0.01847,322.46,946,16,0.016913,324.27,451,11,0.02439,308.25
August,5,11:00,237,3,0.012658,302.75,422,6,0.014218,327.49,1014,14,0.013807,328.63,488,10,0.020492,315.24
August,5,11:30,249,2,0.008032,303.55,451,9,0.019956,330.1,1051,14,0.013321,330.15,520,9,0.017308,315.54
August,5,12:00,253,4,0.01581,303.47,479,6,0.012526,336.02,1060,23,0.021698,332.44,540,8,0.014815,316.24
August,5,12:30,255,7,0.027451,299.51,497,5,0.01006,339.22,1066,27,0.025328,335.86,543,11,0.020258,316.48
August,5,13:00,255,2,0.007843,303.06,519,3,0.00578,339.3,1066,14,0.013133,337.01,542,10,0.01845,316.89
August,5,13:30,255,0,0.0,307.97,531,7,0.013183,335.33,1065,10,0.00939,339.58,544,10,0.018382,318.18
August,5,14:00,261,0,0.0,307.05,556,7,0.01259,334.0,1081,11,0.010176,342.01,559,9,0.0161,317.69
August,5,14:30,264,0,0.0,310.63,565,4,0.00708,336.23,1085,12,0.01106,345.29,560,6,0.010714,316.85
August,5,15:00,262,0,0.0,313.34,563,3,0.005329,333.97,1075,9,0.008372,344.53,558,4,0.007168,318.16
August,5,15:30,261,0,0.0,308.62,556,4,0.007194,333.56,1064,6,0.005639,344.99,562,4,0.007117,318.94
August,5,16:00,264,0,0.0,311.19,552,5,0.009058,339.76,1053,6,0.005698,344.23,565,4,0.00708,322.62
August,5,16:30,251,0,0.0,311.46,530,5,0.009434,342.05,1034,6,0.005803,342.16,547,4,0.007313,323.65
August,5,17:00,223,0,0.0,308.24,502,5,0.00996,343.99,980,8,0.008163,344.19,510,3,0.005882,319.69
August,5,17:30,192,0,0.0,305.34,484,5,0.010331,343.38,915,11,0.012022,343.01,482,2,0.004149,318.54
August,5,18:00,174,0,0.0,305.8,456,5,0.010965,338.93,848,13,0.01533,340.94,444,3,0.006757,325.09
August,5,18:30,146,0,0.0,309.77,411,4,0.009732,335.75,744,8,0.010753,340.07,395,2,0.005063,323.86
August,5,19:00,102,0,0.0,318.02,367,4,0.010899,332.79,665,5,0.007519,339.37,358,3,0.00838,321.29
August,5,19:30,76,2,0.026316,311.62,334,5,0.01497,331.78,587,5,0.008518,337.91,325,6,0.018462,325.58
August,5,20:00,59,8,0.135593,312.29,290,8,0.027586,326.31,503,6,0.011928,338.96,287,5,0.017422,321.8
August,5,20:30,50,10,0.2,314.95,246,7,0.028455,320.76,436,4,0.009174,336.79,248,3,0.012097,316.48
