Portfolio,Date,slot,interval_cv,cv_share
A,2025-08-03,42,20.750509977108948,0.014049092740087303
A,2025-08-03,43,16.524311806631534,0.011187753423582622
A,2025-08-03,44,14.597904089006311,0.009883482795535756
A,2025-08-03,45,13.121708641588462,0.008884027516309047
A,2025-08-03,46,8.839760757947948,0.005984942964081211
A,2025-08-03,47,7.209444885391951,0.004881140748403488
A,2025-08-04,0,3.706604335693207,0.0007302215003335711
A,2025-08-04,1,2.929784943208523,0.0005771837949583379
A,2025-08-04,2,2.21452340175599,0.00043627332579905244
A,2025-08-04,3,1.590407172199259,0.00031331898585485797
A,2025-08-04,4,1.5146301753882994,0.0002983904994854806
A,2025-08-04,5,0.7742491107275078,0.0001525313456909984
A,2025-08-04,6,0.5092809174202237,0.0001003311500039842
A,2025-08-04,7,0.7455208261104793,0.00014687171515178867
A,2025-08-04,8,0.8222152842631362,0.0001619809464663389
A,2025-08-04,9,0.7847616071956426,0.00015460236548377513
A,2025-08-04,10,0.9748915620705039,0.00019205901538031991
A,2025-08-04,11,1.3935688915638056,0.0002745407587793155
A,2025-08-04,12,2.1148350086276695,0.0004166341624561997
A,2025-08-04,13,3.567062372696754,0.0007027309638882494
A,2025-08-04,14,8.342954399005649,0.0016436080376291665
A,2025-08-04,15,16.50630974730467,0.003251834071573024
A,2025-08-04,16,43.82285346028005,0.008633343865303398
A,2025-08-04,17,81.579186355165,0.016071549715359536
A,2025-08-04,18,126.68985786647704,0.024958600840519513
A,2025-08-04,19,168.79531938421957,0.03325360901974381
A,2025-08-04,20,201.70721932692032,0.03973743485557926
A,2025-08-04,21,226.74844746113249,0.04467069492930112
A,2025-08-04,22,237.70816194444106,0.04682981913799075
A,2025-08-04,23,246.46492194047644,0.04855494916085036
A,2025-08-04,24,249.97912987723612,0.049247267509305775
A,2025-08-04,25,252.1280682036098,0.04967062021347711
A,2025-08-04,26,249.9773165374854,0.04924691027137222
A,2025-08-04,27,249.8839721988864,0.04922852092176643
A,2025-08-04,28,254.42294097957117,0.050122722809214176
A,2025-08-04,29,257.67235112612957,0.050762874532334426
A,2025-08-04,30,259.04078648875753,0.05103246384727296
A,2025-08-04,31,262.6480380348374,0.05174311230000736
A,2025-08-04,32,256.41507532317456,0.05051518426382477
A,2025-08-04,33,245.74061774726266,0.04841225723941345
A,2025-08-04,34,224.49255572483005,0.044226271813402294
A,2025-08-04,35,202.45448646864318,0.039884650604539634
A,2025-08-04,36,170.37867917755878,0.03356553963308881
A,2025-08-04,37,145.47269976974232,0.028658924304519766
A,2025-08-04,38,103.21668366291577,0.020334256040763547
A,2025-08-04,39,78.76048774440966,0.015516250540663842
A,2025-08-04,40,59.38544904828236,0.011699261041820796
A,2025-08-04,41,46.56354833600778,0.009173275873918002
A,2025-08-04,42,36.97965181835325,0.007285195393686612
A,2025-08-04,43,28.34255676479418,0.005583640024585141
A,2025-08-04,44,22.086159293037444,0.0043510952113942954
A,2025-08-04,45,15.744114686419953,0.0031016774401930562
A,2025-08-04,46,12.68483753806294,0.0024989829665214617
A,2025-08-04,47,9.522225955648562,0.0018759310393318678
A,2025-08-05,0,4.884363805003112,0.0009992560975865612
A,2025-08-05,1,4.311248739414775,0.0008820066979162795
A,2025-08-05,2,3.3108510339187727,0.0006773426828802727
A,2025-08-05,3,2.4065284748403677,0.0004923339760311718
A,2025-08-05,4,1.8719436215619731,0.00038296718935392247
A,2025-08-05,5,1.2563520865916136,0.0002570278409557311
A,2025-08-05,6,1.1124946624491499,0.00022759710770236288
A,2025-08-05,7,1.1469445001430418,0.00023464494683777452
A,2025-08-05,8,1.1528468361071198,0.00023585246237870698
A,2025-08-05,9,1.2257053408991476,0.00025075804846545573
A,2025-08-05,10,1.6403303032358576,0.00033558312259326055
A,2025-08-05,11,2.2323780189272013,0.00045670581401947657
A,2025-08-05,12,2.837037676878414,0.0005804086900324087
A,2025-08-05,13,4.530073161562404,0.0009267743783883805
A,2025-08-05,14,9.46547792027719,0.0019364725696148096
A,2025-08-05,15,18.877302859180077,0.003861968670045024
A,2025-08-05,16,47.43277200322918,0.009703922259253105
A,2025-08-05,17,82.62010584522442,0.016902640312034454
A,2025-08-05,18,123.1096693884955,0.025186102575387788
A,2025-08-05,19,160.95260167851004,0.03292810999969518
A,2025-08-05,20,189.53783257270248,0.038776152326657626
A,2025-08-05,21,211.9213448284114,0.04335543061137713
A,2025-08-05,22,225.6944630726769,0.04617317165971295
A,2025-08-05,23,236.97459382718193,0.04848089071750858
A,2025-08-05,24,240.86643916127602,0.04927709475476187
A,2025-08-05,25,242.40459529173947,0.049591774814185655
A,2025-08-05,26,242.523342434182,0.04961606841943167
A,2025-08-05,27,242.71266674306037,0.0496548008885148
A,2025-08-05,28,248.96119780349412,0.05093314194015837
A,2025-08-05,29,251.13483211866463,0.05137782981151077
A,2025-08-05,30,249.51697470515867,0.05104684425228287
A,2025-08-05,31,248.53198714222725,0.050845332885071044
A,2025-08-05,32,251.0482773179333,0.05136012220088652
A,2025-08-05,33,239.10554742012295,0.04891684685354397
A,2025-08-05,34,212.36404950531647,0.043446000307961634
A,2025-08-05,35,183.12584326093366,0.03746437055256417
A,2025-08-05,36,165.3174369412531,0.033821079570632795
A,2025-08-05,37,138.75054814284772,0.02838595502104086
A,2025-08-05,38,97.25724386387367,0.0198971448166681
A,2025-08-05,39,71.97422230612365,0.014724677231203694
A,2025-08-05,40,55.93718319302504,0.01144377724898221
A,2025-08-05,41,47.96073700873767,0.009811934739921781
A,2025-08-05,42,36.04858469830801,0.0073749150364787255
A,2025-08-05,43,26.677143903656155,0.005457680831353551
A,2025-08-05,44,20.927216304737144,0.004281345397859481
A,2025-08-05,45,14.331445045337533,0.002931965025641885
A,2025-08-05,46,11.18714141632978,0.002288695052440626
A,2025-08-05,47,8.830082014239567,0.0018064815904745431
A,2025-08-06,0,3.924467981602802,0.0009670941305083298
A,2025-08-06,1,2.7790212211386662,0.0006848253378853293
A,2025-08-06,2,2.212605124752812,0.0005452452254196185
A,2025-08-06,3,1.820098694461427,0.00044852111741287013
A,2025-08-06,4,1.44365187005688,0.0003557545268745392
A,2025-08-06,5,1.427929526930032,0.00035188011999261507
A,2025-08-06,6,1.3789093852872938,0.00033980024280120597
A,2025-08-06,7,1.0971153664293678,0.00027035864130837056
A,2025-08-06,8,0.995673516660161,0.0002453606497437558
A,2025-08-06,9,0.9866676641651054,0.0002431413662309279
A,2025-08-06,10,1.1406172335379412,0.0002810786677027948
A,2025-08-06,11,1.6302572912567879,0.00040173910578038144
A,2025-08-06,12,2.2700055551829905,0.0005593902304541623
A,2025-08-06,13,3.643435379678888,0.0008978401625625649
A,2025-08-06,14,7.975313931817503,0.0019653311808323073
A,2025-08-06,15,16.956079629721785,0.004178432634234053
A,2025-08-06,16,42.64991064093962,0.010510081478792416
A,2025-08-06,17,74.53372625151862,0.018367108489777875
A,2025-08-06,18,108.41692571192151,0.02671683728731432
A,2025-08-06,19,136.37783395725356,0.03360715474550359
A,2025-08-06,20,160.46430351258192,0.03954270663198174
A,2025-08-06,21,179.92664359058227,0.04433874903661465
A,2025-08-06,22,192.980842694017,0.0475556536949278
A,2025-08-06,23,199.67994006368522,0.04920649089790173
A,2025-08-06,24,200.61438948584907,0.04943676428926788
A,2025-08-06,25,201.46417337873876,0.04964617382423331
A,2025-08-06,26,203.36131575823754,0.05011368057127588
A,2025-08-06,27,201.62540863260918,0.049685906513703595
A,2025-08-06,28,203.40374925927333,0.05012413732362576
A,2025-08-06,29,204.9153057562534,0.05049662537118122
A,2025-08-06,30,204.34957840356168,0.050357214983627815
A,2025-08-06,31,203.76924512889227,0.05021420530529627
A,2025-08-06,32,200.38018200267143,0.04937904928602056
A,2025-08-06,33,189.32481262677214,0.046654709863669826
A,2025-08-06,34,171.48853352938877,0.042259372481367366
A,2025-08-06,35,152.4266889156444,0.03756202289690597
A,2025-08-06,36,137.79095746306362,0.0339553862649245
A,2025-08-06,37,114.69284122938772,0.02826339113587672
A,2025-08-06,38,78.214209304084,0.01927407819223361
A,2025-08-06,39,58.296068285702624,0.014365714215303752
A,2025-08-06,40,45.780144490292706,0.011281455024714811
A,2025-08-06,41,38.382173949057325,0.009458396734612452
A,2025-08-06,42,30.320142168878192,0.007471695950931048
A,2025-08-06,43,23.04064074220892,0.005677831626961291
A,2025-08-06,44,17.073068655862684,0.004207261866895684
A,2025-08-06,45,12.279052825199615,0.0030258878327253857
A,2025-08-06,46,10.214258079985258,0.0025170670478031685
A,2025-08-06,47,8.081084133204987,0.001991395794284127
A,2025-08-07,0,4.844764448532891,0.0011212137117641498
A,2025-08-07,1,3.2679996123396644,0.0007563063208376914
A,2025-08-07,2,2.5987862209310757,0.0006014316641821513
A,2025-08-07,3,1.8931099884796174,0.0004381184884238874
A,2025-08-07,4,1.16956873602178,0.0002706708484197593
A,2025-08-07,5,0.6601219429315808,0.00015277064173376087
A,2025-08-07,6,0.8451402330805904,0.00019558903797282814
A,2025-08-07,7,0.953585413627983,0.0002206862794788204
A,2025-08-07,8,0.821592072710964,0.00019013933642929044
A,2025-08-07,9,0.6047295476718345,0.00013995129545749468
A,2025-08-07,10,0.9989678422300974,0.00023118904009027943
A,2025-08-07,11,1.8041181234737347,0.00041752328708024406
A,2025-08-07,12,2.892793201321738,0.0006694730852399301
A,2025-08-07,13,4.698410861882446,0.0010873434070544888
A,2025-08-07,14,9.092981371505614,0.0021043696763493667
A,2025-08-07,15,17.723422752319472,0.004101694689266251
A,2025-08-07,16,44.78499426354178,0.010364497630997867
A,2025-08-07,17,77.58401663296438,0.017955106834752228
A,2025-08-07,18,109.88523941620065,0.02543051132057409
A,2025-08-07,19,139.1247953263604,0.03219736064021301
A,2025-08-07,20,165.64683953343032,0.038335301905445575
A,2025-08-07,21,190.19806169459773,0.044017139943207065
A,2025-08-07,22,204.42901885013902,0.04731058061794469
A,2025-08-07,23,211.56566927963405,0.048962200712713275
A,2025-08-07,24,215.5900447295377,0.04989355351296869
A,2025-08-07,25,216.40473819451472,0.050082096319026784
A,2025-08-07,26,213.16620712560288,0.049332609841611405
A,2025-08-07,27,214.21954075415755,0.049576380642017484
A,2025-08-07,28,219.20888698223035,0.050731054612874416
A,2025-08-07,29,219.65765671630123,0.05083491245459413
A,2025-08-07,30,220.71311597584886,0.05107917518533878
A,2025-08-07,31,218.36864421057274,0.05053659898416402
A,2025-08-07,32,216.8288853471661,0.05018025580818471
A,2025-08-07,33,209.02267971948777,0.04837368195313302
A,2025-08-07,34,186.49717612948564,0.04316065173096173
A,2025-08-07,35,161.70631186268187,0.037423353821495454
A,2025-08-07,36,143.51364875450417,0.033213063817288634
A,2025-08-07,37,121.14741766340046,0.028036893696690688
A,2025-08-07,38,84.98041695515805,0.019666840304364278
A,2025-08-07,39,63.65246157769199,0.014730956162391111
A,2025-08-07,40,50.15862499389913,0.011608105761143054
A,2025-08-07,41,41.496856687019374,0.009603530823193561
A,2025-08-07,42,31.712361575132842,0.0073391255670291235
A,2025-08-07,43,23.39373530879443,0.005413963274425926
A,2025-08-07,44,18.42488154774042,0.004264031832386119
A,2025-08-07,45,13.552105357647129,0.003136335421811416
A,2025-08-07,46,10.785108473825913,0.0024959751154422388
A,2025-08-07,47,8.709765991668496,0.0020156829418348753
A,2025-08-08,0,5.361303024607066,0.0011858666278715033
A,2025-08-08,1,4.325861935158041,0.0009568374110059813
A,2025-08-08,2,3.1711276571254,0.0007014217334937846
A,2025-08-08,3,2.7323907669015504,0.0006043775197747291
A,2025-08-08,4,2.0139253759738107,0.0004454601583662488
A,2025-08-08,5,1.2004406686867746,0.0002655254741620824
A,2025-08-08,6,0.8134115449814816,0.00017991850143363894
A,2025-08-08,7,0.9813404646290963,0.00021706269954193682
A,2025-08-08,8,1.1125049837878338,0.00024607497982478076
A,2025-08-08,9,1.0964632925889974,0.00024252671811302753
A,2025-08-08,10,1.2468645577469077,0.00027579397428597826
A,2025-08-08,11,1.7756634727668352,0.00039275900746888636
A,2025-08-08,12,2.2690976056236436,0.0005019017044069107
A,2025-08-08,13,3.8773202495416412,0.0008576244745723603
A,2025-08-08,14,9.25956451312955,0.0020481230951403563
A,2025-08-08,15,17.942131429753136,0.003968620090633297
A,2025-08-08,16,44.9955507428966,0.009952565968346958
A,2025-08-08,17,79.48555297280026,0.017581409637867786
A,2025-08-08,18,115.75100563825985,0.02560296519315635
A,2025-08-08,19,145.56643776778708,0.03219784069183523
A,2025-08-08,20,167.60618996635196,0.037072813529385525
A,2025-08-08,21,196.47930504780243,0.043459257918116
A,2025-08-08,22,209.38264784971432,0.04631334834101179
A,2025-08-08,23,218.93527428310995,0.048426293802944026
A,2025-08-08,24,226.43317496744848,0.050084754471897475
A,2025-08-08,25,226.86753262347173,0.050180830042794014
A,2025-08-08,26,227.08102061205625,0.05022805145146124
A,2025-08-08,27,229.38581078919384,0.05073784799584027
A,2025-08-08,28,231.19410566429065,0.05113782474326269
A,2025-08-08,29,236.48469167078997,0.05230804947374253
A,2025-08-08,30,235.65953466645124,0.05212553299412768
A,2025-08-08,31,238.33477141205145,0.05271726861580435
A,2025-08-08,32,233.12521134089982,0.05156496601214329
A,2025-08-08,33,217.65317150962102,0.04814270548764013
A,2025-08-08,34,191.6327691388077,0.0423872526296854
A,2025-08-08,35,168.17125548065795,0.037197800371744735
A,2025-08-08,36,150.57840872717435,0.03330643855942808
A,2025-08-08,37,124.84388466971733,0.027614219126236968
A,2025-08-08,38,87.44985091437272,0.01934303271718043
A,2025-08-08,39,64.48833038124603,0.014264173939669549
A,2025-08-08,40,50.29578300924641,0.011124924355064458
A,2025-08-08,41,40.7721490195101,0.009018391731809357
A,2025-08-08,42,30.509257010739837,0.006748342625688971
A,2025-08-08,43,22.16949387356736,0.0049036703989310685
A,2025-08-08,44,18.509265693713203,0.004094064519733069
A,2025-08-08,45,13.59432716646747,0.0030069292560202326
A,2025-08-08,46,10.265430845470224,0.0022706106714156654
A,2025-08-08,47,8.119393001311066,0.0017959285559192802
A,2025-08-09,0,5.242548055345906,0.0018590595940942928
A,2025-08-09,1,4.0145607581243015,0.0014236031057178375
A,2025-08-09,2,2.7613981194861426,0.0009792191913071428
A,2025-08-09,3,1.5288873225801907,0.0005421586250284364
A,2025-08-09,4,1.0579271497721083,0.000375151471550393
A,2025-08-09,5,1.0897089656045806,0.00038642161900871654
A,2025-08-09,6,1.0293885915788947,0.00036503141545350876
A,2025-08-09,7,0.9789825577746769,0.0003471569353810911
A,2025-08-09,8,0.977627381755644,0.0003466763765090936
A,2025-08-09,9,0.9821951997443427,0.0003482961701221073
A,2025-08-09,10,0.9455078056108293,0.00033528645589036497
A,2025-08-09,11,0.9997492075251598,0.0003545209955762978
A,2025-08-09,12,1.3168192905893303,0.0004669571952444434
A,2025-08-09,13,2.345353007440578,0.0008316854636314107
A,2025-08-09,14,5.415865500390942,0.0019205196809896957
A,2025-08-09,15,10.792374294878593,0.003827083083290281
A,2025-08-09,16,26.615261621858114,0.009438036036119899
A,2025-08-09,17,43.910706698778405,0.015571172588219292
A,2025-08-09,18,62.45010024629084,0.02214542561925207
A,2025-08-09,19,76.51409332760281,0.027132657208369788
A,2025-08-09,20,95.96609303117793,0.03403052944368012
A,2025-08-09,21,117.7800998270246,0.041765992846462624
A,2025-08-09,22,131.75688755205238,0.046722300550373186
A,2025-08-09,23,137.81667363090003,0.048871160862021285
A,2025-08-09,24,147.8306188782698,0.052422205275982195
A,2025-08-09,25,154.4607178702984,0.05477330420932568
A,2025-08-09,26,153.83535922824188,0.054551545825617685
A,2025-08-09,27,150.1329363143392,0.053238629898701845
A,2025-08-09,28,146.48245602175714,0.05194413334104864
A,2025-08-09,29,145.99819922637414,0.05177241107318232
A,2025-08-09,30,142.63504652897748,0.05057980373367996
A,2025-08-09,31,140.80324605603374,0.049930229097884304
A,2025-08-09,32,139.8126861759792,0.04957896672907064
A,2025-08-09,33,129.68626619286684,0.045988037657044976
A,2025-08-09,34,116.45407078461588,0.04129576978177868
A,2025-08-09,35,100.4406928729488,0.03561726697622298
A,2025-08-09,36,92.90220617150256,0.03294404474166757
A,2025-08-09,37,77.91521041805744,0.0276295072404459
A,2025-08-09,38,60.103587971932605,0.02131332906806121
A,2025-08-09,39,47.061588361730976,0.01668850651125212
A,2025-08-09,40,37.00187278437428,0.013121231483820666
A,2025-08-09,41,29.846119834436724,0.01058373043774352
A,2025-08-09,42,22.525010908940775,0.007987592520900984
A,2025-08-09,43,16.664238291450037,0.005909304358670226
A,2025-08-09,44,12.088431319244233,0.0042866777727816425
A,2025-08-09,45,8.460502452523087,0.0030001781746535772
A,2025-08-09,46,7.069697290340581,0.0025069848547307023
A,2025-08-09,47,5.500428900877004,0.001950506702438654
A,2025-08-10,0,2.3284529654404706,0.0018191038792503677
A,2025-08-10,1,2.2996758089391567,0.0017966217257337162
A,2025-08-10,2,2.0485966458889937,0.0016004661296007763
A,2025-08-10,3,1.678762376307964,0.0013115331064905969
A,2025-08-10,4,0.9210207391716543,0.000719547452477855
A,2025-08-10,5,0.5790252605239176,0.0004523634847843106
A,2025-08-10,6,0.8564464018735735,0.0006690987514637293
A,2025-08-10,7,0.7929813087967343,0.0006195166474974487
A,2025-08-10,8,0.4989890556620079,0.00038983519973594366
A,2025-08-10,9,0.5734438418306489,0.0004480030014301945
A,2025-08-10,10,0.4893171438777667,0.00038227901865450526
A,2025-08-10,11,0.9473407250929972,0.000740109941478904
A,2025-08-10,12,1.4880650362846073,0.0011625508095973495
A,2025-08-10,13,1.597326391040781,0.00124791124300061
A,2025-08-10,14,3.5761089427098525,0.0027938351114920722
A,2025-08-10,15,5.603330790598241,0.004377602180154876
A,2025-08-10,16,9.901958822766339,0.007735905330286202
A,2025-08-10,17,13.065438250221797,0.010207373632985779
A,2025-08-10,18,16.400237906305936,0.012812685864301513
A,2025-08-10,19,19.694725723262998,0.015386504471299217
A,2025-08-10,20,23.226379727203728,0.018145609161877914
A,2025-08-10,21,31.483020561574826,0.02459610981373033
A,2025-08-10,22,31.898183495727295,0.02492045585603695
A,2025-08-10,23,35.5657398124369,0.027785734228466332
A,2025-08-10,24,47.62601055410839,0.03720782074539718
A,2025-08-10,25,56.585378160200115,0.04420732668765634
A,2025-08-10,26,68.95640756019232,0.05387219340640025
A,2025-08-10,27,72.85341345256731,0.056916729259818215
A,2025-08-10,28,75.86042716106773,0.05926595871958417
A,2025-08-10,29,76.8679878683418,0.060053115522142035
A,2025-08-10,30,76.08400226779247,0.05944062677171287
A,2025-08-10,31,77.41942127996847,0.060483922874975365
A,2025-08-10,32,76.51288934019776,0.0597756947970295
A,2025-08-10,33,72.40286335895682,0.05656473699918502
A,2025-08-10,34,63.77921004015441,0.04982750784387063
A,2025-08-10,35,56.01810678346173,0.04376414592457948
A,2025-08-10,36,45.24272710804098,0.035345880553157016
A,2025-08-10,37,36.39552621624273,0.028434004856439633
A,2025-08-10,38,29.013083065878547,0.022666471145217616
A,2025-08-10,39,25.134240030963234,0.019636125024190026
A,2025-08-10,40,24.706314907527993,0.019301808521506245
A,2025-08-10,41,21.410184444834307,0.016726706597526803
A,2025-08-10,42,17.74797426161232,0.013865604891884625
A,2025-08-10,43,14.14924668650726,0.011054098973833797
A,2025-08-10,44,12.463153671414899,0.00973683880579289
A,2025-08-10,45,11.287500162254513,0.008818359501761339
A,2025-08-10,46,7.643168746226787,0.0059712255829896775
A,2025-08-10,47,6.326195137947912,0.004942339951521806
A,2025-08-11,0,3.5897461354470512,0.0007372655854276137
A,2025-08-11,1,2.8207335102545716,0.0005793250175096677
A,2025-08-11,2,2.1361349658338877,0.00043872149637171656
A,2025-08-11,3,1.526905292681997,0.0003135973080061608
A,2025-08-11,4,1.4627352346016023,0.0003004179984805098
A,2025-08-11,5,0.7410505169734848,0.00015219768268093752
A,2025-08-11,6,0.4657431094588191,9.565477705048657e-05
A,2025-08-11,7,0.6867027509142465,0.00014103568513334288
