Portfolio,Date,slot,interval_cct,interval_abandoned_calls,abd_share
A,2025-08-02,21,290.80305102131524,0.880003315481758,0.018307885790050077
A,2025-08-02,22,290.598932850513,2.518534170145452,0.0523964343476582
A,2025-08-02,23,290.2447238615092,4.918433439963796,0.10232474821475478
A,2025-08-02,24,298.91823430620724,7.9271146037490015,0.16491836593891018
A,2025-08-02,25,300.9804894708837,10.475195791658072,0.21792950640998426
A,2025-08-02,26,306.81673093472267,4.7682475923925525,0.09920023118596275
A,2025-08-02,27,311.91654277129715,1.4963140537528161,0.03112982226340405
A,2025-08-02,28,312.8997226839141,2.849050600543981,0.059272609644973585
A,2025-08-02,29,310.09135494971395,2.899488209753127,0.060321930678973006
A,2025-08-02,30,306.06265089348545,0.8143192709565407,0.016941372773291823
A,2025-08-02,31,312.91505093422484,0.03695317056560554,0.0007687862243166408
A,2025-08-02,32,316.6027216682278,0.036848355769497014,0.0007666056219456011
A,2025-08-02,33,303.5036044812969,0.7970922268029376,0.0165829755362409
A,2025-08-02,34,308.59318854018744,2.531556054231001,0.052667346016302304
A,2025-08-02,35,316.76457859516177,1.8159068161561231,0.03777873788732211
A,2025-08-02,36,321.7196814829187,0.7348336173978152,0.015287726427080074
A,2025-08-02,37,326.83410815196856,0.9342293207394675,0.019436021893225224
A,2025-08-02,38,320.45249686380214,0.3305561633763351,0.006877001915587132
A,2025-08-02,39,315.54238912014756,0.015475141358321353,0.0003219500604016767
A,2025-08-02,40,296.2077562461158,9.415566430088522e-05,1.958846197713712e-06
A,2025-08-02,41,284.5747321146926,0.0,0.0
A,2025-08-02,42,297.07387739755666,0.0,0.0
A,2025-08-02,43,317.1931448409306,0.0,0.0
A,2025-08-02,44,346.8025995408794,0.0,0.0
A,2025-08-02,45,321.0448979467977,0.0,0.0
A,2025-08-02,46,316.4304808049808,0.0,0.0
A,2025-08-02,47,278.4765119345069,0.0,0.0
A,2025-08-03,0,406.33672935023674,0.0,0.0
A,2025-08-03,1,427.60830333597943,0.0,0.0
A,2025-08-03,2,393.7373330260887,0.0,0.0
A,2025-08-03,3,343.0113028026641,0.0,0.0
A,2025-08-03,4,310.64345243221715,0.0,0.0
A,2025-08-03,5,286.35815725938244,0.0,0.0
A,2025-08-03,6,250.01727576544863,0.0,0.0
A,2025-08-03,7,266.94071757806626,0.0,0.0
A,2025-08-03,8,348.2935747010619,0.0,0.0
A,2025-08-03,9,300.33310298768345,0.0,0.0
A,2025-08-03,10,297.1795143000884,0.0,0.0
A,2025-08-03,11,324.86218779728466,0.0,0.0
A,2025-08-03,12,280.66558950297343,0.0,0.0
A,2025-08-03,13,254.73819375423832,0.0,0.0
A,2025-08-03,14,299.55659230778815,0.0,0.0
A,2025-08-03,15,326.47917037780036,0.0,0.0
A,2025-08-03,16,288.6026732236415,0.0,0.0
A,2025-08-03,17,281.92186780285033,0.0,0.0
A,2025-08-03,18,275.6412055443516,0.0,0.0
A,2025-08-03,19,298.2365560127534,0.0,0.0
A,2025-08-03,20,301.7059745230773,0.0,0.0
A,2025-08-03,21,295.7507543334114,0.0,0.0
A,2025-08-03,22,298.37114452402074,0.0,0.0
A,2025-08-03,23,303.2678931171714,0.0002724295838817934,1.440999406957692e-05
A,2025-08-03,24,301.76796447286137,0.04477570576409582,0.0023683832178876007
A,2025-08-03,25,302.59801766990836,0.9561264747620948,0.050573717563160904
A,2025-08-03,26,304.00202279331586,2.652932811474187,0.14032523757374465
A,2025-08-03,27,302.9761490809118,1.0096085677580982,0.0534026197400822
A,2025-08-03,28,307.7344138162689,1.1870453572614397,0.06278802879895055
A,2025-08-03,29,310.7747816545535,3.206416678763184,0.16960142385130247
A,2025-08-03,30,311.76562412653186,1.948185807235837,0.10304808137461054
A,2025-08-03,31,306.4396873478855,2.289994222550167,0.12112782575269586
A,2025-08-03,32,299.4755763956736,0.8064712532729715,0.042657797333751454
A,2025-08-03,33,290.4704907663953,0.03775206564423766,0.001996872124885624
A,2025-08-03,34,289.21892159577027,0.00022969553150817878,1.214960284297662e-05
A,2025-08-03,35,291.2780899534498,0.0,0.0
A,2025-08-03,36,305.44671436396226,0.0,0.0
A,2025-08-03,37,297.9684357650878,0.0,0.0
A,2025-08-03,38,289.88821299526415,0.0,0.0
A,2025-08-03,39,286.40911741109284,0.0,0.0
A,2025-08-03,40,301.79413803458357,0.0,0.0
A,2025-08-03,41,303.276013509679,0.0,0.0
A,2025-08-03,42,311.35579804151155,0.00027891600254564564,1.4753089166471608e-05
A,2025-08-03,43,334.1981071162391,0.04584179399657429,0.002424773294503972
A,2025-08-03,44,302.41450728359706,0.9788913908278588,0.05177785369561711
A,2025-08-03,45,317.60134705540855,2.7157647287443414,0.14364869291344054
A,2025-08-03,46,352.05188456308724,0.9788913908278588,0.05177785369561711
A,2025-08-03,47,309.8974100891464,0.046120709999119935,0.0024395263836704435
A,2025-08-04,0,334.13506534043836,0.0,0.0
A,2025-08-04,1,321.29880694622454,0.0,0.0
A,2025-08-04,2,341.7253059921669,0.0,0.0
A,2025-08-04,3,331.0772617235308,0.0,0.0
A,2025-08-04,4,368.5855898531277,0.0,0.0
A,2025-08-04,5,303.71240433807543,0.0,0.0
A,2025-08-04,6,237.80421567217826,0.0,0.0
A,2025-08-04,7,172.34881539564134,0.0,0.0
A,2025-08-04,8,172.6982593854707,0.0,0.0
A,2025-08-04,9,168.63084657114817,0.0,0.0
A,2025-08-04,10,233.07142367549523,0.0,0.0
A,2025-08-04,11,268.1065915550103,0.0,0.0
A,2025-08-04,12,286.90738925039454,0.0,0.0
A,2025-08-04,13,249.560437716431,0.0,0.0
A,2025-08-04,14,235.7061188422494,0.0,0.0
A,2025-08-04,15,275.5509537045429,0.00015367123013415313,1.834792727919301e-06
A,2025-08-04,16,285.4747698586534,0.025729337223751873,0.00030720129455013336
A,2025-08-04,17,295.06475947276226,0.6169705462256088,0.007366460661289117
A,2025-08-04,18,295.33843466575433,3.1542113210590195,0.037660426022148426
A,2025-08-04,19,303.19117386864747,5.138987536621126,0.061358114676566204
A,2025-08-04,20,308.1085213606616,1.683193745870116,0.020096875920793227
A,2025-08-04,21,305.1523525106312,0.07828594299791958,0.0009347128853298896
A,2025-08-04,22,310.22786310453586,0.08110032212060293,0.000968315807252226
A,2025-08-04,23,314.178098474553,1.721963905845153,0.0205597810951734
A,2025-08-04,24,309.1504527602733,4.819350810656748,0.05754173902926126
A,2025-08-04,25,300.27518008688907,2.6352606208135576,0.031464295685144084
A,2025-08-04,26,302.8718515738061,2.6156243034804048,0.031229843392320423
A,2025-08-04,27,312.35212969380996,0.9950509394900293,0.011880637814194298
A,2025-08-04,28,313.40634241544404,1.8268816952529905,0.021812470989480984
A,2025-08-04,29,314.9869188430779,6.2080102517299,0.07412195538995033
A,2025-08-04,30,314.71082072804444,7.801973412695164,0.09315344237523179
A,2025-08-04,31,317.5504000434603,8.125496662950784,0.09701622206641812
A,2025-08-04,32,317.2183164972278,2.525976747958465,0.03015947594095165
A,2025-08-04,33,313.7606275655543,0.9477572007976,0.011315963426195763
A,2025-08-04,34,315.9316528271013,2.314010032752099,0.02762865096296414
A,2025-08-04,35,310.76285821617176,0.8338307728443998,0.009955712835737991
A,2025-08-04,36,308.9507749187931,0.039048559293601105,0.00046622918658931043
A,2025-08-04,37,317.70001958001376,0.00023758380974688153,2.836686125401551e-06
A,2025-08-04,38,317.7807584147783,0.00020572116292152763,2.456254780924226e-06
A,2025-08-04,39,316.6834107119533,0.034391470282557894,0.00041062480935308033
A,2025-08-04,40,314.11908601266316,0.8172922860032735,0.009758247797159222
A,2025-08-04,41,318.328784601899,4.037817798998797,0.04821044725026622
A,2025-08-04,42,314.4170717970281,6.367985204068563,0.07603201284796622
A,2025-08-04,43,301.53741366607244,2.2238357472749426,0.026551994499068015
A,2025-08-04,44,303.6726617288388,3.4113668801163968,0.040730793515729356
A,2025-08-04,45,311.94180078033463,9.199897152267479,0.10984427194244428
A,2025-08-04,46,305.6932612901719,3.315873610781701,0.03959062982999858
A,2025-08-04,47,308.3441799904545,0.1562282053244565,0.0018653223168380792
A,2025-08-05,0,307.70230759197585,0.0,0.0
A,2025-08-05,1,289.0832028184321,0.0,0.0
A,2025-08-05,2,305.14774887925154,0.0,0.0
A,2025-08-05,3,292.0971208439638,0.0,0.0
A,2025-08-05,4,373.3877505198563,0.0,0.0
A,2025-08-05,5,320.8716353431381,0.0,0.0
A,2025-08-05,6,238.74438470083044,0.0,0.0
A,2025-08-05,7,181.75736867102557,0.0,0.0
A,2025-08-05,8,213.16649980501288,0.0,0.0
A,2025-08-05,9,266.94583136562574,0.0,0.0
A,2025-08-05,10,257.60695509911784,0.0,0.0
A,2025-08-05,11,212.06419910266487,0.0,0.0
A,2025-08-05,12,213.24237171533986,0.0,0.0
A,2025-08-05,13,200.32549303608485,0.0,0.0
A,2025-08-05,14,229.34123371360465,0.0005946198688549586,6.113010519608667e-06
A,2025-08-05,15,268.83922469656136,0.09818083625904724,0.001009351547621981
A,2025-08-05,16,261.5814600017287,2.161355931512009,0.022219895832600083
A,2025-08-05,17,273.1922337710318,7.430079289033487,0.07638519200990106
A,2025-08-05,18,287.7459827138102,7.712399744813046,0.07928759740614948
A,2025-08-05,19,290.17953256034275,5.107166868353676,0.05250440899622578
A,2025-08-05,20,290.3409549513907,1.3676451247685686,0.01406012390891208
A,2025-08-05,21,290.88591754924676,1.2936345946150718,0.013299256045109672
A,2025-08-05,22,293.93295040457923,3.4674016690630256,0.035646745070103236
A,2025-08-05,23,294.70599227753075,2.1832947671112697,0.02244543880522981
A,2025-08-05,24,294.6358269183764,4.479495642201907,0.04605161283300614
A,2025-08-05,25,290.7841525626294,6.563101345944092,0.06747219470865058
A,2025-08-05,26,294.235533532339,2.0983911407123537,0.021572584081540617
A,2025-08-05,27,298.9967797280073,0.09664297353424564,0.0009935414956764761
A,2025-08-05,28,298.1104596789212,0.0005865298026120339,6.029840308457529e-06
A,2025-08-05,29,301.5832192473256,0.0,0.0
A,2025-08-05,30,304.2092894712918,0.0,0.0
A,2025-08-05,31,299.62792738195117,0.0,0.0
A,2025-08-05,32,302.13064378745645,0.0,0.0
A,2025-08-05,33,302.3894903045125,0.0,0.0
A,2025-08-05,34,299.2639457383214,0.0,0.0
A,2025-08-05,35,296.4457589451751,0.0,0.0
A,2025-08-05,36,296.8952959767166,0.0,0.0
A,2025-08-05,37,300.74381813155054,0.0005865298026120339,6.029840308457529e-06
A,2025-08-05,38,308.7559367551579,0.09704962161474895,0.000997722055600722
A,2025-08-05,39,302.53969780321614,2.1655884874144973,0.022263408772735378
A,2025-08-05,40,303.19527422125964,8.04941255296701,0.08275226945865796
A,2025-08-05,41,305.7807855011451,9.651239228785586,0.09921990505705272
A,2025-08-05,42,298.2965992780575,5.900251573876306,0.060657744264245805
A,2025-08-05,43,280.4248012747915,1.5705659022717398,0.01614625811413594
A,2025-08-05,44,268.55718893977524,4.233561190223802,0.04352327503129192
A,2025-08-05,45,265.9074861326241,12.627249819514725,0.12981488682687914
A,2025-08-05,46,285.0019315726878,7.460344572423305,0.07669633532251381
A,2025-08-05,47,281.0536797958172,1.4553794435123923,0.014962079665023074
A,2025-08-06,0,299.4304263855716,0.0,0.0
A,2025-08-06,1,339.44078643948154,0.0,0.0
A,2025-08-06,2,260.6816978527464,0.0,0.0
A,2025-08-06,3,266.1823955781959,0.0,0.0
A,2025-08-06,4,290.33752305295576,0.0,0.0
A,2025-08-06,5,334.1531884084586,0.0,0.0
A,2025-08-06,6,388.9720950849791,0.0,0.0
A,2025-08-06,7,335.689255095577,0.0,0.0
A,2025-08-06,8,273.4147325077136,0.0,0.0
A,2025-08-06,9,291.447153358077,0.0,0.0
A,2025-08-06,10,361.0621013696411,0.0,0.0
A,2025-08-06,11,290.16889049711546,0.0,0.0
A,2025-08-06,12,265.74993533099615,6.010915178659929e-05,2.794812566214386e-06
A,2025-08-06,13,277.3191953142177,0.009947224291539877,0.0004625024080800039
A,2025-08-06,14,299.1505859697245,0.22243853736355237,0.010342418765799324
A,2025-08-06,15,314.17132576036676,0.876855752022918,0.04076995601620456
A,2025-08-06,16,305.49232168651355,2.041309263109738,0.09491194952015297
A,2025-08-06,17,329.87478433410354,4.138847584357137,0.19243830422817898
A,2025-08-06,18,329.35729390160105,3.6680928136477746,0.1705502670544917
A,2025-08-06,19,330.4508247395429,2.469175683494407,0.11480586605049457
A,2025-08-06,20,328.0733626615628,1.221981250508904,0.05681678168950705
A,2025-08-06,21,327.7351122851223,0.26323376666995196,0.01223921843969759
A,2025-08-06,22,328.09770184847315,0.0360837019814263,0.0016777342673417659
A,2025-08-06,23,326.64082830651637,0.5407688963595527,0.025143387687937765
A,2025-08-06,24,336.85879231072215,1.7471709024935027,0.08123580267691598
A,2025-08-06,25,335.2994313303084,1.315270884001376,0.06115434148253048
A,2025-08-06,26,333.6055030764427,0.30868403298328295,0.014352456967522013
A,2025-08-06,27,332.08869001707757,0.013449410156615608,0.0006253387279083296
A,2025-08-06,28,332.94142134427,0.00014102531765317527,6.557060251502984e-06
A,2025-08-06,29,337.0669905919622,0.00987935912016791,0.0004593469745375038
A,2025-08-06,30,335.83011704018463,0.21096075756441265,0.009808752223160988
A,2025-08-06,31,340.0053040939927,0.585274106924256,0.027212685258295094
A,2025-08-06,32,344.8750224456557,0.21096075756441265,0.009808752223160988
A,2025-08-06,33,342.54499261183634,0.00987935912016791,0.0004593469745375038
A,2025-08-06,34,339.5904954489393,6.010915178659929e-05,2.794812566214386e-06
A,2025-08-06,35,331.7982606583384,0.0,0.0
A,2025-08-06,36,333.20255228442926,0.0,0.0
A,2025-08-06,37,351.6779982336447,0.0,0.0
A,2025-08-06,38,351.0114020174852,0.0,0.0
A,2025-08-06,39,337.6106775200604,6.010915178659929e-05,2.794812566214386e-06
A,2025-08-06,40,319.838715379528,0.00987935912016791,0.0004593469745375038
A,2025-08-06,41,313.0880846260569,0.21096075756441265,0.009808752223160988
A,2025-08-06,42,315.53088352304326,0.5853080395099419,0.027214262975066343
A,2025-08-06,43,313.82723523384306,0.21653781513224937,0.01006806099910958
A,2025-08-06,44,310.2759150165223,0.12897010935814282,0.005996545810192901
A,2025-08-06,45,305.4887771040325,0.33045678241547943,0.015364794555152154
A,2025-08-06,46,314.9506122133935,0.1190907502379749,0.005537198835655397
A,2025-08-06,47,287.5083653203796,0.005610990153522707,0.00026088649271984094
A,2025-08-07,0,357.07558319383105,0.0,0.0
A,2025-08-07,1,363.92974973379654,0.0,0.0
A,2025-08-07,2,308.8227527562526,0.0,0.0
A,2025-08-07,3,290.6594918774384,0.0,0.0
A,2025-08-07,4,296.34044845303833,0.0,0.0
A,2025-08-07,5,317.881207818975,0.0,0.0
A,2025-08-07,6,454.0236401313983,0.0,0.0
A,2025-08-07,7,278.419274691795,0.0,0.0
A,2025-08-07,8,223.72432481552323,0.0,0.0
A,2025-08-07,9,239.07745089158317,0.0,0.0
A,2025-08-07,10,246.377983683396,0.00045625185530886835,8.185225845095223e-06
A,2025-08-07,11,339.2758606036395,0.0753698992147301,0.001352147152534855
A,2025-08-07,12,327.0915740163931,1.6642552906389423,0.029856986353627987
A,2025-08-07,13,310.44075313784555,5.822072939709704,0.10444885065920542
A,2025-08-07,14,322.7410713027707,6.170786645176847,0.11070482617210785
A,2025-08-07,15,309.94121683835544,3.819800550501857,0.06852778750436136
A,2025-08-07,16,308.09659269469824,1.7682549247063442,0.03172275518885314
A,2025-08-07,17,325.54255978433355,2.4056668096670983,0.043158018791714846
A,2025-08-07,18,333.7833890846463,0.8798066087180094,0.015783860840388464
A,2025-08-07,19,330.42809520403074,0.6484510586630333,0.011633308013739163
A,2025-08-07,20,325.8848352220171,2.3560857623164013,0.04226852746038189
A,2025-08-07,21,330.3630227632613,2.701272869950315,0.0484612352859447
A,2025-08-07,22,332.1060076693343,0.7940920488903392,0.014246128944640994
A,2025-08-07,23,334.47174155421243,0.036094986282874296,0.0006475493987875025
A,2025-08-07,24,334.1341817315886,0.00021862068066883273,3.922087384108127e-06
A,2025-08-07,25,329.1577742748953,0.0,0.0
A,2025-08-07,26,334.6936243110027,0.0,0.0
A,2025-08-07,27,341.3925516606152,0.00027493206811383513,4.9323220133481e-06
A,2025-08-07,28,343.36979705362995,0.04568490042393463,0.0008195938785332607
A,2025-08-07,29,346.3424233003034,1.0469875514698948,0.018783111709173957
A,2025-08-07,30,349.9239102005751,4.464819350433539,0.08009952028821815
A,2025-08-07,31,350.11892265519975,6.676016871899558,0.11976873125298582
A,2025-08-07,32,348.23913882472755,4.187493410181256,0.07512425185422654
A,2025-08-07,33,345.61409793714904,0.965256304577945,0.017316841037334253
A,2025-08-07,34,345.05877032189903,0.4671863463740083,0.008381392233961208
A,2025-08-07,35,344.8797581027974,1.1828447874934054,0.021220410640901122
A,2025-08-07,36,344.6023334444397,0.4262651363979575,0.007647259667460652
A,2025-08-07,37,342.70720055960055,0.01996213140065619,0.00035812359327991094
A,2025-08-07,38,343.53757321569327,0.0002949644104262029,5.291705200780807e-06
A,2025-08-07,39,331.5580163022935,0.02851733057236598,0.0005116051332570156
A,2025-08-07,40,335.63017337129133,0.608950194854225,0.01092465666780093
A,2025-08-07,41,341.9797117292119,1.6894269131823612,0.030308568989419995
A,2025-08-07,42,323.89251889183663,0.6091931067216347,0.010929014542672161
A,2025-08-07,43,325.1246737705396,0.06844159337367836,0.0012278523198168375
A,2025-08-07,44,315.55628221336997,0.8527037812726362,0.015297632102686469
A,2025-08-07,45,316.18199081658855,2.365197678455306,0.042431996585188
A,2025-08-07,46,331.02415450746145,0.852530272795915,0.015294519334921304
A,2025-08-07,47,352.4628943041934,0.04016717466872219,0.0007206050614310531
A,2025-08-08,0,399.55398058433184,0.0,0.0
A,2025-08-08,1,347.22700044454524,0.0,0.0
A,2025-08-08,2,286.4423158245231,0.0,0.0
A,2025-08-08,3,253.48925513479054,0.0,0.0
A,2025-08-08,4,255.33184781004925,0.0,0.0
A,2025-08-08,5,233.55457558201738,0.0,0.0
A,2025-08-08,6,164.0363794936944,0.0,0.0
A,2025-08-08,7,111.46487819697836,0.0,0.0
A,2025-08-08,8,128.08114950549546,0.0,0.0
A,2025-08-08,9,282.0562663711567,0.0,0.0
A,2025-08-08,10,282.1864793347734,0.0003684198914160621,6.847966100607289e-06
A,2025-08-08,11,219.4821147091624,0.061032931242195256,0.001134443209786547
A,2025-08-08,12,225.38173936919128,1.3721823182673791,0.025505294959049723
A,2025-08-08,13,272.76708319760183,5.304070897877941,0.09858886164989045
A,2025-08-08,14,298.5225142284153,6.618548326204102,0.12302157301786995
A,2025-08-08,15,303.1168756978603,3.540721522561895,0.06581279003421744
A,2025-08-08,16,293.9029773603046,0.7258581589812122,0.013491812419376472
A,2025-08-08,17,301.091053910636,0.03075673946332549,0.0005716876697414956
A,2025-08-08,18,311.15254455226545,0.000289139661617669,5.3743531422487586e-06
A,2025-08-08,19,318.80628446712814,0.017245932025938472,0.00032055695319021914
A,2025-08-08,20,326.0169963467588,0.36826426095486553,0.006845073335728608
A,2025-08-08,21,328.3917648892306,1.0219617645295902,0.018995607139224983
A,2025-08-08,22,328.4729594450431,0.4136785486231702,0.007689206645796185
A,2025-08-08,23,326.53514204625236,0.9871134155896606,0.018347867107367497
A,2025-08-08,24,324.9050163426931,2.707789212384222,0.050330748056859255
A,2025-08-08,25,333.2766630849096,1.3380268148026782,0.02487043311981394
A,2025-08-08,26,339.25201155862396,1.06726552623047,0.019837686059462376
A,2025-08-08,27,336.67885200761566,0.39606546339297244,0.007361825270920066
A,2025-08-08,28,334.82860955330096,0.6450703818400547,0.011990178082859907
A,2025-08-08,29,334.5337102019925,2.674959069285756,0.04972052121445869
A,2025-08-08,30,330.6386003786852,5.211820990646687,0.09687417617219896
A,2025-08-08,31,335.2246668205276,6.377887827733543,0.11854832123728005
A,2025-08-08,32,338.427582778499,1.9851051843150667,0.03689793446298351
A,2025-08-08,33,339.99661393679713,0.09110489025517134,0.0016934025947106099
A,2025-08-08,34,337.2353569807419,0.0006575595530337311,1.2222319242856047e-05
A,2025-08-08,35,333.6411729497826,0.017245932025938472,0.00032055695319021914
A,2025-08-08,36,337.5537833923224,0.36826426095486553,0.006845073335728608
A,2025-08-08,37,352.7545597191966,1.0216854496110281,0.01899047116464953
A,2025-08-08,38,354.29499746337024,0.36826426095486553,0.006845073335728608
A,2025-08-08,39,341.26099857106465,0.017245932025938472,0.00032055695319021914
A,2025-08-08,40,334.1119170193114,0.00010492971590963794,1.950370091945114e-06
A,2025-08-08,41,325.3281290193325,0.0,0.0
A,2025-08-08,42,328.05353194977704,0.00034539364820255824,6.4199682193193335e-06
A,2025-08-08,43,317.7245672465798,0.056952069531088834,0.001058590620634775
A,2025-08-08,44,323.61275641712933,1.2424793840886355,0.023094455270151717
A,2025-08-08,45,343.27298272852454,4.009556307534843,0.07452720743969492
A,2025-08-08,46,312.93029470046594,3.00601296935039,0.05587395086887503
A,2025-08-08,47,250.9323816884937,0.7338978142443282,0.013641248668572399
A,2025-08-09,0,372.4475484254223,0.0,0.0
A,2025-08-09,1,380.02968912304567,0.0,0.0
A,2025-08-09,2,375.07319649336995,0.0,0.0
A,2025-08-09,3,360.8123920207939,0.0,0.0
A,2025-08-09,4,237.28191692775664,0.0,0.0
A,2025-08-09,5,212.65346221929,0.0,0.0
A,2025-08-09,6,260.6961659849137,0.0,0.0
A,2025-08-09,7,200.01229345549538,0.0,0.0
A,2025-08-09,8,173.54529345596353,0.0,0.0
A,2025-08-09,9,203.55278095102415,0.0,0.0
A,2025-08-09,10,233.50447597967036,0.0,0.0
A,2025-08-09,11,194.01338044376914,0.0,0.0
A,2025-08-09,12,244.18468723971006,0.0,0.0
A,2025-08-09,13,284.2815865694868,0.0,0.0
A,2025-08-09,14,268.5300265094682,0.0,0.0
A,2025-08-09,15,289.34850579840236,0.0,0.0
A,2025-08-09,16,276.92166696801706,0.0,0.0
A,2025-08-09,17,286.73248853899025,7.181130160818468e-05,1.958846197713712e-06
A,2025-08-09,18,287.3457197140941,0.011802689214325467,0.0003219500604016767
A,2025-08-09,19,286.9638392363895,0.2521395869526271,0.006877784695925454
A,2025-08-09,20,297.1096306479391,0.7173001445079402,0.01956628872089308
A,2025-08-09,21,303.33608223639783,0.6711670930632357,0.018307885790050077
A,2025-08-09,22,303.1231669797423,1.9208532831851495,0.0523964343476582
A,2025-08-09,23,302.75369229012,3.7512252695529096,0.10232474821475478
A,2025-08-09,24,311.80101372739864,6.045907295320447,0.16491836593891018
A,2025-08-09,25,313.95214797453855,7.989295704990022,0.21792950640998426
A,2025-08-09,26,320.03991979952116,3.636680475277394,0.09920023118596275
A,2025-08-09,27,325.3595233498151,1.1412192841763924,0.03112982226340405
A,2025-08-09,28,326.3850763547762,2.1729338695847313,0.059272609644973585
A,2025-08-09,29,323.45567357519894,2.2114019786911503,0.060321930678973006
A,2025-08-09,30,319.25334041323816,0.6210707258688781,0.016941372773291823
A,2025-08-09,31,326.4010652220885,0.02818370298344805,0.0007687862243166408
A,2025-08-09,32,330.24766720615185,0.028103762100525734,0.0007666056219456011
A,2025-08-09,33,316.58400420714213,0.6079318831585913,0.0165829755362409
