Date,slot,Portfolio,dow,dom,is_peak,slot_sin,slot_cos,dow_sin,dow_cos,dom_sin,dom_cos,Call Volume,daily_cv,repaired_cv,slot_share,repair_case,observed_slot_count
2025-04-01,21,A,1,1,1,0.3826834323650899,-0.9238795325112867,0.7818314824680298,0.6234898018587336,0.20129852008866006,0.9795299412524945,221.0,5249.0,221.0,0.0421032577633835,A_daily_anchor,37
2025-04-01,22,A,1,1,1,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,0.20129852008866006,0.9795299412524945,267.0,5249.0,267.0,0.05086683177748143,A_daily_anchor,37
2025-04-01,23,A,1,1,1,0.130526192220052,-0.9914448613738104,0.7818314824680298,0.6234898018587336,0.20129852008866006,0.9795299412524945,273.0,5249.0,273.0,0.0520099066488855,A_daily_anchor,37
2025-04-01,24,A,1,1,1,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,0.20129852008866006,0.9795299412524945,245.0,5249.0,245.0,0.046675557248999806,A_daily_anchor,37
2025-04-01,25,A,1,1,1,-0.13052619222005177,-0.9914448613738104,0.7818314824680298,0.6234898018587336,0.20129852008866006,0.9795299412524945,258.0,5249.0,258.0,0.04915221947037531,A_daily_anchor,37
2025-04-01,26,A,1,1,1,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,0.20129852008866006,0.9795299412524945,239.0,5249.0,239.0,0.04553248237759573,A_daily_anchor,37
2025-04-01,27,A,1,1,1,-0.38268343236508967,-0.9238795325112868,0.7818314824680298,0.6234898018587336,0.20129852008866006,0.9795299412524945,238.0,5249.0,238.0,0.04534196989902839,A_daily_anchor,37
2025-04-01,28,A,1,1,1,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,0.20129852008866006,0.9795299412524945,273.0,5249.0,273.0,0.0520099066488855,A_daily_anchor,37
2025-04-01,29,A,1,1,1,-0.6087614290087207,-0.7933533402912352,0.7818314824680298,0.6234898018587336,0.20129852008866006,0.9795299412524945,274.0,5249.0,274.0,0.052200419127452845,A_daily_anchor,37
2025-04-01,30,A,1,1,1,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,0.20129852008866006,0.9795299412524945,255.0,5249.0,255.0,0.04858068203467327,A_daily_anchor,37
2025-04-01,31,A,1,1,1,-0.7933533402912349,-0.6087614290087209,0.7818314824680298,0.6234898018587336,0.20129852008866006,0.9795299412524945,259.0,5249.0,259.0,0.049342731948942654,A_daily_anchor,37
2025-04-01,32,A,1,1,1,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0.20129852008866006,0.9795299412524945,259.0,5249.0,259.0,0.049342731948942654,A_daily_anchor,37
2025-04-01,33,A,1,1,1,-0.9238795325112868,-0.3826834323650895,0.7818314824680298,0.6234898018587336,0.20129852008866006,0.9795299412524945,284.0,5249.0,284.0,0.05410554391312631,A_daily_anchor,37
2025-04-01,34,A,1,1,1,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,0.20129852008866006,0.9795299412524945,254.0,5249.0,254.0,0.04839016955610592,A_daily_anchor,37
2025-04-01,35,A,1,1,1,-0.9914448613738104,-0.13052619222005163,0.7818314824680298,0.6234898018587336,0.20129852008866006,0.9795299412524945,191.0,5249.0,191.0,0.03638788340636312,A_daily_anchor,37
2025-04-01,36,A,1,1,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,0.20129852008866006,0.9795299412524945,163.0,5249.0,163.0,0.031053534006477423,A_daily_anchor,37
2025-04-01,37,A,1,1,0,-0.9914448613738105,0.13052619222005127,0.7818314824680298,0.6234898018587336,0.20129852008866006,0.9795299412524945,171.0,5249.0,171.0,0.0325776338350162,A_daily_anchor,37
2025-04-01,38,A,1,1,0,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,0.20129852008866006,0.9795299412524945,108.0,5249.0,108.0,0.020575347685273384,A_daily_anchor,37
2025-04-01,39,A,1,1,0,-0.923879532511287,0.38268343236508917,0.7818314824680298,0.6234898018587336,0.20129852008866006,0.9795299412524945,75.0,5249.0,75.0,0.014288435892550962,A_daily_anchor,37
2025-04-01,40,A,1,1,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.20129852008866006,0.9795299412524945,56.0,5249.0,56.0,0.010668698799771385,A_daily_anchor,37
2025-04-01,41,A,1,1,0,-0.7933533402912357,0.6087614290087199,0.7818314824680298,0.6234898018587336,0.20129852008866006,0.9795299412524945,66.0,5249.0,66.0,0.012573823585444847,A_daily_anchor,37
2025-04-01,42,A,1,1,0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,0.20129852008866006,0.9795299412524945,48.0,5249.0,48.0,0.009144598971232615,A_daily_anchor,37
2025-04-01,43,A,1,1,0,-0.608761429008721,0.7933533402912349,0.7818314824680298,0.6234898018587336,0.20129852008866006,0.9795299412524945,26.0,5249.0,26.0,0.004953324442751,A_daily_anchor,37
2025-04-01,44,A,1,1,0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0.20129852008866006,0.9795299412524945,27.0,5249.0,27.0,0.005143836921318346,A_daily_anchor,37
2025-04-01,45,A,1,1,0,-0.38268343236508956,0.9238795325112868,0.7818314824680298,0.6234898018587336,0.20129852008866006,0.9795299412524945,13.0,5249.0,13.0,0.0024766622213755,A_daily_anchor,37
2025-04-01,46,A,1,1,0,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,0.20129852008866006,0.9795299412524945,14.0,5249.0,14.0,0.0026671746999428463,A_daily_anchor,37
2025-04-01,47,A,1,1,0,-0.13052619222005168,0.9914448613738104,0.7818314824680298,0.6234898018587336,0.20129852008866006,0.9795299412524945,13.0,5249.0,13.0,0.0024766622213755,A_daily_anchor,37
2025-04-02,0,A,2,2,0,0.0,1.0,0.9749279121818236,-0.22252093395631434,0.39435585511331855,0.9189578116202306,5.0,4920.0,5.0,0.0010162601626016261,A_daily_anchor,46
2025-04-02,1,A,2,2,0,0.13052619222005157,0.9914448613738104,0.9749279121818236,-0.22252093395631434,0.39435585511331855,0.9189578116202306,7.0,4920.0,7.0,0.0014227642276422765,A_daily_anchor,46
2025-04-02,2,A,2,2,0,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,0.39435585511331855,0.9189578116202306,2.0,4920.0,2.0,0.0004065040650406504,A_daily_anchor,46
2025-04-02,3,A,2,2,0,0.3826834323650898,0.9238795325112867,0.9749279121818236,-0.22252093395631434,0.39435585511331855,0.9189578116202306,6.0,4920.0,6.0,0.0012195121951219512,A_daily_anchor,46
2025-04-02,4,A,2,2,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.39435585511331855,0.9189578116202306,3.0,4920.0,3.0,0.0006097560975609756,A_daily_anchor,46
2025-04-02,5,A,2,2,0,0.6087614290087207,0.7933533402912352,0.9749279121818236,-0.22252093395631434,0.39435585511331855,0.9189578116202306,1.0,4920.0,1.0,0.0002032520325203252,A_daily_anchor,46
2025-04-02,6,A,2,2,0,0.7071067811865476,0.7071067811865476,0.9749279121818236,-0.22252093395631434,0.39435585511331855,0.9189578116202306,3.0,4920.0,3.0,0.0006097560975609756,A_daily_anchor,46
2025-04-02,7,A,2,2,0,0.7933533402912352,0.6087614290087207,0.9749279121818236,-0.22252093395631434,0.39435585511331855,0.9189578116202306,,4920.0,0.0,0.0,A_daily_anchor,46
2025-04-02,8,A,2,2,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.39435585511331855,0.9189578116202306,1.0,4920.0,1.0,0.0002032520325203252,A_daily_anchor,46
2025-04-02,9,A,2,2,0,0.9238795325112867,0.38268343236508984,0.9749279121818236,-0.22252093395631434,0.39435585511331855,0.9189578116202306,,4920.0,0.0,0.0,A_daily_anchor,46
2025-04-02,10,A,2,2,0,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,0.39435585511331855,0.9189578116202306,1.0,4920.0,1.0,0.0002032520325203252,A_daily_anchor,46
2025-04-02,11,A,2,2,0,0.9914448613738104,0.1305261922200517,0.9749279121818236,-0.22252093395631434,0.39435585511331855,0.9189578116202306,2.0,4920.0,2.0,0.0004065040650406504,A_daily_anchor,46
2025-04-02,12,A,2,2,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.39435585511331855,0.9189578116202306,1.0,4920.0,1.0,0.0002032520325203252,A_daily_anchor,46
2025-04-02,13,A,2,2,0,0.9914448613738104,-0.1305261922200516,0.9749279121818236,-0.22252093395631434,0.39435585511331855,0.9189578116202306,1.0,4920.0,1.0,0.0002032520325203252,A_daily_anchor,46
2025-04-02,14,A,2,2,0,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,0.39435585511331855,0.9189578116202306,8.0,4920.0,8.0,0.0016260162601626016,A_daily_anchor,46
2025-04-02,15,A,2,2,0,0.9238795325112868,-0.3826834323650895,0.9749279121818236,-0.22252093395631434,0.39435585511331855,0.9189578116202306,12.0,4920.0,12.0,0.0024390243902439024,A_daily_anchor,46
2025-04-02,16,A,2,2,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0.39435585511331855,0.9189578116202306,42.0,4920.0,42.0,0.00853658536585366,A_daily_anchor,46
2025-04-02,17,A,2,2,0,0.7933533402912352,-0.6087614290087207,0.9749279121818236,-0.22252093395631434,0.39435585511331855,0.9189578116202306,84.0,4920.0,84.0,0.01707317073170732,A_daily_anchor,46
2025-04-02,18,A,2,2,1,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,0.39435585511331855,0.9189578116202306,118.0,4920.0,118.0,0.023983739837398373,A_daily_anchor,46
2025-04-02,19,A,2,2,1,0.6087614290087209,-0.793353340291235,0.9749279121818236,-0.22252093395631434,0.39435585511331855,0.9189578116202306,150.0,4920.0,150.0,0.03048780487804878,A_daily_anchor,46
2025-04-02,20,A,2,2,1,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.39435585511331855,0.9189578116202306,171.0,4920.0,171.0,0.03475609756097561,A_daily_anchor,46
2025-04-02,21,A,2,2,1,0.3826834323650899,-0.9238795325112867,0.9749279121818236,-0.22252093395631434,0.39435585511331855,0.9189578116202306,192.0,4920.0,192.0,0.03902439024390244,A_daily_anchor,46
2025-04-02,22,A,2,2,1,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,0.39435585511331855,0.9189578116202306,240.0,4920.0,240.0,0.04878048780487805,A_daily_anchor,46
2025-04-02,23,A,2,2,1,0.130526192220052,-0.9914448613738104,0.9749279121818236,-0.22252093395631434,0.39435585511331855,0.9189578116202306,235.0,4920.0,235.0,0.047764227642276426,A_daily_anchor,46
2025-04-02,24,A,2,2,1,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,0.39435585511331855,0.9189578116202306,240.0,4920.0,240.0,0.04878048780487805,A_daily_anchor,46
2025-04-02,25,A,2,2,1,-0.13052619222005177,-0.9914448613738104,0.9749279121818236,-0.22252093395631434,0.39435585511331855,0.9189578116202306,246.0,4920.0,246.0,0.05,A_daily_anchor,46
2025-04-02,26,A,2,2,1,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,0.39435585511331855,0.9189578116202306,241.0,4920.0,241.0,0.04898373983739837,A_daily_anchor,46
2025-04-02,27,A,2,2,1,-0.38268343236508967,-0.9238795325112868,0.9749279121818236,-0.22252093395631434,0.39435585511331855,0.9189578116202306,273.0,4920.0,273.0,0.05548780487804878,A_daily_anchor,46
2025-04-02,28,A,2,2,1,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,0.39435585511331855,0.9189578116202306,275.0,4920.0,275.0,0.05589430894308943,A_daily_anchor,46
2025-04-02,29,A,2,2,1,-0.6087614290087207,-0.7933533402912352,0.9749279121818236,-0.22252093395631434,0.39435585511331855,0.9189578116202306,253.0,4920.0,253.0,0.051422764227642276,A_daily_anchor,46
2025-04-02,30,A,2,2,1,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,0.39435585511331855,0.9189578116202306,268.0,4920.0,268.0,0.05447154471544716,A_daily_anchor,46
2025-04-02,31,A,2,2,1,-0.7933533402912349,-0.6087614290087209,0.9749279121818236,-0.22252093395631434,0.39435585511331855,0.9189578116202306,263.0,4920.0,263.0,0.053455284552845525,A_daily_anchor,46
2025-04-02,32,A,2,2,1,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0.39435585511331855,0.9189578116202306,244.0,4920.0,244.0,0.04959349593495935,A_daily_anchor,46
2025-04-02,33,A,2,2,1,-0.9238795325112868,-0.3826834323650895,0.9749279121818236,-0.22252093395631434,0.39435585511331855,0.9189578116202306,244.0,4920.0,244.0,0.04959349593495935,A_daily_anchor,46
2025-04-02,34,A,2,2,1,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,0.39435585511331855,0.9189578116202306,211.0,4920.0,211.0,0.04288617886178862,A_daily_anchor,46
2025-04-02,35,A,2,2,1,-0.9914448613738104,-0.13052619222005163,0.9749279121818236,-0.22252093395631434,0.39435585511331855,0.9189578116202306,175.0,4920.0,175.0,0.03556910569105691,A_daily_anchor,46
2025-04-02,36,A,2,2,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,0.39435585511331855,0.9189578116202306,159.0,4920.0,159.0,0.03231707317073171,A_daily_anchor,46
2025-04-02,37,A,2,2,0,-0.9914448613738105,0.13052619222005127,0.9749279121818236,-0.22252093395631434,0.39435585511331855,0.9189578116202306,157.0,4920.0,157.0,0.03191056910569106,A_daily_anchor,46
2025-04-02,38,A,2,2,0,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,0.39435585511331855,0.9189578116202306,81.0,4920.0,81.0,0.016463414634146342,A_daily_anchor,46
2025-04-02,39,A,2,2,0,-0.923879532511287,0.38268343236508917,0.9749279121818236,-0.22252093395631434,0.39435585511331855,0.9189578116202306,73.0,4920.0,73.0,0.01483739837398374,A_daily_anchor,46
2025-04-02,40,A,2,2,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.39435585511331855,0.9189578116202306,62.0,4920.0,62.0,0.012601626016260163,A_daily_anchor,46
2025-04-02,41,A,2,2,0,-0.7933533402912357,0.6087614290087199,0.9749279121818236,-0.22252093395631434,0.39435585511331855,0.9189578116202306,46.0,4920.0,46.0,0.00934959349593496,A_daily_anchor,46
2025-04-02,42,A,2,2,0,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,0.39435585511331855,0.9189578116202306,39.0,4920.0,39.0,0.007926829268292683,A_daily_anchor,46
2025-04-02,43,A,2,2,0,-0.608761429008721,0.7933533402912349,0.9749279121818236,-0.22252093395631434,0.39435585511331855,0.9189578116202306,24.0,4920.0,24.0,0.004878048780487805,A_daily_anchor,46
2025-04-02,44,A,2,2,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,0.39435585511331855,0.9189578116202306,20.0,4920.0,20.0,0.0040650406504065045,A_daily_anchor,46
2025-04-02,45,A,2,2,0,-0.38268343236508956,0.9238795325112868,0.9749279121818236,-0.22252093395631434,0.39435585511331855,0.9189578116202306,16.0,4920.0,16.0,0.0032520325203252032,A_daily_anchor,46
2025-04-02,46,A,2,2,0,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,0.39435585511331855,0.9189578116202306,15.0,4920.0,15.0,0.003048780487804878,A_daily_anchor,46
2025-04-02,47,A,2,2,0,-0.13052619222005168,0.9914448613738104,0.9749279121818236,-0.22252093395631434,0.39435585511331855,0.9189578116202306,10.0,4920.0,10.0,0.0020325203252032522,A_daily_anchor,46
2025-04-03,0,A,3,3,0,0.0,1.0,0.43388373911755823,-0.900968867902419,0.5712682150947923,0.8207634412072763,8.0,4944.0,8.0,0.0016181229773462784,A_daily_anchor,45
2025-04-03,1,A,3,3,0,0.13052619222005157,0.9914448613738104,0.43388373911755823,-0.900968867902419,0.5712682150947923,0.8207634412072763,4.0,4944.0,4.0,0.0008090614886731392,A_daily_anchor,45
2025-04-03,2,A,3,3,0,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,0.5712682150947923,0.8207634412072763,1.0,4944.0,1.0,0.0002022653721682848,A_daily_anchor,45
2025-04-03,3,A,3,3,0,0.3826834323650898,0.9238795325112867,0.43388373911755823,-0.900968867902419,0.5712682150947923,0.8207634412072763,1.0,4944.0,1.0,0.0002022653721682848,A_daily_anchor,45
2025-04-03,4,A,3,3,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0.5712682150947923,0.8207634412072763,1.0,4944.0,1.0,0.0002022653721682848,A_daily_anchor,45
2025-04-03,5,A,3,3,0,0.6087614290087207,0.7933533402912352,0.43388373911755823,-0.900968867902419,0.5712682150947923,0.8207634412072763,,4944.0,0.0,0.0,A_daily_anchor,45
2025-04-03,6,A,3,3,0,0.7071067811865476,0.7071067811865476,0.43388373911755823,-0.900968867902419,0.5712682150947923,0.8207634412072763,,4944.0,0.0,0.0,A_daily_anchor,45
2025-04-03,7,A,3,3,0,0.7933533402912352,0.6087614290087207,0.43388373911755823,-0.900968867902419,0.5712682150947923,0.8207634412072763,,4944.0,0.0,0.0,A_daily_anchor,45
2025-04-03,8,A,3,3,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.5712682150947923,0.8207634412072763,2.0,4944.0,2.0,0.0004045307443365696,A_daily_anchor,45
2025-04-03,9,A,3,3,0,0.9238795325112867,0.38268343236508984,0.43388373911755823,-0.900968867902419,0.5712682150947923,0.8207634412072763,1.0,4944.0,1.0,0.0002022653721682848,A_daily_anchor,45
2025-04-03,10,A,3,3,0,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,0.5712682150947923,0.8207634412072763,1.0,4944.0,1.0,0.0002022653721682848,A_daily_anchor,45
2025-04-03,11,A,3,3,0,0.9914448613738104,0.1305261922200517,0.43388373911755823,-0.900968867902419,0.5712682150947923,0.8207634412072763,1.0,4944.0,1.0,0.0002022653721682848,A_daily_anchor,45
2025-04-03,12,A,3,3,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0.5712682150947923,0.8207634412072763,3.0,4944.0,3.0,0.0006067961165048543,A_daily_anchor,45
2025-04-03,13,A,3,3,0,0.9914448613738104,-0.1305261922200516,0.43388373911755823,-0.900968867902419,0.5712682150947923,0.8207634412072763,3.0,4944.0,3.0,0.0006067961165048543,A_daily_anchor,45
2025-04-03,14,A,3,3,0,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,0.5712682150947923,0.8207634412072763,13.0,4944.0,13.0,0.0026294498381877023,A_daily_anchor,45
2025-04-03,15,A,3,3,0,0.9238795325112868,-0.3826834323650895,0.43388373911755823,-0.900968867902419,0.5712682150947923,0.8207634412072763,6.0,4944.0,6.0,0.0012135922330097086,A_daily_anchor,45
2025-04-03,16,A,3,3,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0.5712682150947923,0.8207634412072763,43.0,4944.0,43.0,0.008697411003236247,A_daily_anchor,45
2025-04-03,17,A,3,3,0,0.7933533402912352,-0.6087614290087207,0.43388373911755823,-0.900968867902419,0.5712682150947923,0.8207634412072763,96.0,4944.0,96.0,0.019417475728155338,A_daily_anchor,45
2025-04-03,18,A,3,3,1,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,0.5712682150947923,0.8207634412072763,109.0,4944.0,109.0,0.02204692556634304,A_daily_anchor,45
2025-04-03,19,A,3,3,1,0.6087614290087209,-0.793353340291235,0.43388373911755823,-0.900968867902419,0.5712682150947923,0.8207634412072763,149.0,4944.0,149.0,0.030137540453074433,A_daily_anchor,45
2025-04-03,20,A,3,3,1,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,0.5712682150947923,0.8207634412072763,192.0,4944.0,192.0,0.038834951456310676,A_daily_anchor,45
2025-04-03,21,A,3,3,1,0.3826834323650899,-0.9238795325112867,0.43388373911755823,-0.900968867902419,0.5712682150947923,0.8207634412072763,223.0,4944.0,223.0,0.04510517799352751,A_daily_anchor,45
2025-04-03,22,A,3,3,1,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419,0.5712682150947923,0.8207634412072763,257.0,4944.0,257.0,0.05198220064724919,A_daily_anchor,45
2025-04-03,23,A,3,3,1,0.130526192220052,-0.9914448613738104,0.43388373911755823,-0.900968867902419,0.5712682150947923,0.8207634412072763,235.0,4944.0,235.0,0.04753236245954692,A_daily_anchor,45
2025-04-03,24,A,3,3,1,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,0.5712682150947923,0.8207634412072763,261.0,4944.0,261.0,0.05279126213592233,A_daily_anchor,45
2025-04-03,25,A,3,3,1,-0.13052619222005177,-0.9914448613738104,0.43388373911755823,-0.900968867902419,0.5712682150947923,0.8207634412072763,237.0,4944.0,237.0,0.047936893203883495,A_daily_anchor,45
2025-04-03,26,A,3,3,1,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.5712682150947923,0.8207634412072763,246.0,4944.0,246.0,0.04975728155339806,A_daily_anchor,45
2025-04-03,27,A,3,3,1,-0.38268343236508967,-0.9238795325112868,0.43388373911755823,-0.900968867902419,0.5712682150947923,0.8207634412072763,230.0,4944.0,230.0,0.046521035598705504,A_daily_anchor,45
2025-04-03,28,A,3,3,1,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0.5712682150947923,0.8207634412072763,256.0,4944.0,256.0,0.05177993527508091,A_daily_anchor,45
2025-04-03,29,A,3,3,1,-0.6087614290087207,-0.7933533402912352,0.43388373911755823,-0.900968867902419,0.5712682150947923,0.8207634412072763,283.0,4944.0,283.0,0.057241100323624595,A_daily_anchor,45
2025-04-03,30,A,3,3,1,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419,0.5712682150947923,0.8207634412072763,272.0,4944.0,272.0,0.05501618122977346,A_daily_anchor,45
2025-04-03,31,A,3,3,1,-0.7933533402912349,-0.6087614290087209,0.43388373911755823,-0.900968867902419,0.5712682150947923,0.8207634412072763,242.0,4944.0,242.0,0.04894822006472492,A_daily_anchor,45
2025-04-03,32,A,3,3,1,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0.5712682150947923,0.8207634412072763,261.0,4944.0,261.0,0.05279126213592233,A_daily_anchor,45
2025-04-03,33,A,3,3,1,-0.9238795325112868,-0.3826834323650895,0.43388373911755823,-0.900968867902419,0.5712682150947923,0.8207634412072763,223.0,4944.0,223.0,0.04510517799352751,A_daily_anchor,45
2025-04-03,34,A,3,3,1,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,0.5712682150947923,0.8207634412072763,210.0,4944.0,210.0,0.04247572815533981,A_daily_anchor,45
