Date,Call Volume,CCT,Service Level,Abandon Rate,client,day_of_week,month,day_of_month,week_of_year,quarter,is_weekend,Call Volume_lag_1,Call Volume_lag_2,Call Volume_lag_7,Call Volume_lag_14,Call Volume_lag_21,Call Volume_lag_28,Call Volume_rollmean_3,Call Volume_rollstd_3,Call Volume_rollmean_7,Call Volume_rollstd_7,Call Volume_rollmean_14,Call Volume_rollstd_14,Call Volume_rollmean_30,Call Volume_rollstd_30,diff_lag7,pct_change_7,volatility_ratio,volume_x_service,volume_x_abandon,trend
2024-01-15,4046.0,326.06,0.966,0.0044,A,0,1,15,3,1,0,1370.0,3337.0,6688.0,2147.0,,,3203.0,1769.808746729431,4660.571428571428,1770.4106733695858,4760.642857142857,2020.2502361052989,,,-2642.0,-0.39503588516746413,0.379869872289943,3908.4359999999997,17.802400000000002,14
2024-01-16,4893.0,339.49,0.9666,0.0039,A,1,1,16,3,1,0,4046.0,1370.0,5126.0,7458.0,,,2917.6666666666665,1386.4069869029559,4283.142857142857,1531.676034999071,4896.285714285715,1890.8757201389487,,,-233.0,-0.045454545454545456,0.3576056382160462,4729.5738,19.0827,15
2024-01-17,5538.0,327.6,0.9021,0.0081,A,2,1,17,3,1,0,4893.0,4046.0,5793.0,6882.0,,,3436.3333333333335,1838.9269516033887,4249.857142857143,1512.7211054444706,4713.071428571428,1741.9712293078387,,,-255.0,-0.044018643190056966,0.3559463423345757,4995.8298,44.8578,16
2024-01-18,5059.0,325.83,0.8213,0.019,A,3,1,18,3,1,0,5538.0,4893.0,5408.0,6208.0,,,4825.666666666667,748.2755731235196,4213.428571428572,1471.8856224973067,4617.071428571428,1647.731795963339,,,-349.0,-0.06453402366863906,0.3493320457544296,4154.9567,96.121,17
2024-01-19,5267.0,330.49,0.8563,0.014,A,4,1,19,3,1,0,5059.0,5538.0,4902.0,6190.0,,,5163.333333333333,334.91839802156517,4163.571428571428,1429.9926406737031,4535.0,1589.9977745509339,,,365.0,0.0744594043247654,0.3434533705512411,4510.1321,73.738,18
2024-01-20,3569.0,320.37,0.8563,0.0073,A,5,1,20,3,1,1,5267.0,5059.0,3337.0,3529.0,,,5288.0,240.18950851358656,4215.714285714285,1467.5671153631224,4469.071428571428,1534.2538885417543,,,232.0,0.06952352412346419,0.34811825847312294,3056.1346999999996,26.0537,19
2024-01-21,1327.0,295.66,0.8563,0.0098,A,6,1,21,3,1,1,3569.0,5267.0,1370.0,1611.0,,,4631.666666666667,926.1540548598445,4248.857142857143,1446.8892411620438,4471.928571428572,1532.4047198030696,,,-43.0,-0.031386861313868614,0.3405361000650362,1136.3101,13.0046,20
2024-01-22,5740.0,333.27,0.8563,0.0094,A,0,1,22,4,1,0,1327.0,3569.0,4046.0,6688.0,2147.0,,3387.6666666666665,1976.2493095086288,4242.714285714285,1461.1694761714798,4451.642857142857,1574.492279930403,,,1694.0,0.4186851211072664,0.3443949740126051,4915.161999999999,53.956,21
2024-01-23,5443.0,333.75,0.8563,0.0064,A,1,1,23,4,1,0,5740.0,1327.0,4893.0,5126.0,7458.0,,3545.3333333333335,2206.5951901817725,4484.714285714285,1560.091740281717,4383.928571428572,1488.9778354648176,,,550.0,0.11240547721234416,0.3478687026398248,4660.8409,34.8352,22
2024-01-24,5136.0,327.31,0.8563,0.0101,A,2,1,24,4,1,0,5443.0,5740.0,5538.0,5793.0,6882.0,,4170.0,2466.5844806128166,4563.285714285715,1597.4833034375988,4406.571428571428,1503.4703299257462,,,-402.0,-0.07258938244853738,0.35007304022988417,4397.9568,51.873599999999996,23
2024-01-25,5276.0,321.68,0.8563,0.0127,A,3,1,25,4,1,0,5136.0,5443.0,5059.0,5408.0,6208.0,,5439.666666666667,302.01379659433866,4505.857142857143,1563.4664934658738,4359.642857142857,1466.6694141249654,,,217.0,0.04289385254002767,0.3469853668007075,4517.8387999999995,67.0052,24
2024-01-26,4982.0,322.34,0.8678,0.0145,A,4,1,26,4,1,0,5276.0,5136.0,5267.0,4902.0,6190.0,,5285.0,153.69775535118848,4536.857142857143,1578.3425302693777,4350.214285714285,1459.8198613091022,,,-285.0,-0.0541104993354851,0.34789337212310734,4323.3796,72.239,25
2024-01-27,3440.0,299.77,0.9711,0.0035,A,5,1,27,4,1,1,4982.0,5276.0,3569.0,3337.0,3529.0,,5131.333333333333,147.05554506147558,4496.142857142857,1559.9375445373257,4355.928571428572,1462.3003723998972,,,-129.0,-0.03614457831325301,0.34695017353799384,3340.584,12.040000000000001,26
2024-01-28,1462.0,270.0,0.8916,0.0089,A,6,1,28,4,1,1,3440.0,4982.0,1327.0,1370.0,1611.0,,4566.0,986.1622584544575,4477.714285714285,1573.419706063379,4363.285714285715,1457.0291918606383,,,135.0,0.10173323285606632,0.3513890359380951,1303.5192,13.0118,27
2024-01-29,5399.0,321.72,0.9643,0.0043,A,0,1,29,5,1,0,1462.0,3440.0,5740.0,4046.0,6688.0,2147.0,3294.6666666666665,1764.494639644262,4497.0,1528.5519291146109,4369.857142857143,1442.6268165634974,,,-341.0,-0.059407665505226484,0.33990480967636444,5206.255700000001,23.215700000000002,28
2024-01-30,5202.0,310.12,0.9212,0.0052,A,1,1,30,5,1,0,5399.0,1462.0,5443.0,4893.0,5126.0,7458.0,3433.6666666666665,1968.5076411671187,4448.285714285715,1487.2104440064638,4466.5,1464.417224595609,,,-241.0,-0.04427705309571927,0.3343333903283848,4792.0824,27.0504,29
2024-01-31,5687.0,315.97,0.8209,0.0213,A,2,1,31,5,1,0,5202.0,5399.0,5136.0,5538.0,5793.0,6882.0,4021.0,2218.3469070458746,4413.857142857143,1462.93659335956,4488.571428571428,1473.6393836237655,4614.266666666666,1683.7057432595093,551.0,0.10728193146417446,0.33144176306815937,4668.4583,121.1331,30
2024-02-01,6089.0,279.87,0.957,0.0055,A,3,2,1,5,1,0,5687.0,5202.0,5276.0,5059.0,5408.0,6208.0,5429.333333333333,243.91870230330022,4492.571428571428,1521.9029597998745,4499.214285714285,1482.3140526047268,4732.266666666666,1627.9532089635477,813.0,0.15409401061410158,0.3387598803930018,5827.173,33.4895,31
2024-02-02,5955.0,314.45,0.8893,0.0131,A,4,2,2,5,1,0,6089.0,5687.0,4982.0,5267.0,4902.0,6190.0,5659.333333333333,444.14674752082226,4608.714285714285,1619.5437335132087,4572.785714285715,1536.7947252227689,4686.633333333333,1566.9578363566582,973.0,0.19530309112806102,0.3514090119522787,5295.7815,78.01050000000001,32
2024-02-03,3884.0,327.51,0.851,0.0233,A,5,2,3,5,1,1,5955.0,6089.0,3440.0,3569.0,3337.0,3529.0,5910.333333333333,204.68838104133812,4747.714285714285,1696.831725529053,4621.928571428572,1571.3141714102635,4655.733333333334,1530.8981347073925,444.0,0.12906976744186047,0.3573997135073531,3305.284,90.4972,33
2024-02-04,1483.0,324.53,0.943,0.0092,A,6,2,4,5,1,1,3884.0,5955.0,1462.0,1327.0,1370.0,1611.0,5309.333333333333,1236.1918675243444,4811.142857142857,1647.3792751490093,4644.428571428572,1557.26978613636,4578.266666666666,1508.274097776325,21.0,0.014363885088919288,0.3424091373015935,1398.4689999999998,13.6436,34
2024-02-05,6622.0,297.62,0.9697,0.0096,A,0,2,5,6,1,0,1483.0,3884.0,5399.0,5740.0,4046.0,6688.0,3774.0,2238.028373367951,4814.142857142857,1640.2675014126432,4655.571428571428,1532.0604383682728,4421.366666666667,1578.042162876547,1223.0,0.22652343026486385,0.34071849342379606,6421.3534,63.5712,35
2024-02-06,5655.0,341.61,0.9326,0.0078,A,1,2,6,6,1,0,6622.0,1483.0,5202.0,5443.0,4893.0,5126.0,3996.3333333333335,2571.340960147707,4988.857142857143,1772.7323005811702,4718.571428571428,1596.8480836315641,4524.466666666666,1618.2565700273801,453.0,0.08708189158016148,0.35533835702617805,5273.853,44.108999999999995,36
2024-02-07,5199.0,327.75,0.8957,0.0107,A,2,2,7,6,1,0,5655.0,6622.0,5687.0,5136.0,5538.0,5793.0,4586.666666666667,2730.9947516121906,5053.571428571428,1789.9944000976516,4733.714285714285,1605.2294553725337,4659.266666666666,1533.4046170336871,-488.0,-0.08580974151573764,0.35420383888858126,4656.7443,55.6293,37
2024-02-08,5131.0,317.4,0.9512,0.0057,A,3,2,8,6,1,0,5199.0,5655.0,6089.0,5276.0,5059.0,5408.0,5825.333333333333,726.6308095128711,4983.857142857143,1770.6108577335135,4738.214285714285,1606.5317243424352,4609.633333333333,1488.927072235837,-958.0,-0.1573328953851207,0.3552691834819444,4880.6072,29.2467,38
2024-02-09,4687.0,308.97,0.9946,0.002,A,4,2,9,6,1,0,5131.0,5199.0,5955.0,4982.0,5267.0,4902.0,5328.333333333333,284.93742002996044,4847.0,1706.8283452063945,4727.857142857143,1603.2620524390907,4609.8,1488.9871447535663,-1268.0,-0.21293031066330814,0.35214118943808426,4661.6902,9.374,39
2024-02-10,3300.0,329.39,0.9888,0.0027,A,5,2,10,6,1,1,4687.0,5131.0,3884.0,3440.0,3569.0,3337.0,5005.666666666667,278.05994557528436,4665.857142857143,1635.4318928620887,4706.785714285715,1601.6026674539478,4572.933333333333,1472.2797460315453,-584.0,-0.15036045314109167,0.35051049416841557,3263.04,8.91,40
2024-02-11,1237.0,305.5,0.9305,0.0064,A,6,2,11,6,1,1,3300.0,4687.0,1483.0,1462.0,1327.0,1370.0,4372.666666666667,955.1148273026288,4582.428571428572,1695.7480018311342,4696.785714285715,1610.5327440881842,4502.666666666667,1481.32655677811,-246.0,-0.16587997302764665,0.3700544319237441,1151.0285,7.9168,41
2024-02-12,4941.0,287.65,0.9558,0.0073,A,0,2,12,7,1,0,1237.0,3300.0,6622.0,5399.0,5740.0,4046.0,3074.6666666666665,1736.0029761879246,4547.285714285715,1771.5415804966506,4680.714285714285,1646.0270784094469,4380.5,1594.0935539110274,-1681.0,-0.2538508003624283,0.3895822017365635,4722.6078,36.0693,42
2024-02-13,4997.0,331.31,0.9367,0.0063,A,1,2,13,7,1,0,4941.0,1237.0,5655.0,5202.0,5443.0,4893.0,3159.3333333333335,1856.002244969906,4307.142857142857,1542.5654420014541,4648.0,1635.1687280616536,4433.966666666666,1584.7593199911619,-658.0,-0.11635720601237842,0.3581412303154288,4680.6899,31.4811,43
2024-02-14,4746.0,326.21,0.9534,0.0072,A,2,2,14,7,1,0,4997.0,4941.0,5199.0,5687.0,5136.0,5538.0,3725.0,2154.8531272455666,4213.142857142857,1464.831097040591,4633.357142857143,1630.7379456101291,4554.866666666667,1477.684715878265,-453.0,-0.08713214079630698,0.34768132643714017,4524.8364,34.1712,44
2024-02-15,4684.0,331.78,0.9121,0.008,A,3,2,15,7,1,0,4746.0,4997.0,5131.0,6089.0,5276.0,5059.0,4894.666666666667,131.75861768146896,4148.428571428572,1423.4399480534064,4566.142857142857,1603.1281371667772,4578.2,1474.8964288593513,-447.0,-0.08711752095108166,0.343127505643233,4272.2764,37.472,45
2024-02-16,4776.0,319.01,0.9097,0.014,A,4,2,16,7,1,0,4684.0,4746.0,4687.0,5955.0,4982.0,5267.0,4809.0,165.73774464496066,4084.5714285714284,1381.4203870344047,4465.785714285715,1543.3243927699318,4571.233333333334,1473.8514331934666,89.0,0.01898869212716023,0.33820448759236266,4344.727199999999,66.864,46
2024-02-17,3337.0,328.52,0.9317,0.0089,A,5,2,17,7,1,1,4776.0,4684.0,3300.0,3884.0,3440.0,3569.0,4735.333333333333,46.91836882641513,4097.285714285715,1388.2816374071592,4381.571428571428,1486.9493144476246,4545.833333333333,1463.1430524572852,37.0,0.011212121212121211,0.33882958968829935,3109.0829,29.6993,47
2024-02-18,1348.0,303.38,0.8697,0.0178,A,6,2,18,7,1,1,3337.0,4776.0,1237.0,1483.0,1462.0,1327.0,4265.666666666667,805.5633639468293,4102.571428571428,1384.8062267748091,4342.5,1508.0659417331135,4488.433333333333,1476.037745600288,111.0,0.08973322554567502,0.3375459150157972,1172.3556,23.9944,48
2024-02-19,4745.0,292.52,0.9645,0.0043,A,0,2,19,8,1,0,1348.0,3337.0,4941.0,6622.0,5399.0,5740.0,3153.6666666666665,1721.3379486124543,4118.428571428572,1346.6336865362769,4332.857142857143,1528.0557207491759,4357.8,1574.8687827113154,-196.0,-0.03966808338393038,0.32697755058288314,4576.5525,20.4035,49
2024-02-20,4913.0,317.84,0.9898,0.001,A,1,2,20,8,1,0,4745.0,1348.0,4997.0,5655.0,5202.0,5443.0,3143.3333333333335,1706.7607721450984,4090.4285714285716,1328.5966101044178,4198.785714285715,1387.6499324991273,4397.0,1569.1833808572599,-84.0,-0.01681008605163098,0.32480621208853155,4862.8874,4.913,50
2024-02-21,4793.0,328.07,0.9312,0.0077,A,2,2,21,8,1,0,4913.0,4745.0,4746.0,5199.0,5687.0,5136.0,3668.6666666666665,2011.510957795988,4078.4285714285716,1319.3911294157433,4145.785714285715,1341.1434947932942,4516.533333333334,1460.0480325904568,47.0,0.00990307627475769,0.3235047779575538,4463.2416,36.9061,51
2024-02-22,4556.0,337.22,0.8779,0.0136,A,3,2,22,8,1,0,4793.0,4913.0,4684.0,5131.0,6089.0,5276.0,4817.0,86.53323061113278,4085.1428571428573,1323.4678473076483,4116.785714285715,1320.8536970501261,4484.966666666666,1442.8197603718697,-128.0,-0.027327070879590094,0.3239710075239033,3999.7124,61.9616,52
2024-02-23,4813.0,327.4,0.9085,0.0095,A,4,2,23,8,1,0,4556.0,4793.0,4776.0,4687.0,5955.0,4982.0,4754.0,181.6672782864308,4066.8571428571427,1314.669721333261,4075.714285714286,1295.589288468997,4455.4,1431.5548479742647,37.0,0.007747068676716918,0.3232642984871725,4372.6105,45.7235,53
2024-02-24,3054.0,323.73,0.9076,0.0068,A,5,2,24,8,1,1,4813.0,4556.0,3337.0,3300.0,3884.0,3440.0,4720.666666666667,142.95570409512453,4072.1428571428573,1318.0660616437785,4084.714285714286,1300.5903055371205,4444.633333333333,1427.4683759606778,-283.0,-0.08480671261612227,0.3236787381689686,2771.8104,20.7672,54
2024-02-25,1399.0,298.79,0.844,0.0218,A,6,2,25,8,1,1,3054.0,4813.0,1348.0,1237.0,1483.0,1462.0,4141.0,950.0994684768535,4031.714285714286,1348.3649004486517,4067.1428571428573,1313.604252378976,4370.566666666667,1440.4312975593475,51.0,0.037833827893175076,0.3344395968797591,1180.7559999999999,30.4982,55
2024-02-26,4897.0,282.1,0.9497,0.0055,A,0,2,26,9,1,0,1399.0,3054.0,4745.0,4941.0,6622.0,5399.0,3088.6666666666665,1707.263990522067,4039.0,1331.4790022127015,4078.714285714286,1287.204270955015,4251.133333333333,1533.520352412829,152.0,0.032033719704952585,0.3296556083715527,4650.6809,26.9335,56
2024-02-27,4512.0,326.8,0.9358,0.0054,A,1,2,27,9,1,0,4897.0,1399.0,4913.0,4997.0,5655.0,5202.0,3116.6666666666665,1749.8418023733839,4060.714285714286,1346.071161353875,4075.5714285714284,1284.9887586629336,4299.7,1530.0135259713138,-401.0,-0.0816201913291268,0.33148630182857075,4222.3296,24.364800000000002,57
2024-02-28,4523.0,310.92,0.984,0.0011,A,2,2,28,9,1,0,4512.0,4897.0,4793.0,4746.0,5199.0,5687.0,3602.6666666666665,1918.1153076218677,4003.4285714285716,1311.8524888038862,4040.9285714285716,1264.612647553252,4401.366666666667,1433.2233621271757,-270.0,-0.05633215105361986,0.3276822516995148,4450.632,4.975300000000001,58
2024-02-29,4972.0,318.99,0.951,0.0054,A,3,2,29,9,1,0,4523.0,4512.0,4556.0,4684.0,5131.0,6089.0,4644.0,219.17344729688284,3964.8571428571427,1288.530096475751,4025.0,1256.4266178945124,4372.166666666667,1421.0691721214778,416.0,0.0913081650570676,0.3249877738463017,4728.371999999999,26.8488,59
2024-03-01,5476.0,324.84,0.9311,0.0087,A,4,3,1,9,1,0,4972.0,4523.0,4813.0,4776.0,4687.0,5955.0,4669.0,262.463330772128,4024.285714285714,1329.2869911203911,4045.5714285714284,1270.3271967541211,4364.5,1417.0525931397667,663.0,0.13775192187824642,0.3303162562244493,5098.7036,47.6412,60
2024-03-02,3825.0,330.3,0.8888,0.0112,A,5,3,2,9,1,1,5476.0,4972.0,3054.0,3337.0,3300.0,3884.0,4990.333333333333,476.7644421864249,4119.0,1415.6642728180054,4095.5714285714284,1314.3031329471607,4357.466666666666,1410.77192695526,771.0,0.25245579567779963,0.3436912534153934,3399.6600000000003,42.839999999999996,61
2024-03-03,1387.0,317.56,0.7931,0.0274,A,6,3,3,9,1,1,3825.0,5476.0,1399.0,1348.0,1237.0,1483.0,4757.666666666667,846.1113007951928,4229.142857142857,1347.3382931507865,4130.428571428572,1299.019554201475,4282.0,1375.0548829172174,-12.0,-0.008577555396711936,0.3185842471306413,1100.0297,38.0038,62
2024-03-04,5347.0,307.42,0.8496,0.0205,A,0,3,4,10,1,0,1387.0,3825.0,4897.0,4745.0,4941.0,6622.0,3562.6666666666665,2057.0839393017814,4227.428571428572,1351.5404614911156,4133.214285714285,1292.6197714820744,4129.733333333334,1435.0182489127599,450.0,0.0918929957116602,0.319707462504657,4542.8112,109.6135,63
2024-03-05,5043.0,308.7,0.8427,0.0165,A,1,3,5,10,1,0,5347.0,1387.0,4512.0,4913.0,4997.0,5655.0,3519.6666666666665,1997.5788678631275,4291.714285714285,1398.5799600887692,4176.214285714285,1324.1648850717722,4178.5,1451.147601751443,531.0,0.11768617021276596,0.32587909329010667,4249.7361,83.2095,64
2024-03-06,4653.0,275.76,0.94,0.0115,A,2,3,6,10,1,0,5043.0,5347.0,4523.0,4793.0,4746.0,5199.0,3925.6666666666665,2203.7979338708287,4367.571428571428,1426.6382229029252,4185.5,1330.1712295791083,4297.166666666667,1366.1958026814336,130.0,0.028741985407915102,0.32664336376281283,4373.82,53.509499999999996,65
2024-03-07,4489.0,325.52,0.739,0.0331,A,3,3,7,10,1,0,4653.0,5043.0,4972.0,4556.0,4684.0,5131.0,5014.333333333333,347.8869548191385,4386.142857142857,1429.84129988511,4175.5,1325.7718071430625,4231.533333333334,1296.1584283043362,-483.0,-0.09714400643604183,0.3259905904698489,3317.371,148.58589999999998,66
2024-03-08,4496.0,321.56,0.9302,0.0071,A,4,3,8,10,1,0,4489.0,4653.0,5476.0,4813.0,4776.0,4687.0,4728.333333333333,284.57922154179346,4317.142857142857,1408.3501492374476,4170.714285714285,1324.4128701237569,4192.666666666667,1269.2040224387536,-980.0,-0.1789627465303141,0.3262227347671123,4182.1792000000005,31.9216,67
2024-03-09,2961.0,313.31,0.9521,0.004,A,5,3,9,10,1,1,4496.0,4489.0,3825.0,3054.0,3337.0,3300.0,4546.0,92.73079315955279,4177.142857142857,1319.882624651579,4148.071428571428,1315.265545828656,4169.233333333334,1256.4086388655926,-864.0,-0.22588235294117648,0.3159773725226078,2819.1681,11.844,68
2024-03-10,1211.0,307.87,0.951,0.006,A,6,3,10,10,1,1,2961.0,4496.0,1387.0,1399.0,1348.0,1237.0,3982.0,884.2188643090577,4053.714285714286,1396.477558512334,4141.428571428572,1321.4366723838398,4096.9,1261.5833879801942,-176.0,-0.12689257390050468,0.34449333625550954,1151.661,7.266,69
2024-03-11,5459.0,314.33,0.8967,0.0102,A,0,3,11,11,1,0,1211.0,2961.0,5347.0,4897.0,4745.0,4941.0,2889.3333333333335,1643.6722098196262,4028.5714285714284,1452.93563256634,4128.0,1352.0498966668795,3981.0333333333333,1361.206804408432,112.0,0.02094632504207967,0.3606577811334887,4895.085300000001,55.6818,70
2024-03-12,4542.0,302.6,0.95,0.0055,A,1,3,12,11,1,0,5459.0,1211.0,5043.0,4512.0,4913.0,4997.0,3210.3333333333335,2134.947618405036,4044.5714285714284,1470.3861008980887,4168.142857142857,1384.5895174628936,4053.0,1380.8897431578741,-501.0,-0.09934562760261749,0.36354558866511094,4314.9,24.980999999999998,71
2024-03-13,4587.0,277.99,0.9583,0.0121,A,2,3,13,11,1,0,4542.0,5459.0,4653.0,4523.0,4793.0,4746.0,3737.3333333333335,2235.3953416193153,3973.0,1425.1859527794954,4170.285714285715,1385.1857097694328,4163.166666666667,1276.3633977000848,-66.0,-0.014184397163120567,0.35871783357148135,4395.7221,55.5027,72
2024-03-14,4573.0,316.67,0.9118,0.0061,A,3,3,14,11,1,0,4587.0,4542.0,4489.0,4972.0,4556.0,4684.0,4862.666666666667,516.9297179823728,3963.5714285714284,1420.1469239886005,4174.857142857143,1386.5442297665436,4151.366666666667,1270.5474650399879,84.0,0.01871240810871018,0.35829981863111204,4169.6614,27.895300000000002,73
2024-03-15,4285.0,328.52,0.9044,0.0074,A,4,3,15,11,1,0,4573.0,4587.0,4496.0,5476.0,4813.0,4776.0,4567.333333333333,23.02896726593841,3975.5714285714284,1425.6708195492688,4146.357142857143,1372.9326616431667,4137.233333333334,1263.1531614160656,-211.0,-0.04693060498220641,0.3586077737915441,3875.354,31.709,74
2024-03-16,3425.0,300.7,0.9252,0.0118,A,5,3,16,11,1,1,4285.0,4573.0,2961.0,3825.0,3054.0,3337.0,4481.666666666667,170.462117003561,3945.4285714285716,1415.024364589158,4061.285714285714,1320.0881339208672,4121.866666666667,1258.286676763105,464.0,0.15670381627828436,0.3586490894389205,3168.81,40.415,75
2024-03-17,1488.0,309.27,0.9022,0.0092,A,6,3,17,11,1,1,3425.0,4285.0,1211.0,1387.0,1399.0,1348.0,4094.3333333333335,597.2782712717212,4011.714285714286,1371.4197891583874,4032.714285714286,1329.8879321536488,4079.9,1259.8859923791128,277.0,0.22873658133773742,0.34185380400643517,1342.4736,13.6896,76
2024-03-18,5367.0,303.8,0.9395,0.0069,A,0,3,18,12,1,0,1488.0,3425.0,5459.0,5347.0,4897.0,4745.0,3066.0,1432.6419650422092,4051.285714285714,1277.9492314232346,4039.9285714285716,1314.6179008650083,3970.3,1337.8455956989333,-92.0,-0.01685290346217256,0.31544287950783323,5042.2965,37.0323,77
2024-03-19,5017.0,306.58,0.8767,0.0132,A,1,3,19,12,1,0,5367.0,1488.0,4542.0,5043.0,4512.0,4913.0,3426.6666666666665,1939.50053707993,4038.1428571428573,1261.425176611944,4041.3571428571427,1316.157496253792,4037.9666666666667,1355.924839828656,475.0,0.10457948040510788,0.31237755107664794,4398.4039,66.2244,78
2024-03-20,5233.0,286.11,0.8981,0.0171,A,2,3,20,12,1,0,5017.0,5367.0,4587.0,4653.0,4523.0,4793.0,3957.3333333333335,2145.6538242068164,4106.0,1305.0681974517643,4039.5,1314.652908273041,4160.266666666666,1267.5158962026612,646.0,0.1408327883148027,0.3178441786292655,4699.7573,89.4843,79
2024-03-21,4773.0,308.82,0.9388,0.0048,A,3,3,21,12,1,0,5233.0,5017.0,4573.0,4489.0,4972.0,4556.0,5205.666666666667,176.59369562171673,4198.285714285715,1366.160643834356,4080.9285714285716,1344.2782143523764,4176.533333333334,1278.363790792431,200.0,0.04373496610540127,0.32540916383695695,4480.8924,22.9104,80
2024-03-22,4702.0,307.17,0.9284,0.0106,A,4,3,22,12,1,0,4773.0,5233.0,4285.0,4496.0,5476.0,4813.0,5007.666666666667,230.1419851598913,4226.857142857143,1377.348954643354,4101.214285714285,1353.0242580445993,4171.866666666667,1275.8356486236185,417.0,0.09731621936989499,0.3258565189436082,4365.3368,49.8412,81
2024-03-23,3707.0,314.44,0.9146,0.0083,A,5,3,23,12,1,1,4702.0,4773.0,3425.0,2961.0,3825.0,3054.0,4902.666666666667,288.2712842676767,4286.428571428572,1389.249180569952,4115.928571428572,1358.7558485776435,4168.833333333333,1274.4153516439394,282.0,0.08233576642335766,0.32410412477885897,3390.4222,30.7681,82
2024-03-24,1476.0,312.19,0.9035,0.0083,A,6,3,24,12,1,1,3707.0,4702.0,1488.0,1211.0,1387.0,1399.0,4394.0,596.0176171892928,4326.714285714285,1363.964651825174,4169.214285714285,1324.1670344653771,4140.533333333334,1274.9478078116283,-12.0,-0.008064516129032258,0.3152425979059075,1333.566,12.2508,83
2024-03-25,5533.0,315.44,0.8835,0.0104,A,0,3,25,13,1,0,1476.0,3707.0,5367.0,5459.0,5347.0,4897.0,3295.0,1651.9918280669558,4325.0,1368.1282834588274,4188.142857142857,1279.7774360076373,4029.3,1357.1725972110876,166.0,0.030929755915781627,0.3163302389500179,4888.4055,57.5432,84
