Portfolio,dow,slot,profile_share
A,5,23,0.04866863866298355
A,5,24,0.05229262682332732
A,5,25,0.05490081693680717
A,5,26,0.05519361696545928
A,5,27,0.053652877212307784
A,5,28,0.05217102635700342
A,5,29,0.0518684617691495
A,5,30,0.05040575405768048
A,5,31,0.04942403804398082
A,5,32,0.0492075391244043
A,5,33,0.04594640858720968
A,5,34,0.04151270707410539
A,5,35,0.0366915154357258
A,5,36,0.03282330233768577
A,5,37,0.02758768298568685
A,5,38,0.021778846362873392
A,5,39,0.01725241333065246
A,5,40,0.013610659184629937
A,5,41,0.010720521693031317
A,5,42,0.008309817690901694
A,5,43,0.0061317279857140364
A,5,44,0.00422377813978415
A,5,45,0.002910431294483352
A,5,46,0.002202669940654741
A,5,47,0.0017329632668500032
A,6,0,0.0018408902874265545
A,6,1,0.00189061731552402
A,6,2,0.0016973023884733905
A,6,3,0.0013683056534260943
A,6,4,0.0008042637023098246
A,6,5,0.00037982589664432414
A,6,6,0.0006932453562087981
A,6,7,0.0006715903748935369
A,6,8,0.0003266707926494315
A,6,9,0.00041830748505233687
A,6,10,0.000334407286798041
A,6,11,0.0008437814753399027
A,6,12,0.0013402958947694378
A,6,13,0.001537493451796797
A,6,14,0.0030195913809862966
A,6,15,0.004829987192822712
A,6,16,0.007560656761865656
A,6,17,0.010305766924283522
A,6,18,0.012420433700894856
A,6,19,0.015164389855986043
A,6,20,0.01895840422298214
A,6,21,0.02366032052413539
A,6,22,0.02496008720952835
A,6,23,0.027671480566139068
A,6,24,0.03585776804307756
A,6,25,0.0441096907384687
A,6,26,0.05276488628454411
A,6,27,0.05659712514373743
A,6,28,0.05897242966410962
A,6,29,0.05959942495123691
A,6,30,0.05925430331383745
A,6,31,0.060908074411522045
A,6,32,0.05953328078346644
A,6,33,0.056609151976370176
A,6,34,0.05008475009137358
A,6,35,0.04349706751619967
A,6,36,0.035877975417668434
A,6,37,0.02826032051399879
A,6,38,0.02273636123340183
A,6,39,0.01993669543481467
A,6,40,0.02009806341788662
A,6,41,0.017468986231553414
A,6,42,0.014165598702243749
A,6,43,0.011426212302078038
A,6,44,0.00964995301560012
A,6,45,0.008733528092467396
A,6,46,0.006211551714312549
A,6,47,0.004948685305094278
B,0,0,0.001986724705092863
B,0,1,0.001609045875009288
B,0,2,0.0009738894142716743
B,0,3,0.0005371590022214635
B,0,4,0.00039677331253073133
B,0,5,0.0003729140818941912
B,0,6,0.00025679942173484187
B,0,7,0.00020883243571592338
B,0,8,0.00020257885023335884
B,0,9,0.0001799126652067017
B,0,10,0.00015870274442283591
B,0,11,0.0002394551733568551
B,0,12,0.0003449574454838957
B,0,13,0.0007935754567092272
B,0,14,0.0019971682503589073
B,0,15,0.003828619354351241
B,0,16,0.007019533181688556
B,0,17,0.011337148069303523
B,0,18,0.017395784909446214
B,0,19,0.023072585225782958
B,0,20,0.02886982472600707
B,0,21,0.03292540190972073
B,0,22,0.035623923264114496
B,0,23,0.038063160592487044
B,0,24,0.04132873387667964
B,0,25,0.04302594837603641
B,0,26,0.043886329504239124
B,0,27,0.04488736528875224
B,0,28,0.04669068869795911
B,0,29,0.04708245320848008
B,0,30,0.04696241342840063
B,0,31,0.047697083035377494
B,0,32,0.047823398638424074
B,0,33,0.04691101580218103
B,0,34,0.04481273012710837
B,0,35,0.041917357677648
B,0,36,0.03870356370152799
B,0,37,0.03579462151087923
B,0,38,0.03232644370530203
B,0,39,0.02949731510923353
B,0,40,0.025826594864097822
B,0,41,0.0215943156784408
B,0,42,0.017806958490970488
B,0,43,0.01445963269958183
B,0,44,0.01154432674307076
B,0,45,0.008982207277067647
B,0,46,0.006668463753703582
B,0,47,0.005375568737693407
B,1,0,0.002823488990589463
B,1,1,0.0022133767101833197
B,1,2,0.0013316629566930754
B,1,3,0.0007223106092636317
B,1,4,0.00041831115508347556
B,1,5,0.0003323889507709144
B,1,6,0.00029488518133124537
B,1,7,0.00023601207164808803
B,1,8,0.00021403600939683506
B,1,9,0.0002205610340102397
B,1,10,0.00020920538723378623
B,1,11,0.0002615675072695805
B,1,12,0.000470386332993626
B,1,13,0.0010475552201852662
B,1,14,0.0023880007122286046
B,1,15,0.004525334013348661
B,1,16,0.008253634159699588
B,1,17,0.012989870564630789
B,1,18,0.018351548171814336
B,1,19,0.02382251127108348
B,1,20,0.02851398742193456
B,1,21,0.03212113218115549
B,1,22,0.0358719442252997
B,1,23,0.038148992056299263
B,1,24,0.04052015508029493
B,1,25,0.042297232768815016
B,1,26,0.044280907124903846
B,1,27,0.04551242868753816
B,1,28,0.047507370114878336
B,1,29,0.04863031878478838
B,1,30,0.04839935784080826
B,1,31,0.047527083971166555
B,1,32,0.04706938991287367
B,1,33,0.04502321687979843
B,1,34,0.04272807614607155
B,1,35,0.04116529688802805
B,1,36,0.03881479755090731
B,1,37,0.03502728382327861
B,1,38,0.03130318360792209
B,1,39,0.02841887089694905
B,1,40,0.024654640314763082
B,1,41,0.020859329086270854
B,1,42,0.017337656719493257
B,1,43,0.014353279234690604
B,1,44,0.011491617465056368
B,1,45,0.009055797714126018
B,1,46,0.00696365001480621
B,1,47,0.005276356477624427
B,2,0,0.0033672233061372357
B,2,1,0.002445526825035126
B,2,2,0.0012728032085969408
B,2,3,0.0006301244438383361
B,2,4,0.00039722701619167457
B,2,5,0.0003789404106784855
B,2,6,0.0003372381385480321
B,2,7,0.00031691370642724775
B,2,8,0.00029878320391687454
B,2,9,0.00024351031789977476
B,2,10,0.0002227636303527498
B,2,11,0.0002820662159945013
B,2,12,0.0005048735085632577
B,2,13,0.0010468229952399037
B,2,14,0.0025472175402902844
B,2,15,0.004859584371627572
B,2,16,0.008653037065335172
B,2,17,0.013484266493528123
B,2,18,0.01936704981655026
B,2,19,0.025070721396777542
B,2,20,0.029327022263858034
B,2,21,0.03240909951038227
B,2,22,0.036469316169229805
B,2,23,0.03964052977689456
B,2,24,0.04233584637113907
B,2,25,0.04363489767667705
B,2,26,0.04451866731342817
B,2,27,0.04546081856711298
B,2,28,0.046096762143223294
B,2,29,0.04659443602453008
B,2,30,0.04688840071782918
B,2,31,0.047117607905021286
B,2,32,0.046361215504105435
B,2,33,0.04459911801886543
B,2,34,0.04263038651070259
B,2,35,0.04093065901867172
B,2,36,0.03783557211320863
B,2,37,0.03362023077704448
B,2,38,0.03044946255365192
B,2,39,0.027701640810768577
B,2,40,0.02459379485660994
B,2,41,0.020846452220529353
B,2,42,0.017095122119978042
B,2,43,0.01411307764125556
B,2,44,0.011422723656193892
B,2,45,0.009022409006950616
B,2,46,0.0069208121716134805
B,2,47,0.0056372249689953784
B,3,0,0.003240962260262194
B,3,1,0.0022767837581814344
B,3,2,0.001287183244149513
B,3,3,0.0008433994601422573
B,3,4,0.0005481375712050279
B,3,5,0.00041544386545820476
B,3,6,0.00036682626440035377
B,3,7,0.00036371939148449866
B,3,8,0.00030553003419006445
B,3,9,0.0002493844941221955
B,3,10,0.0002613391380813433
B,3,11,0.00036880638780900963
B,3,12,0.0005851735523386208
B,3,13,0.0011220659755823066
B,3,14,0.0024521399399821267
B,3,15,0.004641612485898762
B,3,16,0.008341833431653503
B,3,17,0.013272618166049032
B,3,18,0.019160414350807058
B,3,19,0.02426899553028198
B,3,20,0.0290769576503069
B,3,21,0.033479728409083594
B,3,22,0.03643128311245898
B,3,23,0.04002186639673756
B,3,24,0.04236895534706828
B,3,25,0.04322699670340741
B,3,26,0.043799069463251156
B,3,27,0.04539898655718183
B,3,28,0.047301520773618246
B,3,29,0.047791087369211005
B,3,30,0.04671069998352346
B,3,31,0.046454974995694946
B,3,32,0.045679168392788766
B,3,33,0.04442448982775524
B,3,34,0.04247987648356851
B,3,35,0.04029397048499481
B,3,36,0.037933527988787456
B,3,37,0.0347435840571058
B,3,38,0.03142079489410423
B,3,39,0.0280168367624881
B,3,40,0.02423385208065119
B,3,41,0.020838489996051396
B,3,42,0.017380911171704514
B,3,43,0.013910005816984428
B,3,44,0.011253110056807404
B,3,45,0.008939531301085173
B,3,46,0.00678013358835867
B,3,47,0.005237221033141564
B,4,0,0.0027667839157890163
B,4,1,0.002097478040718403
B,4,2,0.0011788670493950654
B,4,3,0.0007184232686014309
B,4,4,0.0005400668464755753
B,4,5,0.00040246368125658493
B,4,6,0.0003733024565050235
B,4,7,0.0002843333556321586
B,4,8,0.00026726489379126194
B,4,9,0.00029850895594273877
B,4,10,0.00027543554901935
B,4,11,0.0003441489739628308
B,4,12,0.0005379423249033564
B,4,13,0.0011925060567858307
B,4,14,0.002959960123588234
B,4,15,0.005198816879741761
B,4,16,0.009119075558889293
B,4,17,0.013537802926659712
B,4,18,0.018658346968303104
B,4,19,0.02335980655833112
B,4,20,0.028426869887135227
B,4,21,0.032441473331655424
B,4,22,0.03554968739468574
B,4,23,0.03863789188504185
B,4,24,0.04193334586597687
B,4,25,0.043346936201928414
B,4,26,0.04436024291097092
B,4,27,0.04539670661208112
B,4,28,0.046992875186296884
B,4,29,0.048313713887088425
B,4,30,0.04859499441676024
B,4,31,0.04776257591320342
B,4,32,0.04743056825301805
B,4,33,0.04622226893487547
B,4,34,0.04400232933603197
B,4,35,0.04122091304009451
B,4,36,0.037698995176546034
B,4,37,0.03355465084853287
B,4,38,0.030567011799858376
B,4,39,0.026812523232267408
B,4,40,0.022903248159768255
B,4,41,0.02027716554143189
B,4,42,0.01727297050598325
B,4,43,0.013935077091711118
B,4,44,0.011081963951444663
B,4,45,0.008909444478618281
B,4,46,0.006632517387311637
B,4,47,0.005609704385389858
B,5,0,0.004852473691357085
B,5,1,0.003433131847747038
B,5,2,0.0017012531781306671
B,5,3,0.0009157774070663155
B,5,4,0.0006811382105951344
B,5,5,0.000481320065000094
B,5,6,0.0003400252031547111
B,5,7,0.00030633972127507556
B,5,8,0.00029093394364909674
B,5,9,0.00031050135446745086
B,5,10,0.0003335790051069945
B,5,11,0.0003599810608226077
B,5,12,0.0005537190218149438
B,5,13,0.0010142512245146958
B,5,14,0.00159625122753721
B,5,15,0.002634634629817974
B,5,16,0.00430260308377258
B,5,17,0.007759302062195522
B,5,18,0.015053745490480863
B,5,19,0.02169346084872987
B,5,20,0.026977081625316555
B,5,21,0.03162617656968018
B,5,22,0.036443452120054926
B,5,23,0.04069767246992874
B,5,24,0.042728223631703977
B,5,25,0.04463137442647608
B,5,26,0.0466450603645193
B,5,27,0.04890629937362704
B,5,28,0.04977848935571656
B,5,29,0.04863605379094792
B,5,30,0.047927757610527366
B,5,31,0.04773704912926121
B,5,32,0.04699149043288174
B,5,33,0.0454116935343197
B,5,34,0.04366234342906831
B,5,35,0.04133859547120859
B,5,36,0.03836014179470926
B,5,37,0.0350612234859915
B,5,38,0.031082802276188023
B,5,39,0.02700338558683395
B,5,40,0.023843657739235982
B,5,41,0.020720592457954594
B,5,42,0.017380051488421713
B,5,43,0.014540809379920625
B,5,44,0.011567469269647263
B,5,45,0.00909155279381985
B,5,46,0.007129576507445285
B,5,47,0.005465501607357896
B,6,0,0.006863064150524471
B,6,1,0.004842210823736838
B,6,2,0.002480272365275663
B,6,3,0.0015337658148230078
B,6,4,0.0010663038233408278
B,6,5,0.0007939947587381481
B,6,6,0.0006426131513944929
B,6,7,0.0003707253065716758
B,6,8,0.00026751553059498225
B,6,9,0.00027413455034672066
B,6,10,0.00031031779358374007
B,6,11,0.00043567975944058774
B,6,12,0.0005222315268640299
B,6,13,0.0007788275029750149
B,6,14,0.0014249543443019398
B,6,15,0.0023334868899845943
B,6,16,0.003900361038687211
B,6,17,0.006855982152651035
B,6,18,0.012354695341454494
B,6,19,0.016825224145215388
B,6,20,0.020860570765546194
B,6,21,0.02382262255502333
B,6,22,0.02658380227656377
B,6,23,0.030153642562971313
B,6,24,0.03406539621501924
B,6,25,0.039102551234630835
B,6,26,0.04375107556551163
B,6,27,0.046519822224633224
B,6,28,0.04864653633842921
B,6,29,0.0488092362430825
B,6,30,0.05061628516250955
B,6,31,0.0524276091604934
B,6,32,0.050774637282347865
B,6,33,0.0479420352051682
B,6,34,0.04656466538310326
B,6,35,0.044675471186243106
B,6,36,0.04187049430929337
B,6,37,0.03763199994210827
B,6,38,0.03379646342362789
B,6,39,0.030672811038119526
B,6,40,0.026724780913749264
B,6,41,0.023847850854232185
B,6,42,0.021311240007894337
B,6,43,0.018367397134992438
B,6,44,0.015025368225497772
B,6,45,0.012367305716290465
B,6,46,0.009939971099552797
B,6,47,0.008251997202860305
C,0,0,0.002096650216372506
C,0,1,0.001701397025563035
C,0,2,0.0012700789447568184
C,0,3,0.000904679307723467
C,0,4,0.0006551194413153505
C,0,5,0.0005568217005686017
C,0,6,0.0004625738252946968
C,0,7,0.0003896358087093374
C,0,8,0.00039455926526294394
C,0,9,0.00038422248298131145
C,0,10,0.0004457932213867697
C,0,11,0.0006171653583550398
C,0,12,0.0010402929913069351
C,0,13,0.0018412680765227116
C,0,14,0.003207132711791897
C,0,15,0.005717837924072685
C,0,16,0.010399092185793303
C,0,17,0.016295413064586546
C,0,18,0.022608368090296198
C,0,19,0.02890286463075901
C,0,20,0.03466966577189454
C,0,21,0.03920869093460638
C,0,22,0.04220092741140109
C,0,23,0.043392500678046814
C,0,24,0.044602425173436634
C,0,25,0.044646910263437894
C,0,26,0.04418148689452338
C,0,27,0.04406456730873534
C,0,28,0.04476061549878954
C,0,29,0.04522402003776777
C,0,30,0.04522274199165749
C,0,31,0.0451155211507759
C,0,32,0.04487650573361361
C,0,33,0.043644728260184375
C,0,34,0.04105505096217926
C,0,35,0.038061897493502916
C,0,36,0.035128553949431256
C,0,37,0.03112253838098126
C,0,38,0.027380549185214452
C,0,39,0.024579278114176685
C,0,40,0.021628095810468016
C,0,41,0.018181267463325608
C,0,42,0.015306957474695591
C,0,43,0.012889599648622014
C,0,44,0.010169523410681258
C,0,45,0.007859672201726288
C,0,46,0.006080746297668608
C,0,47,0.00485399622503683
C,1,0,0.003134516958367876
C,1,1,0.0024297778244737555
C,1,2,0.001783724143357522
C,1,3,0.0012957439230626175
C,1,4,0.000975997574501324
C,1,5,0.0007537357151409511
C,1,6,0.0005947316457518199
C,1,7,0.000526037330327891
C,1,8,0.00046012033634815604
C,1,9,0.0004869180258354999
C,1,10,0.0005778029799819301
C,1,11,0.0008206127086219506
C,1,12,0.0013628876941811125
C,1,13,0.002332333437358694
C,1,14,0.0040303990884136545
C,1,15,0.0067463847581091555
C,1,16,0.011313726801005616
C,1,17,0.016947572071860935
C,1,18,0.023669148790270902
C,1,19,0.029592622606553366
C,1,20,0.03469192238994136
C,1,21,0.03888119376239907
C,1,22,0.04184731227756619
C,1,23,0.04328638385038233
C,1,24,0.043524976338185375
C,1,25,0.04389491218775163
C,1,26,0.043956977485192075
C,1,27,0.043932188285255275
C,1,28,0.044566578285271434
C,1,29,0.044771005698201125
C,1,30,0.044340022445609154
C,1,31,0.04383399329295177
C,1,32,0.04343518361626486
C,1,33,0.042755562317622696
C,1,34,0.04046920853114003
C,1,35,0.03778227515317858
C,1,36,0.0347390382201795
C,1,37,0.030736625956083244
C,1,38,0.027315090764026523
C,1,39,0.02411813701388074
C,1,40,0.02069437263453086
C,1,41,0.01800474211245748
C,1,42,0.01540069618104126
C,1,43,0.012851650723009358
C,1,44,0.01052224403035968
C,1,45,0.008445005108945618
C,1,46,0.006398328786388029
C,1,47,0.004969578138660112
C,2,0,0.0032364131102929215
C,2,1,0.0024526782764216237
C,2,2,0.001612996162962646
C,2,3,0.0011601302779988812
C,2,4,0.00086627091476686
C,2,5,0.000692444929961479
C,2,6,0.0005390850907247806
C,2,7,0.0004935808523109873
C,2,8,0.0004714903425790956
C,2,9,0.0005276225905412423
C,2,10,0.0006006514257621095
C,2,11,0.000867573390935778
C,2,12,0.0013981105730229472
C,2,13,0.0024013519097724266
C,2,14,0.004299196631691937
C,2,15,0.007252854632635219
C,2,16,0.012053692840181587
C,2,17,0.017904280639399858
C,2,18,0.024906547762078516
C,2,19,0.03111816594510654
C,2,20,0.03577570546324651
C,2,21,0.03994636469710094
C,2,22,0.04220634255635079
C,2,23,0.04316315821084891
C,2,24,0.044099617522252756
C,2,25,0.044571502001450096
C,2,26,0.04456254196042852
C,2,27,0.0446172069783432
C,2,28,0.04459657870192175
C,2,29,0.04473196963959327
C,2,30,0.043902452804107484
C,2,31,0.04345520261101463
C,2,32,0.04274519872443549
C,2,33,0.04141242093225358
C,2,34,0.03935291151064526
C,2,35,0.036738114554763425
C,2,36,0.033656953465514415
C,2,37,0.030408258720559533
C,2,38,0.027146373330406627
C,2,39,0.023731610626264946
C,2,40,0.020377487489904856
C,2,41,0.017442747958195136
C,2,42,0.014864429774077
C,2,43,0.012478376315953795
C,2,44,0.010099979038018162
C,2,45,0.007911024693160434
C,2,46,0.006121574068112285
C,2,47,0.005028757351928883
C,3,0,0.003220339268884712
C,3,1,0.0026181854670772244
C,3,2,0.001894196074381644
C,3,3,0.0013314155489454003
C,3,4,0.0009506858374051228
C,3,5,0.0007087236450126697
C,3,6,0.0005640340391895218
C,3,7,0.0005471579570861902
C,3,8,0.0005307539470342957
C,3,9,0.0005089777930035247
C,3,10,0.0006663169832116422
C,3,11,0.0009886078440770017
C,3,12,0.0015908256116882284
C,3,13,0.002701777119461364
C,3,14,0.0046136615448123695
C,3,15,0.0074704148183800815
C,3,16,0.012126986958321505
C,3,17,0.01789706730674809
C,3,18,0.024688479720631172
C,3,19,0.030828973171902065
C,3,20,0.03600877170531392
C,3,21,0.04014005684436264
C,3,22,0.04282043265695246
C,3,23,0.044036381732156474
C,3,24,0.0438365990958473
C,3,25,0.0435640801753641
C,3,26,0.04321594767869479
C,3,27,0.04357457227676152
C,3,28,0.04432314251473508
C,3,29,0.04486897781252108
C,3,30,0.044387743210843364
C,3,31,0.04424420837721867
C,3,32,0.04308931228223932
C,3,33,0.0415061670626959
C,3,34,0.03931421426540613
C,3,35,0.03659211576001346
C,3,36,0.03337178806575736
C,3,37,0.029794754752780747
C,3,38,0.02655904985791036
C,3,39,0.023615979693270846
C,3,40,0.02071724859477264
C,3,41,0.017926070071011792
C,3,42,0.015026779266518863
C,3,43,0.012393278880043032
C,3,44,0.009958645551332922
C,3,45,0.007778915074300548
C,3,46,0.0060185318168873144
C,3,47,0.0048686542670336765
C,4,0,0.0032852409442196413
C,4,1,0.0025511772086826644
C,4,2,0.0017714134970780158
C,4,3,0.0012209920982282157
C,4,4,0.0008941612362133749
C,4,5,0.000731466175176017
C,4,6,0.0005587178983686612
C,4,7,0.0005135688116136583
C,4,8,0.0005503577267623706
C,4,9,0.0006378819554938808
C,4,10,0.0007974263467376769
C,4,11,0.0009678481996999075
C,4,12,0.0015795808117179638
C,4,13,0.0026562759229991316
C,4,14,0.004400563355608619
C,4,15,0.00755776842513351
C,4,16,0.012428784706233327
C,4,17,0.01834360094793722
C,4,18,0.025165499899977628
C,4,19,0.03133051146781418
C,4,20,0.035999431812759594
C,4,21,0.03978249231231861
C,4,22,0.042636680118286134
C,4,23,0.044535575747283854
C,4,24,0.04513299193986439
C,4,25,0.04529465240880981
C,4,26,0.04514143170056873
C,4,27,0.045101404743255684
C,4,28,0.04573924666959231
C,4,29,0.04565541266742284
C,4,30,0.04533961853518677
C,4,31,0.04499363762203301
C,4,32,0.04400324392568154
C,4,33,0.04208519718669843
C,4,34,0.03961595937062841
C,4,35,0.03605493852269498
C,4,36,0.032083156405118135
C,4,37,0.0287666985335543
C,4,38,0.025618592878131827
C,4,39,0.022317328783512995
C,4,40,0.018943613849993927
C,4,41,0.016021757619009123
C,4,42,0.01362892364203698
C,4,43,0.011197736272672733
C,4,44,0.009036591879034628
C,4,45,0.007234998631485117
C,4,46,0.005569933560453544
C,4,47,0.004525915026215964
C,5,0,0.0044052313815860274
C,5,1,0.0035518476339471156
